time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z
12.98,0.995493,0.0467164,0.0768918,0.0339399,0.90738,0.417862,0,0,1
12.99,0.995509,0.0455852,0.0773614,0.0342549,0.90307,0.427072,0,0,1
13,0.995523,0.0444844,0.0778195,0.0345368,0.898669,0.436236,0,0,1
13.01,0.995533,0.0434506,0.0782656,0.0347546,0.894187,0.445333,0,0,1
13.02,0.995544,0.0424196,0.0786983,0.0349697,0.889646,0.454322,0,0,1
13.03,0.995558,0.0412663,0.0791239,0.0352824,0.884967,0.463346,0,0,1
13.04,0.995573,0.0400928,0.0795393,0.0356044,0.880176,0.472358,0,0,1
13.05,0.995587,0.0389594,0.0799332,0.035903,0.875413,0.481107,0,0,1
13.06,0.9956,0.0378143,0.0803174,0.0362039,0.870541,0.489845,0,0,1
13.07,0.995612,0.0366879,0.0806886,0.0364867,0.865605,0.498494,0,0,1
13.08,0.995623,0.0355753,0.0810536,0.036743,0.860515,0.507212,0,0,1
13.09,0.995635,0.0344293,0.0814048,0.0370282,0.85537,0.515821,0,0,1
13.1,0.995646,0.0332536,0.0817471,0.0373285,0.850096,0.524445,0,0,1
13.11,0.995657,0.0321093,0.0820758,0.0376011,0.844766,0.53297,0,0,1
13.12,0.99567,0.0308453,0.0823977,0.0379589,0.839256,0.541581,0,0,1
13.13,0.995682,0.0296194,0.0827029,0.0382887,0.833731,0.550025,0,0,1
13.14,0.995693,0.0284349,0.0829944,0.0385829,0.828152,0.558369,0,0,1
13.15,0.995706,0.027124,0.0832732,0.0389778,0.822487,0.566653,0,0,1
13.16,0.995715,0.0259412,0.0835408,0.0392592,0.816719,0.574917,0,0,1
13.17,0.995723,0.0247767,0.0837983,0.0395165,0.810825,0.583182,0,0,1
13.18,0.995731,0.0235924,0.0840462,0.0397793,0.804792,0.591462,0,0,1
13.19,0.995736,0.0224935,0.0842812,0.039973,0.798709,0.599639,0,0,1
13.2,0.995742,0.0213765,0.0845045,0.0401791,0.792553,0.607738,0,0,1
13.21,0.995746,0.020348,0.0847158,0.0403151,0.786351,0.615733,0,0,1
13.22,0.995748,0.0193537,0.084915,0.0404276,0.780126,0.623594,0,0,1
13.23,0.995749,0.0184399,0.0851082,0.0404625,0.773707,0.631538,0,0,1
13.24,0.99575,0.0175201,0.0852932,0.0404959,0.767167,0.639464,0,0,1
13.25,0.99575,0.0166466,0.0854707,0.0404854,0.760482,0.647401,0,0,1
13.26,0.99575,0.0157727,0.0856395,0.0404727,0.753702,0.655283,0,0,1
13.27,0.99575,0.0148679,0.0857987,0.0404833,0.746852,0.663079,0,0,1
13.28,0.995749,0.0140491,0.085949,0.040428,0.739921,0.670808,0,0,1
13.29,0.995747,0.0133094,0.0860921,0.0403095,0.732869,0.678512,0,0,1
13.3,0.995742,0.0127398,0.0862281,0.0400675,0.725755,0.68613,0,0,1
13.31,0.99574,0.0120023,0.0863591,0.0399401,0.71846,0.693772,0,0,1
13.32,0.995738,0.0112957,0.0864814,0.039796,0.711145,0.701277,0,0,1
13.33,0.995738,0.0103795,0.0865957,0.0397985,0.70371,0.708737,0,0,1
13.34,0.995738,0.00945098,0.0866992,0.0398151,0.696269,0.716048,0,0,1
13.35,0.995739,0.00837798,0.0867922,0.0399322,0.688757,0.72327,0,0,1
13.36,0.99574,0.00742672,0.0868732,0.0399741,0.681302,0.730294,0,0,1
13.37,0.99574,0.00648841,0.0869437,0.0400131,0.673862,0.737162,0,0,1
13.38,0.995742,0.00540436,0.0870039,0.0401508,0.666367,0.743938,0,0,1
13.39,0.995743,0.00426006,0.0870528,0.0403257,0.658787,0.750649,0,0,1
13.4,0.995744,0.00320323,0.0870905,0.0404418,0.651156,0.757271,0,0,1
13.41,0.995744,0.00221009,0.0871182,0.040508,0.64337,0.763894,0,0,1
13.42,0.995744,0.00127723,0.0871362,0.0405302,0.635459,0.770487,0,0,1
13.43,0.995744,0.000305218,0.0871444,0.040577,0.627481,0.776995,0,0,1
13.44,0.995744,-0.000554788,0.0871431,0.0405563,0.619486,0.783385,0,0,1
13.45,0.995744,-0.001358,0.0871335,0.0405112,0.611581,0.789574,0,0,1
13.46,0.995744,-0.00219211,0.0871155,0.0404808,0.60354,0.795739,0,0,1
13.47,0.995744,-0.00293838,0.0870893,0.0403943,0.595385,0.801863,0,0,1
13.48,0.995745,-0.00359485,0.087056,0.0402575,0.587197,0.807886,0,0,1
13.49,0.995746,-0.00418698,0.0870166,0.0400888,0.579008,0.813783,0,0,1
13.5,0.995747,-0.00483218,0.086971,0.0399525,0.570745,0.819606,0,0,1
13.51,0.995748,-0.0055477,0.0869179,0.0398539,0.562342,0.825399,0,0,1
13.52,0.99575,-0.00621307,0.0868589,0.039738,0.554039,0.831001,0,0,1
13.53,0.995752,-0.00667889,0.0867947,0.0395181,0.545757,0.836473,0,0,1
13.54,0.995755,-0.00718208,0.086726,0.0393236,0.537446,0.841846,0,0,1
13.55,0.995757,-0.00778377,0.0866516,0.0391845,0.529064,0.847146,0,0,1
13.56,0.995759,-0.00832822,0.0865718,0.0390191,0.520656,0.852347,0,0,1
13.57,0.995761,-0.00895263,0.0864855,0.0388949,0.51213,0.857502,0,0,1
13.58,0.995763,-0.00964963,0.0863924,0.0388091,0.503528,0.862585,0,0,1
13.59,0.995764,-0.0103508,0.0862919,0.0387254,0.494837,0.867604,0,0,1
13.6,0.995767,-0.0109987,0.0861839,0.0386151,0.486049,0.872563,0,0,1
13.61,0.995768,-0.0117819,0.0860674,0.0385677,0.477101,0.877489,0,0,1
13.62,0.995769,-0.0125618,0.0859429,0.0385204,0.468105,0.882323,0,0,1
13.63,0.995769,-0.0134298,0.08581,0.0385157,0.459059,0.887063,0,0,1
13.64,0.995772,-0.014081,0.0856704,0.0384156,0.450038,0.891678,0,0,1
13.65,0.995778,-0.0145569,0.0855255,0.0382409,0.441005,0.896188,0,0,1
13.66,0.995781,-0.0152032,0.0853733,0.0381412,0.431829,0.900649,0,0,1
13.67,0.995783,-0.0159831,0.0852137,0.0381012,0.42259,0.905023,0,0,1
13.68,0.995787,-0.0166207,0.0850462,0.0380017,0.413278,0.909317,0,0,1
13.69,0.995792,-0.017212,0.0848709,0.0378831,0.403843,0.913551,0,0,1
13.7,0.995797,-0.0178089,0.0846882,0.0377678,0.3943,0.917715,0,0,1
13.71,0.995803,-0.0183439,0.0844988,0.0376304,0.384677,0.921796,0,0,1
