time,x,y,z
0,0,0,1
0.001,0.001,9.75e-08,1
0.002,0.002,3.9e-07,0.999998
0.003,0.003,8.77499e-07,0.999996
0.004,0.00399999,1.56e-06,0.999992
0.005,0.00499998,2.43749e-06,0.999988
0.006,0.00599996,3.50999e-06,0.999982
0.007,0.00699994,4.77748e-06,0.999976
0.008,0.00799991,6.23997e-06,0.999968
0.009,0.00899987,7.89744e-06,0.99996
0.01,0.00999983,9.74992e-06,0.99995
0.011,0.0109998,1.17974e-05,0.99994
0.012,0.0119997,1.40398e-05,0.999928
0.013,0.0129996,1.64773e-05,0.999916
0.014,0.0139995,1.91097e-05,0.999902
0.015,0.0149994,2.19371e-05,0.999888
0.016,0.0159993,2.49594e-05,0.999872
0.017,0.0169992,2.81768e-05,0.999856
0.018,0.017999,3.15891e-05,0.999838
0.019,0.0189988,3.51964e-05,0.99982
0.02,0.0199986,3.89987e-05,0.9998
0.021,0.0209984,4.29959e-05,0.99978
0.022,0.0219982,4.7188e-05,0.999758
0.023,0.0229979,5.15751e-05,0.999736
0.024,0.0239976,5.61572e-05,0.999712
0.025,0.0249973,6.09342e-05,0.999688
0.026,0.025997,6.59061e-05,0.999662
0.027,0.0269966,7.1073e-05,0.999636
0.028,0.0279962,7.64348e-05,0.999608
0.029,0.0289958,8.19915e-05,0.99958
0.03,0.0299953,8.77432e-05,0.99955
0.031,0.0309948,9.36897e-05,0.99952
0.032,0.0319943,9.98312e-05,0.999488
0.033,0.0329938,0.000106167,0.999456
0.034,0.0339932,0.000112699,0.999422
0.035,0.0349926,0.000119425,0.999388
0.036,0.0359919,0.000126346,0.999352
0.037,0.0369912,0.000133462,0.999316
0.038,0.0379905,0.000140772,0.999278
0.039,0.0389897,0.000148278,0.99924
0.04,0.0399889,0.000155978,0.9992
0.041,0.0409881,0.000163874,0.99916
0.042,0.0419872,0.000171964,0.999118
0.043,0.0429862,0.000180249,0.999076
0.044,0.0439853,0.000188728,0.999032
0.045,0.0449842,0.000197403,0.998988
0.046,0.0459832,0.000206272,0.998942
0.047,0.046982,0.000215336,0.998896
0.048,0.0479809,0.000224595,0.998848
0.049,0.0489796,0.000234049,0.9988
0.05,0.0499784,0.000243697,0.99875
0.051,0.0509771,0.00025354,0.9987
0.052,0.0519757,0.000263578,0.998648
0.053,0.0529742,0.000273811,0.998596
0.054,0.0539728,0.000284238,0.998542
0.055,0.0549712,0.00029486,0.998488
0.056,0.0559696,0.000305677,0.998432
0.057,0.056968,0.000316688,0.998376
0.058,0.0579663,0.000327895,0.998318
0.059,0.0589645,0.000339295,0.99826
0.06,0.0599626,0.000350891,0.998201
0.061,0.0609607,0.000362681,0.99814
0.062,0.0619588,0.000374665,0.998079
0.063,0.0629567,0.000386845,0.998016
0.064,0.0639547,0.000399219,0.997953
0.065,0.0649525,0.000411787,0.997888
0.066,0.0659503,0.00042455,0.997823
0.067,0.066948,0.000437508,0.997756
0.068,0.0679456,0.00045066,0.997689
0.069,0.0689432,0.000464006,0.99762
0.07,0.0699407,0.000477548,0.997551
0.071,0.0709381,0.000491283,0.997481
0.072,0.0719354,0.000505213,0.997409
0.073,0.0729327,0.000519338,0.997337
0.074,0.0739299,0.000533657,0.997263
0.075,0.074927,0.000548171,0.997189
0.076,0.0759241,0.000562879,0.997113
0.077,0.076921,0.000577781,0.997037
0.078,0.0779179,0.000592878,0.99696
0.079,0.0789147,0.000608169,0.996881
0.08,0.0799115,0.000623655,0.996802
0.081,0.0809081,0.000639335,0.996721
0.082,0.0819046,0.000655209,0.99664
0.083,0.0829011,0.000671277,0.996558
0.084,0.0838975,0.00068754,0.996474
0.085,0.0848938,0.000703997,0.99639
0.086,0.08589,0.000720649,0.996304
0.087,0.0868861,0.000737494,0.996218
0.088,0.0878821,0.000754534,0.996131
0.089,0.0888781,0.000771768,0.996042
0.09,0.0898739,0.000789197,0.995953
0.091,0.0908697,0.000806819,0.995862
0.092,0.0918653,0.000824636,0.995771
0.093,0.0928609,0.000842647,0.995679
0.094,0.0938564,0.000860852,0.995585
0.095,0.0948517,0.000879251,0.995491
0.096,0.095847,0.000897844,0.995396
0.097,0.0968422,0.000916631,0.995299
0.098,0.0978373,0.000935612,0.995202
0.099,0.0988322,0.000954788,0.995104
0.1,0.0998271,0.000974157,0.995004
0.101,0.100822,0.00099372,0.994904
0.102,0.101817,0.00101348,0.994803
0.103,0.102811,0.00103343,0.9947
0.104,0.103806,0.00105357,0.994597
0.105,0.1048,0.00107391,0.994493
0.106,0.105794,0.00109445,0.994387
0.107,0.106788,0.00111517,0.994281
0.108,0.107782,0.00113609,0.994174
0.109,0.108776,0.00115721,0.994066
0.11,0.10977,0.00117852,0.993956
0.111,0.110764,0.00120002,0.993846
0.112,0.111757,0.00122171,0.993735
0.113,0.112751,0.0012436,0.993623
0.114,0.113744,0.00126569,0.993509
0.115,0.114737,0.00128796,0.993395
0.116,0.11573,0.00131043,0.99328
0.117,0.116723,0.0013331,0.993164
0.118,0.117716,0.00135596,0.993046
0.119,0.118709,0.00137901,0.992928
0.12,0.119701,0.00140225,0.992809
0.121,0.120694,0.00142569,0.992689
0.122,0.121686,0.00144932,0.992568
0.123,0.122678,0.00147315,0.992445
