time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z,q3_x,q3_y,q3_z
1.7,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.71,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.72,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.73,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.74,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.75,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.76,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.77,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.78,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.79,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.8,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.81,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.82,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.83,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
1.84,0.988065,-0.0853738,0.128214,0,0,1,0,0,1,0,0,1
