time,x,y,z
0,0,0,1
0.001,1.075e-07,-0.001,1
0.002,4.3e-07,-0.002,0.999998
0.003,9.67499e-07,-0.003,0.999996
0.004,1.72e-06,-0.00399999,0.999992
0.005,2.68749e-06,-0.00499998,0.999988
0.006,3.86999e-06,-0.00599996,0.999982
0.007,5.26748e-06,-0.00699994,0.999976
0.008,6.87996e-06,-0.00799991,0.999968
0.009,8.70744e-06,-0.00899987,0.99996
0.01,1.07499e-05,-0.00999983,0.99995
0.011,1.30074e-05,-0.0109998,0.99994
0.012,1.54798e-05,-0.0119997,0.999928
0.013,1.81672e-05,-0.0129996,0.999916
0.014,2.10696e-05,-0.0139995,0.999902
0.015,2.4187e-05,-0.0149994,0.999888
0.016,2.75194e-05,-0.0159993,0.999872
0.017,3.10667e-05,-0.0169991,0.999856
0.018,3.4829e-05,-0.017999,0.999838
0.019,3.88063e-05,-0.0189988,0.99982
0.02,4.29985e-05,-0.0199986,0.9998
0.021,4.74057e-05,-0.0209984,0.99978
0.022,5.20278e-05,-0.0219981,0.999758
0.023,5.68649e-05,-0.0229979,0.999736
0.024,6.19169e-05,-0.0239976,0.999712
0.025,6.71838e-05,-0.0249973,0.999688
0.026,7.26657e-05,-0.0259969,0.999662
0.027,7.83625e-05,-0.0269966,0.999636
0.028,8.42742e-05,-0.0279962,0.999608
0.029,9.04009e-05,-0.0289957,0.99958
0.03,9.67424e-05,-0.0299953,0.99955
0.031,0.000103299,-0.0309948,0.99952
0.032,0.00011007,-0.0319943,0.999488
0.033,0.000117056,-0.0329937,0.999456
0.034,0.000124257,-0.0339931,0.999422
0.035,0.000131673,-0.0349925,0.999388
0.036,0.000139304,-0.0359919,0.999352
0.037,0.00014715,-0.0369912,0.999316
0.038,0.00015521,-0.0379904,0.999278
0.039,0.000163486,-0.0389897,0.99924
0.04,0.000171976,-0.0399888,0.9992
0.041,0.000180681,-0.040988,0.99916
0.042,0.000189601,-0.0419871,0.999118
0.043,0.000198735,-0.0429861,0.999076
0.044,0.000208085,-0.0439851,0.999032
0.045,0.000217649,-0.0449841,0.998988
0.046,0.000227428,-0.045983,0.998942
0.047,0.000237422,-0.0469819,0.998896
0.048,0.00024763,-0.0479807,0.998848
0.049,0.000258053,-0.0489795,0.9988
0.05,0.000268691,-0.0499782,0.99875
0.051,0.000279544,-0.0509769,0.9987
0.052,0.000290611,-0.0519755,0.998648
0.053,0.000301894,-0.052974,0.998596
0.054,0.00031339,-0.0539725,0.998542
0.055,0.000325102,-0.054971,0.998488
0.056,0.000337028,-0.0559694,0.998432
0.057,0.000349169,-0.0569677,0.998376
0.058,0.000361524,-0.057966,0.998318
0.059,0.000374094,-0.0589642,0.99826
0.06,0.000386879,-0.0599623,0.998201
0.061,0.000399878,-0.0609604,0.99814
0.062,0.000413092,-0.0619585,0.998079
0.063,0.00042652,-0.0629564,0.998016
0.064,0.000440163,-0.0639543,0.997953
0.065,0.00045402,-0.0649521,0.997888
0.066,0.000468092,-0.0659499,0.997823
0.067,0.000482379,-0.0669476,0.997756
0.068,0.00049688,-0.0679452,0.997689
0.069,0.000511595,-0.0689427,0.99762
0.07,0.000526525,-0.0699402,0.997551
0.071,0.000541669,-0.0709376,0.997481
0.072,0.000557028,-0.0719349,0.997409
0.073,0.000572601,-0.0729322,0.997337
0.074,0.000588389,-0.0739294,0.997263
0.075,0.000604391,-0.0749265,0.997189
0.076,0.000620607,-0.0759235,0.997113
0.077,0.000637038,-0.0769204,0.997037
0.078,0.000653683,-0.0779173,0.99696
0.079,0.000670543,-0.0789141,0.996881
0.08,0.000687616,-0.0799108,0.996802
0.081,0.000704904,-0.0809074,0.996721
0.082,0.000722406,-0.0819039,0.99664
0.083,0.000740123,-0.0829003,0.996558
0.084,0.000758053,-0.0838967,0.996474
0.085,0.000776198,-0.084893,0.99639
0.086,0.000794557,-0.0858891,0.996304
0.087,0.000813131,-0.0868852,0.996218
0.088,0.000831918,-0.0878812,0.996131
0.089,0.00085092,-0.0888771,0.996042
0.09,0.000870135,-0.0898729,0.995953
0.091,0.000889565,-0.0908687,0.995862
0.092,0.000909209,-0.0918643,0.995771
0.093,0.000929067,-0.0928598,0.995679
0.094,0.000949138,-0.0938552,0.995585
0.095,0.000969424,-0.0948506,0.995491
0.096,0.000989924,-0.0958458,0.995396
0.097,0.00101064,-0.0968409,0.995299
0.098,0.00103157,-0.097836,0.995202
0.099,0.00105271,-0.0988309,0.995104
0.1,0.00107406,-0.0998257,0.995004
0.101,0.00109563,-0.10082,0.994904
0.102,0.00111742,-0.101815,0.994803
0.103,0.00113941,-0.10281,0.9947
0.104,0.00116162,-0.103804,0.994597
0.105,0.00118405,-0.104798,0.994493
0.106,0.00120669,-0.105792,0.994388
0.107,0.00122954,-0.106787,0.994281
0.108,0.00125261,-0.10778,0.994174
0.109,0.00127589,-0.108774,0.994066
0.11,0.00129938,-0.109768,0.993956
0.111,0.00132309,-0.110762,0.993846
0.112,0.00134701,-0.111755,0.993735
0.113,0.00137114,-0.112749,0.993623
0.114,0.00139549,-0.113742,0.993509
0.115,0.00142005,-0.114735,0.993395
0.116,0.00144482,-0.115728,0.99328
0.117,0.00146981,-0.116721,0.993164
0.118,0.00149501,-0.117714,0.993046
0.119,0.00152043,-0.118706,0.992928
0.12,0.00154606,-0.119699,0.992809
0.121,0.0015719,-0.120691,0.992689
0.122,0.00159795,-0.121684,0.992568
0.123,0.00162422,-0.122676,0.992445
0.124,0.00165071,-0.123668,0.992322
0.125,0.0016774,-0.12466,0.992198
0.126,0.00170431,-0.125651,0.992073
0.127,0.00173143,-0.126643,0.991947
0.128,0.00175877,-0.127635,0.99182
0.129,0.00178631,-0.128626,0.991692
0.13,0.00181407,-0.129617,0.991562
0.131,0.00184205,-0.130608,0.991432
0.132,0.00187024,-0.131599,0.991301
0.133,0.00189864,-0.13259,0.991169
0.134,0.00192725,-0.133581,0.991036
0.135,0.00195608,-0.134571,0.990902
0.136,0.00198512,-0.135562,0.990767
0.137,0.00201437,-0.136552,0.990631
0.138,0.00204383,-0.137542,0.990494
0.139,0.00207351,-0.138532,0.990356
0.14,0.0021034,-0.139522,0.990217
0.141,0.00213351,-0.140512,0.990077
0.142,0.00216382,-0.141501,0.989936
0.143,0.00219435,-0.142491,0.989794
0.144,0.00222509,-0.14348,0.989651
0.145,0.00225605,-0.144469,0.989507
0.146,0.00228721,-0.145458,0.989362
0.147,0.00231859,-0.146447,0.989216
0.148,0.00235019,-0.147435,0.989069
0.149,0.00238199,-0.148424,0.988921
0.15,0.00241401,-0.149412,0.988772
0.151,0.00244624,-0.1504,0.988622
0.152,0.00247868,-0.151388,0.988471
0.153,0.00251134,-0.152376,0.988319
0.154,0.0025442,-0.153364,0.988166
0.155,0.00257728,-0.154351,0.988013
0.156,0.00261057,-0.155339,0.987858
0.157,0.00264408,-0.156326,0.987702
0.158,0.00267779,-0.157313,0.987545
0.159,0.00271172,-0.1583,0.987387
0.16,0.00274586,-0.159287,0.987229
0.161,0.00278022,-0.160273,0.987069
0.162,0.00281478,-0.16126,0.986908
0.163,0.00284956,-0.162246,0.986746
0.164,0.00288455,-0.163232,0.986584
0.165,0.00291975,-0.164218,0.98642
0.166,0.00295516,-0.165204,0.986255
0.167,0.00299078,-0.166189,0.986089
0.168,0.00302662,-0.167174,0.985923
0.169,0.00306267,-0.16816,0.985755
0.17,0.00309893,-0.169145,0.985586
0.171,0.0031354,-0.170129,0.985417
0.172,0.00317209,-0.171114,0.985246
0.173,0.00320898,-0.172099,0.985075
0.174,0.00324609,-0.173083,0.984902
0.175,0.00328341,-0.174067,0.984728
0.176,0.00332094,-0.175051,0.984554
0.177,0.00335868,-0.176035,0.984378
0.178,0.00339663,-0.177018,0.984202
0.179,0.0034348,-0.178002,0.984024
0.18,0.00347317,-0.178985,0.983846
0.181,0.00351176,-0.179968,0.983666
0.182,0.00355056,-0.180951,0.983486
0.183,0.00358957,-0.181933,0.983304
0.184,0.00362879,-0.182916,0.983122
0.185,0.00366822,-0.183898,0.982939
0.186,0.00370787,-0.18488,0.982754
0.187,0.00374772,-0.185862,0.982569
0.188,0.00378779,-0.186844,0.982382
0.189,0.00382806,-0.187825,0.982195
0.19,0.00386855,-0.188806,0.982007
0.191,0.00390925,-0.189787,0.981817
0.192,0.00395016,-0.190768,0.981627
0.193,0.00399128,-0.191749,0.981436
0.194,0.00403261,-0.192729,0.981244
0.195,0.00407415,-0.19371,0.98105
0.196,0.00411591,-0.19469,0.980856
0.197,0.00415787,-0.19567,0.980661
0.198,0.00420004,-0.196649,0.980465
0.199,0.00424243,-0.197629,0.980268
0.2,0.00428503,-0.198608,0.98007
0.201,0.00432783,-0.199587,0.979871
0.202,0.00437085,-0.200566,0.97967
0.203,0.00441407,-0.201544,0.979469
0.204,0.00445751,-0.202523,0.979267
0.205,0.00450116,-0.203501,0.979064
0.206,0.00454502,-0.204479,0.97886
0.207,0.00458909,-0.205457,0.978655
0.208,0.00463336,-0.206434,0.978449
0.209,0.00467785,-0.207412,0.978243
0.21,0.00472255,-0.208389,0.978035
0.211,0.00476746,-0.209366,0.977826
0.212,0.00481258,-0.210342,0.977616
0.213,0.00485791,-0.211319,0.977405
0.214,0.00490344,-0.212295,0.977193
0.215,0.00494919,-0.213271,0.97698
0.216,0.00499515,-0.214247,0.976767
0.217,0.00504132,-0.215223,0.976552
0.218,0.0050877,-0.216198,0.976336
0.219,0.00513428,-0.217173,0.97612
0.22,0.00518108,-0.218148,0.975902
0.221,0.00522809,-0.219123,0.975683
0.222,0.0052753,-0.220097,0.975464
0.223,0.00532273,-0.221071,0.975243
0.224,0.00537036,-0.222045,0.975022
0.225,0.00541821,-0.223019,0.974799
0.226,0.00546626,-0.223993,0.974576
0.227,0.00551453,-0.224966,0.974351
0.228,0.005563,-0.225939,0.974126
0.229,0.00561168,-0.226912,0.973899
0.23,0.00566057,-0.227884,0.973672
0.231,0.00570967,-0.228857,0.973443
0.232,0.00575898,-0.229829,0.973214
0.233,0.0058085,-0.230801,0.972984
0.234,0.00585822,-0.231772,0.972752
0.235,0.00590816,-0.232744,0.97252
0.236,0.0059583,-0.233715,0.972287
0.237,0.00600866,-0.234686,0.972053
0.238,0.00605922,-0.235656,0.971818
