time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z,q3_x,q3_y,q3_z,q4_x,q4_y,q4_z
0.22,0.000160209,-0.221149,0.97524,0.000160209,-0.221149,0.97524,0.000160209,-0.221149,0.97524,0.000160209,-0.221149,0.97524,0.000160209,-0.221149,0.97524
0.23,0.000236148,-0.230887,0.972981,0.000236148,-0.230887,0.972981,0.000236148,-0.230887,0.972981,0.000236148,-0.230887,0.972981,0.000236148,-0.230887,0.972981
0.24,0.000307691,-0.240659,0.97061,0.000307691,-0.240659,0.97061,0.000307691,-0.240659,0.97061,0.000307691,-0.240659,0.97061,0.000307691,-0.240659,0.97061
0.25,0.000427224,-0.250268,0.968177,0.000427224,-0.250268,0.968177,0.000427224,-0.250268,0.968177,0.000427224,-0.250268,0.968177,0.000427224,-0.250268,0.968177
0.26,0.000545204,-0.259956,0.96562,0.000545204,-0.259956,0.96562,0.000545204,-0.259956,0.96562,0.000545204,-0.259956,0.96562,0.000545204,-0.259956,0.96562
0.27,0.000652181,-0.269756,0.962929,0.000652181,-0.269756,0.962929,0.000652181,-0.269756,0.962929,0.000652181,-0.269756,0.962929,0.000652181,-0.269756,0.962929
0.28,0.000772881,-0.279632,0.960107,0.000772881,-0.279632,0.960107,0.000772881,-0.279632,0.960107,0.000772881,-0.279632,0.960107,0.000772881,-0.279632,0.960107
0.29,0.000846094,-0.289459,0.95719,0.000846094,-0.289459,0.95719,0.000846094,-0.289459,0.95719,0.000846094,-0.289459,0.95719,0.000846094,-0.289459,0.95719
0.3,0.00090631,-0.299295,0.95416,0.00090631,-0.299295,0.95416,0.00090631,-0.299295,0.95416,0.00090631,-0.299295,0.95416,0.00090631,-0.299295,0.95416
0.31,0.000980278,-0.30882,0.95112,0.000980278,-0.30882,0.95112,0.000980278,-0.30882,0.95112,0.000980278,-0.30882,0.95112,0.000980278,-0.30882,0.95112
0.32,0.00105306,-0.318338,0.947977,0.00105306,-0.318338,0.947977,0.00105306,-0.318338,0.947977,0.00105306,-0.318338,0.947977,0.00105306,-0.318338,0.947977
0.33,0.00115036,-0.327983,0.944683,0.00115036,-0.327983,0.944683,0.00115036,-0.327983,0.944683,0.00115036,-0.327983,0.944683,0.00115036,-0.327983,0.944683
0.34,0.00118939,-0.337655,0.941269,0.00118939,-0.337655,0.941269,0.00118939,-0.337655,0.941269,0.00118939,-0.337655,0.941269,0.00118939,-0.337655,0.941269
0.35,0.0012426,-0.347354,0.937733,0.0012426,-0.347354,0.937733,0.0012426,-0.347354,0.937733,0.0012426,-0.347354,0.937733,0.0012426,-0.347354,0.937733
0.36,0.00120132,-0.356979,0.934112,0.00120132,-0.356979,0.934112,0.00120132,-0.356979,0.934112,0.00120132,-0.356979,0.934112,0.00120132,-0.356979,0.934112
0.37,0.00113678,-0.366512,0.930412,0.00113678,-0.366512,0.930412,0.00113678,-0.366512,0.930412,0.00113678,-0.366512,0.930412,0.00113678,-0.366512,0.930412
0.38,0.00103805,-0.375856,0.926677,0.00103805,-0.375856,0.926677,0.00103805,-0.375856,0.926677,0.00103805,-0.375856,0.926677,0.00103805,-0.375856,0.926677
0.39,0.000945592,-0.38525,0.922812,0.000945592,-0.38525,0.922812,0.000945592,-0.38525,0.922812,0.000945592,-0.38525,0.922812,0.000945592,-0.38525,0.922812
0.4,0.000862817,-0.394612,0.918848,0.000862817,-0.394612,0.918848,0.000862817,-0.394612,0.918848,0.000862817,-0.394612,0.918848,0.000862817,-0.394612,0.918848
0.41,0.000751549,-0.403836,0.914831,0.000751549,-0.403836,0.914831,0.000751549,-0.403836,0.914831,0.000751549,-0.403836,0.914831,0.000751549,-0.403836,0.914831
0.42,0.000674574,-0.413058,0.910704,0.000674574,-0.413058,0.910704,0.000674574,-0.413058,0.910704,0.000674574,-0.413058,0.910704,0.000674574,-0.413058,0.910704
0.43,0.000541694,-0.42215,0.906526,0.000541694,-0.42215,0.906526,0.000541694,-0.42215,0.906526,0.000541694,-0.42215,0.906526,0.000541694,-0.42215,0.906526
0.44,0.000360789,-0.431105,0.902302,0.000360789,-0.431105,0.902302,0.000360789,-0.431105,0.902302,0.000360789,-0.431105,0.902302,0.000360789,-0.431105,0.902302
0.45,0.000182605,-0.439977,0.898009,0.000182605,-0.439977,0.898009,0.000182605,-0.439977,0.898009,0.000182605,-0.439977,0.898009,0.000182605,-0.439977,0.898009
0.46,7.84927e-06,-0.44877,0.893648,7.84927e-06,-0.44877,0.893648,7.84927e-06,-0.44877,0.893648,7.84927e-06,-0.44877,0.893648,7.84927e-06,-0.44877,0.893648
0.47,-0.000203673,-0.457526,0.889196,-0.000203673,-0.457526,0.889196,-0.000203673,-0.457526,0.889196,-0.000203673,-0.457526,0.889196,-0.000203673,-0.457526,0.889196
0.48,-0.000386443,-0.466381,0.884584,-0.000386443,-0.466381,0.884584,-0.000386443,-0.466381,0.884584,-0.000386443,-0.466381,0.884584,-0.000386443,-0.466381,0.884584
0.49,-0.000625034,-0.475258,0.879846,-0.000625034,-0.475258,0.879846,-0.000625034,-0.475258,0.879846,-0.000625034,-0.475258,0.879846,-0.000625034,-0.475258,0.879846
0.5,-0.000834395,-0.484053,0.875038,-0.000834395,-0.484053,0.875038,-0.000834395,-0.484053,0.875038,-0.000834395,-0.484053,0.875038,-0.000834395,-0.484053,0.875038
0.51,-0.00111048,-0.492758,0.870166,-0.00111048,-0.492758,0.870166,-0.00111048,-0.492758,0.870166,-0.00111048,-0.492758,0.870166,-0.00111048,-0.492758,0.870166
0.52,-0.00131954,-0.50126,0.865296,-0.00131954,-0.50126,0.865296,-0.00131954,-0.50126,0.865296,-0.00131954,-0.50126,0.865296,-0.00131954,-0.50126,0.865296
0.53,-0.00160301,-0.509805,0.860288,-0.00160301,-0.509805,0.860288,-0.00160301,-0.509805,0.860288,-0.00160301,-0.509805,0.860288,-0.00160301,-0.509805,0.860288
0.54,-0.00181875,-0.518226,0.855242,-0.00181875,-0.518226,0.855242,-0.00181875,-0.518226,0.855242,-0.00181875,-0.518226,0.855242,-0.00181875,-0.518226,0.855242
0.55,-0.00207362,-0.526579,0.850124,-0.00207362,-0.526579,0.850124,-0.00207362,-0.526579,0.850124,-0.00207362,-0.526579,0.850124,-0.00207362,-0.526579,0.850124
0.56,-0.00229075,-0.534948,0.844882,-0.00229075,-0.534948,0.844882,-0.00229075,-0.534948,0.844882,-0.00229075,-0.534948,0.844882,-0.00229075,-0.534948,0.844882
0.57,-0.00253778,-0.543207,0.839595,-0.00253778,-0.543207,0.839595,-0.00253778,-0.543207,0.839595,-0.00253778,-0.543207,0.839595,-0.00253778,-0.543207,0.839595
0.58,-0.00295005,-0.551305,0.834299,-0.00295005,-0.551305,0.834299,-0.00295005,-0.551305,0.834299,-0.00295005,-0.551305,0.834299,-0.00295005,-0.551305,0.834299
0.59,-0.00334447,-0.559232,0.829005,-0.00334447,-0.559232,0.829005,-0.00334447,-0.559232,0.829005,-0.00334447,-0.559232,0.829005,-0.00334447,-0.559232,0.829005
0.6,-0.00366677,-0.567112,0.823633,-0.00366677,-0.567112,0.823633,-0.00366677,-0.567112,0.823633,-0.00366677,-0.567112,0.823633,-0.00366677,-0.567112,0.823633
0.61,-0.00406808,-0.574932,0.818191,-0.00406808,-0.574932,0.818191,-0.00406808,-0.574932,0.818191,-0.00406808,-0.574932,0.818191,-0.00406808,-0.574932,0.818191
0.62,-0.00442005,-0.582682,0.812688,-0.00442005,-0.582682,0.812688,-0.00442005,-0.582682,0.812688,-0.00442005,-0.582682,0.812688,-0.00442005,-0.582682,0.812688
0.63,-0.00472107,-0.590393,0.807102,-0.00472107,-0.590393,0.807102,-0.00472107,-0.590393,0.807102,-0.00472107,-0.590393,0.807102,-0.00472107,-0.590393,0.807102
0.64,-0.00501066,-0.598229,0.801309,-0.00501066,-0.598229,0.801309,-0.00501066,-0.598229,0.801309,-0.00501066,-0.598229,0.801309,-0.00501066,-0.598229,0.801309
0.65,-0.00530604,-0.605962,0.795476,-0.00530604,-0.605962,0.795476,-0.00530604,-0.605962,0.795476,-0.00530604,-0.605962,0.795476,-0.00530604,-0.605962,0.795476
0.66,-0.00561373,-0.613704,0.789516,-0.00561373,-0.613704,0.789516,-0.00561373,-0.613704,0.789516,-0.00561373,-0.613704,0.789516,-0.00561373,-0.613704,0.789516
0.67,-0.0059322,-0.621389,0.78348,-0.0059322,-0.621389,0.78348,-0.0059322,-0.621389,0.78348,-0.0059322,-0.621389,0.78348,-0.0059322,-0.621389,0.78348
0.68,-0.00614825,-0.628968,0.777407,-0.00614825,-0.628968,0.777407,-0.00614825,-0.628968,0.777407,-0.00614825,-0.628968,0.777407,-0.00614825,-0.628968,0.777407
0.69,-0.00637351,-0.636529,0.771226,-0.00637351,-0.636529,0.771226,-0.00637351,-0.636529,0.771226,-0.00637351,-0.636529,0.771226,-0.00637351,-0.636529,0.771226
0.7,-0.00656979,-0.644053,0.764953,-0.00656979,-0.644053,0.764953,-0.00656979,-0.644053,0.764953,-0.00656979,-0.644053,0.764953,-0.00656979,-0.644053,0.764953
0.71,-0.00685447,-0.651598,0.758534,-0.00685447,-0.651598,0.758534,-0.00685447,-0.651598,0.758534,-0.00685447,-0.651598,0.758534,-0.00685447,-0.651598,0.758534
0.72,-0.00709815,-0.659107,0.752016,-0.00709815,-0.659107,0.752016,-0.00709815,-0.659107,0.752016,-0.00709815,-0.659107,0.752016,-0.00709815,-0.659107,0.752016
0.73,-0.00743595,-0.666582,0.745395,-0.00743595,-0.666582,0.745395,-0.00743595,-0.666582,0.745395,-0.00743595,-0.666582,0.745395,-0.00743595,-0.666582,0.745395
0.74,-0.00779536,-0.673976,0.738712,-0.00779536,-0.673976,0.738712,-0.00779536,-0.673976,0.738712,-0.00779536,-0.673976,0.738712,-0.00779536,-0.673976,0.738712
0.75,-0.00811868,-0.681339,0.731923,-0.00811868,-0.681339,0.731923,-0.00811868,-0.681339,0.731923,-0.00811868,-0.681339,0.731923,-0.00811868,-0.681339,0.731923
0.76,-0.00843686,-0.68861,0.725083,-0.00843686,-0.68861,0.725083,-0.00843686,-0.68861,0.725083,-0.00843686,-0.68861,0.725083,-0.00843686,-0.68861,0.725083
0.77,-0.00873489,-0.695932,0.718054,-0.00873489,-0.695932,0.718054,-0.00873489,-0.695932,0.718054,-0.00873489,-0.695932,0.718054,-0.00873489,-0.695932,0.718054
0.78,-0.00909748,-0.703181,0.710953,-0.00909748,-0.703181,0.710953,-0.00909748,-0.703181,0.710953,-0.00909748,-0.703181,0.710953,-0.00909748,-0.703181,0.710953
0.79,-0.0095561,-0.710402,0.703732,-0.0095561,-0.710402,0.703732,-0.0095561,-0.710402,0.703732,-0.0095561,-0.710402,0.703732,-0.0095561,-0.710402,0.703732
0.8,-0.00997981,-0.717533,0.696453,-0.00997981,-0.717533,0.696453,-0.00997981,-0.717533,0.696453,-0.00997981,-0.717533,0.696453,-0.00997981,-0.717533,0.696453
0.81,-0.0104605,-0.724505,0.68919,-0.0104605,-0.724505,0.68919,-0.0104605,-0.724505,0.68919,-0.0104605,-0.724505,0.68919,-0.0104605,-0.724505,0.68919
0.82,-0.010958,-0.731397,0.681864,-0.010958,-0.731397,0.681864,-0.010958,-0.731397,0.681864,-0.010958,-0.731397,0.681864,-0.010958,-0.731397,0.681864
0.83,-0.01149,-0.738272,0.674405,-0.01149,-0.738272,0.674405,-0.01149,-0.738272,0.674405,-0.01149,-0.738272,0.674405,-0.01149,-0.738272,0.674405
0.84,-0.012134,-0.745073,0.666872,-0.012134,-0.745073,0.666872,-0.012134,-0.745073,0.666872,-0.012134,-0.745073,0.666872,-0.012134,-0.745073,0.666872
0.85,-0.012857,-0.751704,0.659375,-0.012857,-0.751704,0.659375,-0.012857,-0.751704,0.659375,-0.012857,-0.751704,0.659375,-0.012857,-0.751704,0.659375
0.86,-0.0135792,-0.758289,0.651777,-0.0135792,-0.758289,0.651777,-0.0135792,-0.758289,0.651777,-0.0135792,-0.758289,0.651777,-0.0135792,-0.758289,0.651777
0.87,-0.0142229,-0.764914,0.643975,-0.0142229,-0.764914,0.643975,-0.0142229,-0.764914,0.643975,-0.0142229,-0.764914,0.643975,-0.0142229,-0.764914,0.643975
0.88,-0.0148726,-0.771351,0.636236,-0.0148726,-0.771351,0.636236,-0.0148726,-0.771351,0.636236,-0.0148726,-0.771351,0.636236,-0.0148726,-0.771351,0.636236
0.89,-0.0154908,-0.777592,0.628578,-0.0154908,-0.777592,0.628578,-0.0154908,-0.777592,0.628578,-0.0154908,-0.777592,0.628578,-0.0154908,-0.777592,0.628578
0.9,-0.0161302,-0.783752,0.620865,-0.0161302,-0.783752,0.620865,-0.0161302,-0.783752,0.620865,-0.0161302,-0.783752,0.620865,-0.0161302,-0.783752,0.620865
0.91,-0.0167142,-0.789767,0.613179,-0.0167142,-0.789767,0.613179,-0.0167142,-0.789767,0.613179,-0.0167142,-0.789767,0.613179,-0.0167142,-0.789767,0.613179
0.92,-0.0172212,-0.795749,0.605381,-0.0172212,-0.795749,0.605381,-0.0172212,-0.795749,0.605381,-0.0172212,-0.795749,0.605381,-0.0172212,-0.795749,0.605381
0.93,-0.0177107,-0.801617,0.597576,-0.0177107,-0.801617,0.597576,-0.0177107,-0.801617,0.597576,-0.0177107,-0.801617,0.597576,-0.0177107,-0.801617,0.597576
0.94,-0.0180348,-0.807426,0.589694,-0.0180348,-0.807426,0.589694,-0.0180348,-0.807426,0.589694,-0.0180348,-0.807426,0.589694,-0.0180348,-0.807426,0.589694
0.95,-0.0184784,-0.813129,0.581791,-0.0184784,-0.813129,0.581791,-0.0184784,-0.813129,0.581791,-0.0184784,-0.813129,0.581791,-0.0184784,-0.813129,0.581791
0.96,-0.0189851,-0.818743,0.573847,-0.0189851,-0.818743,0.573847,-0.0189851,-0.818743,0.573847,-0.0189851,-0.818743,0.573847,-0.0189851,-0.818743,0.573847
0.97,-0.0194244,-0.82425,0.565893,-0.0194244,-0.82425,0.565893,-0.0194244,-0.82425,0.565893,-0.0194244,-0.82425,0.565893,-0.0194244,-0.82425,0.565893
0.98,-0.0197921,-0.829615,0.557984,-0.0197921,-0.829615,0.557984,-0.0197921,-0.829615,0.557984,-0.0197921,-0.829615,0.557984,-0.0197921,-0.829615,0.557984
0.99,-0.0200685,-0.834872,0.550078,-0.0200685,-0.834872,0.550078,-0.0200685,-0.834872,0.550078,-0.0200685,-0.834872,0.550078,-0.0200685,-0.834872,0.550078
1,-0.0202611,-0.840091,0.542067,-0.0202611,-0.840091,0.542067,-0.0202611,-0.840091,0.542067,-0.0202611,-0.840091,0.542067,-0.0202611,-0.840091,0.542067
1.01,-0.0204894,-0.845251,0.533977,-0.0204894,-0.845251,0.533977,-0.0204894,-0.845251,0.533977,-0.0204894,-0.845251,0.533977,-0.0204894,-0.845251,0.533977
1.02,-0.0207352,-0.850237,0.525992,-0.0207352,-0.850237,0.525992,-0.0207352,-0.850237,0.525992,-0.0207352,-0.850237,0.525992,-0.0207352,-0.850237,0.525992
1.03,-0.0211296,-0.855202,0.517864,-0.0211296,-0.855202,0.517864,-0.0211296,-0.855202,0.517864,-0.0211296,-0.855202,0.517864,-0.0211296,-0.855202,0.517864
1.04,-0.0216449,-0.860025,0.509792,-0.0216449,-0.860025,0.509792,-0.0216449,-0.860025,0.509792,-0.0216449,-0.860025,0.509792,-0.0216449,-0.860025,0.509792
1.05,-0.0222721,-0.864736,0.501733,-0.0222721,-0.864736,0.501733,-0.0222721,-0.864736,0.501733,-0.0222721,-0.864736,0.501733,-0.0222721,-0.864736,0.501733
1.06,-0.0228312,-0.869463,0.49347,-0.0228312,-0.869463,0.49347,-0.0228312,-0.869463,0.49347,-0.0228312,-0.869463,0.49347,-0.0228312,-0.869463,0.49347
1.07,-0.023559,-0.874151,0.485082,-0.023559,-0.874151,0.485082,-0.023559,-0.874151,0.485082,-0.023559,-0.874151,0.485082,-0.023559,-0.874151,0.485082
1.08,-0.0243232,-0.878756,0.476651,-0.0243232,-0.878756,0.476651,-0.0243232,-0.878756,0.476651,-0.0243232,-0.878756,0.476651,-0.0243232,-0.878756,0.476651
1.09,-0.0252271,-0.883214,0.468291,-0.0252271,-0.883214,0.468291,-0.0252271,-0.883214,0.468291,-0.0252271,-0.883214,0.468291,-0.0252271,-0.883214,0.468291
1.1,-0.0260594,-0.887611,0.459856,-0.0260594,-0.887611,0.459856,-0.0260594,-0.887611,0.459856,-0.0260594,-0.887611,0.459856,-0.0260594,-0.887611,0.459856
1.11,-0.0268088,-0.892002,0.451236,-0.0268088,-0.892002,0.451236,-0.0268088,-0.892002,0.451236,-0.0268088,-0.892002,0.451236,-0.0268088,-0.892002,0.451236
1.12,-0.0276141,-0.896302,0.442584,-0.0276141,-0.896302,0.442584,-0.0276141,-0.896302,0.442584,-0.0276141,-0.896302,0.442584,-0.0276141,-0.896302,0.442584
1.13,-0.0284615,-0.900549,0.433822,-0.0284615,-0.900549,0.433822,-0.0284615,-0.900549,0.433822,-0.0284615,-0.900549,0.433822,-0.0284615,-0.900549,0.433822
1.14,-0.029242,-0.904687,0.425073,-0.029242,-0.904687,0.425073,-0.029242,-0.904687,0.425073,-0.029242,-0.904687,0.425073,-0.029242,-0.904687,0.425073
1.15,-0.0299376,-0.908777,0.416207,-0.0299376,-0.908777,0.416207,-0.0299376,-0.908777,0.416207,-0.0299376,-0.908777,0.416207,-0.0299376,-0.908777,0.416207
1.16,-0.0306906,-0.912843,0.407157,-0.0306906,-0.912843,0.407157,-0.0306906,-0.912843,0.407157,-0.0306906,-0.912843,0.407157,-0.0306906,-0.912843,0.407157
1.17,-0.031392,-0.916905,0.397869,-0.031392,-0.916905,0.397869,-0.031392,-0.916905,0.397869,-0.031392,-0.916905,0.397869,-0.031392,-0.916905,0.397869
1.18,-0.0318428,-0.920923,0.388441,-0.0318428,-0.920923,0.388441,-0.0318428,-0.920923,0.388441,-0.0318428,-0.920923,0.388441,-0.0318428,-0.920923,0.388441
1.19,-0.0322232,-0.92478,0.379136,-0.0322232,-0.92478,0.379136,-0.0322232,-0.92478,0.379136,-0.0322232,-0.92478,0.379136,-0.0322232,-0.92478,0.379136
1.2,-0.032513,-0.92853,0.36983,-0.032513,-0.92853,0.36983,-0.032513,-0.92853,0.36983,-0.032513,-0.92853,0.36983,-0.032513,-0.92853,0.36983
1.21,-0.0328005,-0.932138,0.360616,-0.0328005,-0.932138,0.360616,-0.0328005,-0.932138,0.360616,-0.0328005,-0.932138,0.360616,-0.0328005,-0.932138,0.360616
1.22,-0.0329702,-0.935585,0.351559,-0.0329702,-0.935585,0.351559,-0.0329702,-0.935585,0.351559,-0.0329702,-0.935585,0.351559,-0.0329702,-0.935585,0.351559
1.23,-0.0331652,-0.93892,0.342533,-0.0331652,-0.93892,0.342533,-0.0331652,-0.93892,0.342533,-0.0331652,-0.93892,0.342533,-0.0331652,-0.93892,0.342533
1.24,-0.0332187,-0.942141,0.333566,-0.0332187,-0.942141,0.333566,-0.0332187,-0.942141,0.333566,-0.0332187,-0.942141,0.333566,-0.0332187,-0.942141,0.333566
1.25,-0.0334009,-0.945315,0.324445,-0.0334009,-0.945315,0.324445,-0.0334009,-0.945315,0.324445,-0.0334009,-0.945315,0.324445,-0.0334009,-0.945315,0.324445
1.26,-0.0335165,-0.948453,0.315142,-0.0335165,-0.948453,0.315142,-0.0335165,-0.948453,0.315142,-0.0335165,-0.948453,0.315142,-0.0335165,-0.948453,0.315142
1.27,-0.0336113,-0.951497,0.305818,-0.0336113,-0.951497,0.305818,-0.0336113,-0.951497,0.305818,-0.0336113,-0.951497,0.305818,-0.0336113,-0.951497,0.305818
1.28,-0.0337192,-0.954436,0.296506,-0.0337192,-0.954436,0.296506,-0.0337192,-0.954436,0.296506,-0.0337192,-0.954436,0.296506,-0.0337192,-0.954436,0.296506
1.29,-0.0338331,-0.957291,0.287139,-0.0338331,-0.957291,0.287139,-0.0338331,-0.957291,0.287139,-0.0338331,-0.957291,0.287139,-0.0338331,-0.957291,0.287139
1.3,-0.033965,-0.960021,0.277858,-0.033965,-0.960021,0.277858,-0.033965,-0.960021,0.277858,-0.033965,-0.960021,0.277858,-0.033965,-0.960021,0.277858
1.31,-0.0342729,-0.962647,0.268582,-0.0342729,-0.962647,0.268582,-0.0342729,-0.962647,0.268582,-0.0342729,-0.962647,0.268582,-0.0342729,-0.962647,0.268582
1.32,-0.0346637,-0.965226,0.259109,-0.0346637,-0.965226,0.259109,-0.0346637,-0.965226,0.259109,-0.0346637,-0.965226,0.259109,-0.0346637,-0.965226,0.259109
1.33,-0.0350661,-0.967723,0.249564,-0.0350661,-0.967723,0.249564,-0.0350661,-0.967723,0.249564,-0.0350661,-0.967723,0.249564,-0.0350661,-0.967723,0.249564
1.34,-0.0354747,-0.970142,0.23993,-0.0354747,-0.970142,0.23993,-0.0354747,-0.970142,0.23993,-0.0354747,-0.970142,0.23993,-0.0354747,-0.970142,0.23993
1.35,-0.0357738,-0.972456,0.230327,-0.0357738,-0.972456,0.230327,-0.0357738,-0.972456,0.230327,-0.0357738,-0.972456,0.230327,-0.0357738,-0.972456,0.230327
1.36,-0.0359406,-0.974723,0.220507,-0.0359406,-0.974723,0.220507,-0.0359406,-0.974723,0.220507,-0.0359406,-0.974723,0.220507,-0.0359406,-0.974723,0.220507
1.37,-0.0361081,-0.976864,0.210792,-0.0361081,-0.976864,0.210792,-0.0361081,-0.976864,0.210792,-0.0361081,-0.976864,0.210792,-0.0361081,-0.976864,0.210792
1.38,-0.0362153,-0.978934,0.200941,-0.0362153,-0.978934,0.200941,-0.0362153,-0.978934,0.200941,-0.0362153,-0.978934,0.200941,-0.0362153,-0.978934,0.200941
1.39,-0.0364006,-0.980918,0.190986,-0.0364006,-0.980918,0.190986,-0.0364006,-0.980918,0.190986,-0.0364006,-0.980918,0.190986,-0.0364006,-0.980918,0.190986
1.4,-0.036804,-0.982795,0.180994,-0.036804,-0.982795,0.180994,-0.036804,-0.982795,0.180994,-0.036804,-0.982795,0.180994,-0.036804,-0.982795,0.180994
1.41,-0.0373255,-0.984563,0.171002,-0.0373255,-0.984563,0.171002,-0.0373255,-0.984563,0.171002,-0.0373255,-0.984563,0.171002,-0.0373255,-0.984563,0.171002
1.42,-0.0379444,-0.986236,0.160929,-0.0379444,-0.986236,0.160929,-0.0379444,-0.986236,0.160929,-0.0379444,-0.986236,0.160929,-0.0379444,-0.986236,0.160929
1.43,-0.0385139,-0.987826,0.150719,-0.0385139,-0.987826,0.150719,-0.0385139,-0.987826,0.150719,-0.0385139,-0.987826,0.150719,-0.0385139,-0.987826,0.150719
1.44,-0.0390538,-0.98928,0.140709,-0.0390538,-0.98928,0.140709,-0.0390538,-0.98928,0.140709,-0.0390538,-0.98928,0.140709,-0.0390538,-0.98928,0.140709
1.45,-0.0396207,-0.990633,0.130679,-0.0396207,-0.990633,0.130679,-0.0396207,-0.990633,0.130679,-0.0396207,-0.990633,0.130679,-0.0396207,-0.990633,0.130679
1.46,-0.0402507,-0.991879,0.120647,-0.0402507,-0.991879,0.120647,-0.0402507,-0.991879,0.120647,-0.0402507,-0.991879,0.120647,-0.0402507,-0.991879,0.120647
