time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z
0,-8.60853e-08,-0.0100317,0.99995,0,0,1,0,0,1
0.01,-3.14565e-07,-0.0200757,0.999798,0,0,1,0,0,1
0.02,-1.86981e-06,-0.0299536,0.999551,0,0,1,0,0,1
0.03,-6.12886e-06,-0.0397995,0.999208,0,0,1,0,0,1
0.04,-5.82949e-06,-0.0495427,0.998772,0,0,1,0,0,1
0.05,-2.22611e-06,-0.0592921,0.998241,0,0,1,0,0,1
0.06,1.67701e-06,-0.0691273,0.997608,0,0,1,0,0,1
0.07,1.59441e-05,-0.0790997,0.996867,0,0,1,0,0,1
0.08,4.58844e-05,-0.0889994,0.996032,0,0,1,0,0,1
0.09,8.9202e-05,-0.0986802,0.995119,0,0,1,0,0,1
0.1,0.000124139,-0.108428,0.994104,0,0,1,0,0,1
0.11,0.000180193,-0.118261,0.992982,0,0,1,0,0,1
0.12,0.000251606,-0.128122,0.991758,0,0,1,0,0,1
0.13,0.000331747,-0.137851,0.990453,0,0,1,0,0,1
0.14,0.000426456,-0.147643,0.989041,0,0,1,0,0,1
0.15,0.000506625,-0.157487,0.987521,0,0,1,0,0,1
0.16,0.000585884,-0.167323,0.985902,0,0,1,0,0,1
0.17,0.000682009,-0.177043,0.984203,0,0,1,0,0,1
0.18,0.000795036,-0.186737,0.98241,0,0,1,0,0,1
0.19,0.000868797,-0.196536,0.980496,0,0,1,0,0,1
0.2,0.000953294,-0.206372,0.978473,0,0,1,0,0,1
0.21,0.00104427,-0.216176,0.976354,0,0,1,0,0,1
0.22,0.0011101,-0.225977,0.974132,0,0,1,0,0,1
0.23,0.00116541,-0.235616,0.971845,0,0,1,0,0,1
0.24,0.00121407,-0.24533,0.969439,0,0,1,0,0,1
0.25,0.00128471,-0.255207,0.966886,0,0,1,0,0,1
0.26,0.00135092,-0.264982,0.964252,0,0,1,0,0,1
0.27,0.00139304,-0.274616,0.961553,0,0,1,0,0,1
0.28,0.0014195,-0.284438,0.958693,0,0,1,0,0,1
0.29,0.00144656,-0.294117,0.955768,0,0,1,0,0,1
0.3,0.00148009,-0.303644,0.952784,0,0,1,0,0,1
0.31,0.00150328,-0.313147,0.949704,0,0,1,0,0,1
0.32,0.0014774,-0.322643,0.946519,0,0,1,0,0,1
0.33,0.00146418,-0.332139,0.943229,0,0,1,0,0,1
0.34,0.00146224,-0.341638,0.939831,0,0,1,0,0,1
