time,x,y,z
0,0,0,1
0.01,1.64998e-05,-0.00999982,0.99995
0.02,6.59976e-05,-0.0199985,0.9998
0.03,0.000148488,-0.029995,0.99955
0.04,0.000263961,-0.0399882,0.9992
0.05,0.000412405,-0.0499769,0.99875
0.06,0.000593802,-0.0599601,0.998201
0.07,0.000808134,-0.0699366,0.997551
0.08,0.00105538,-0.0799054,0.996802
0.09,0.0013355,-0.0898653,0.995953
0.1,0.00164848,-0.0998153,0.995005
0.11,0.00199427,-0.109754,0.993957
0.12,0.00237284,-0.119681,0.99281
0.13,0.00278415,-0.129594,0.991563
0.14,0.00322815,-0.139493,0.990218
0.15,0.00370479,-0.149377,0.988773
0.16,0.00421402,-0.159244,0.98723
0.17,0.00475578,-0.169093,0.985589
0.18,0.00533001,-0.178924,0.983848
0.19,0.00593666,-0.188735,0.98201
0.2,0.00657564,-0.198525,0.980074
0.21,0.0072469,-0.208293,0.97804
0.22,0.00795035,-0.218037,0.975908
0.23,0.00868591,-0.227758,0.973679
0.24,0.00945352,-0.237453,0.971353
0.25,0.0102531,-0.247122,0.96893
0.26,0.0110845,-0.256764,0.966411
0.27,0.0119477,-0.266377,0.963795
0.28,0.0128426,-0.275961,0.961083
0.29,0.013769,-0.285513,0.958276
0.3,0.0147269,-0.295035,0.955373
0.31,0.0157162,-0.304523,0.952375
0.32,0.0167367,-0.313978,0.949283
0.33,0.0177884,-0.323398,0.946096
0.34,0.0188711,-0.332782,0.942815
0.35,0.0199847,-0.34213,0.93944
0.36,0.0211291,-0.351439,0.935972
0.37,0.0223042,-0.360709,0.932412
0.38,0.0235098,-0.36994,0.928758
0.39,0.0247457,-0.379129,0.925013
0.4,0.026012,-0.388276,0.921176
0.41,0.0273083,-0.39738,0.917248
0.42,0.0286346,-0.406441,0.913228
0.43,0.0299908,-0.415456,0.909119
0.44,0.0313766,-0.424425,0.904919
0.45,0.0327919,-0.433347,0.900631
0.46,0.0342366,-0.442221,0.896253
0.47,0.0357105,-0.451045,0.891786
0.48,0.0372135,-0.45982,0.887232
0.49,0.0387453,-0.468544,0.88259
0.5,0.0403058,-0.477216,0.877861
0.51,0.0418949,-0.485835,0.873046
0.52,0.0435123,-0.4944,0.868145
0.53,0.0451578,-0.50291,0.863158
0.54,0.0468314,-0.511365,0.858087
0.55,0.0485328,-0.519763,0.852931
0.56,0.0502618,-0.528103,0.847692
0.57,0.0520182,-0.536385,0.842369
0.58,0.0538018,-0.544607,0.836964
0.59,0.0556125,-0.552768,0.831477
0.6,0.05745,-0.560869,0.825909
0.61,0.0593142,-0.568907,0.82026
0.62,0.0612048,-0.576882,0.814531
0.63,0.0631215,-0.584794,0.808723
0.64,0.0650643,-0.59264,0.802835
0.65,0.0670329,-0.600421,0.79687
0.66,0.069027,-0.608135,0.790827
0.67,0.0710465,-0.615781,0.784708
0.68,0.0730911,-0.62336,0.778512
0.69,0.0751606,-0.630869,0.772241
0.7,0.0772548,-0.638308,0.765895
0.71,0.0793734,-0.645676,0.759475
0.72,0.0815162,-0.652973,0.752981
0.73,0.0836829,-0.660198,0.746415
0.74,0.0858734,-0.667349,0.739778
0.75,0.0880873,-0.674426,0.733069
0.76,0.0903245,-0.681429,0.726289
0.77,0.0925847,-0.688356,0.71944
0.78,0.0948676,-0.695206,0.712522
0.79,0.097173,-0.70198,0.705536
0.8,0.0995006,-0.708675,0.698483
0.81,0.10185,-0.715293,0.691363
0.82,0.104221,-0.72183,0.684178
0.83,0.106614,-0.728288,0.676927
0.84,0.109028,-0.734665,0.669612
0.85,0.111463,-0.74096,0.662234
0.86,0.113918,-0.747174,0.654793
0.87,0.116394,-0.753304,0.647291
0.88,0.11889,-0.759351,0.639727
0.89,0.121406,-0.765314,0.632104
0.9,0.123941,-0.771192,0.624421
0.91,0.126495,-0.776984,0.61668
0.92,0.129069,-0.78269,0.608882
0.93,0.131661,-0.78831,0.601027
0.94,0.134272,-0.793842,0.593116
0.95,0.1369,-0.799286,0.58515
0.96,0.139547,-0.804641,0.577131
0.97,0.142211,-0.809907,0.569058
0.98,0.144892,-0.815083,0.560933
0.99,0.14759,-0.820169,0.552756
1,0.150305,-0.825164,0.54453
1.01,0.153036,-0.830068,0.536253
1.02,0.155784,-0.834879,0.527929
1.03,0.158546,-0.839598,0.519556
1.04,0.161325,-0.844223,0.511137
1.05,0.164118,-0.848756,0.502672
1.06,0.166926,-0.853194,0.494162
1.07,0.169749,-0.857537,0.485608
1.08,0.172586,-0.861785,0.477012
1.09,0.175437,-0.865938,0.468373
1.1,0.178301,-0.869995,0.459693
1.11,0.181179,-0.873955,0.450974
1.12,0.184069,-0.877818,0.442215
1.13,0.186972,-0.881584,0.433417
1.14,0.189888,-0.885252,0.424583
1.15,0.192815,-0.888822,0.415713
1.16,0.195754,-0.892294,0.406807
1.17,0.198704,-0.895666,0.397867
1.18,0.201665,-0.89894,0.388894
1.19,0.204637,-0.902113,0.379889
1.2,0.207619,-0.905187,0.370852
1.21,0.210611,-0.90816,0.361785
1.22,0.213613,-0.911032,0.352689
1.23,0.216624,-0.913804,0.343565
1.24,0.219644,-0.916474,0.334414
1.25,0.222672,-0.919042,0.325236
1.26,0.225709,-0.921509,0.316033
1.27,0.228754,-0.923873,0.306806
1.28,0.231807,-0.926135,0.297556
1.29,0.234866,-0.928294,0.288284
1.3,0.237933,-0.930351,0.27899
1.31,0.241007,-0.932304,0.269677
1.32,0.244086,-0.934153,0.260345
1.33,0.247172,-0.9359,0.250994
1.34,0.250263,-0.937542,0.241627
1.35,0.25336,-0.93908,0.232244
1.36,0.256461,-0.940515,0.222846
1.37,0.259567,-0.941844,0.213434
1.38,0.262677,-0.94307,0.204009
1.39,0.265791,-0.944191,0.194573
1.4,0.268908,-0.945207,0.185126
1.41,0.272029,-0.946119,0.175669
1.42,0.275153,-0.946925,0.166204
1.43,0.278279,-0.947627,0.156731
1.44,0.281407,-0.948223,0.147252
1.45,0.284537,-0.948714,0.137767
1.46,0.287668,-0.9491,0.128278
1.47,0.290801,-0.949381,0.118785
1.48,0.293934,-0.949557,0.10929
1.49,0.297068,-0.949627,0.0997943
1.5,0.300202,-0.949592,0.0902982
1.51,0.303335,-0.949452,0.0808028
1.52,0.306468,-0.949206,0.0713095
1.53,0.3096,-0.948855,0.0618191
1.54,0.31273,-0.948399,0.0523327
1.55,0.315859,-0.947838,0.0428514
1.56,0.318986,-0.947172,0.0333763
1.57,0.32211,-0.9464,0.0239084
1.58,0.325232,-0.945524,0.0144487
1.59,0.328351,-0.944543,0.00499823
1.6,0.331466,-0.943457,-0.00444185
1.61,0.334577,-0.942266,-0.0138706
1.62,0.337685,-0.940971,-0.0232868
1.63,0.340788,-0.939572,-0.0326896
1.64,0.343886,-0.938068,-0.0420779
1.65,0.346979,-0.936461,-0.0514507
1.66,0.350066,-0.934749,-0.0608068
1.67,0.353148,-0.932934,-0.0701453
1.68,0.356223,-0.931016,-0.0794651
1.69,0.359293,-0.928994,-0.0887653
1.7,0.362355,-0.926869,-0.0980447
