time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z,q3_x,q3_y,q3_z,q4_x,q4_y,q4_z,q5_x,q5_y,q5_z,q6_x,q6_y,q6_z,q7_x,q7_y,q7_z,q8_x,q8_y,q8_z,q9_x,q9_y,q9_z
204.22,-0.942233,0.323803,-0.0857197,-0.956961,0.222906,0.185847,-0.987048,0.159863,-0.0134125,-0.956961,0.222906,0.185847,-0.961007,0.245846,-0.126589,-0.956961,0.222906,0.185847,-0.91816,0.391846,0.0586392,-0.956961,0.222906,0.185847,-0.929728,0.2988,-0.215231,-0.223819,0.54666,-0.806888
205.22,-0.942233,0.323803,-0.0857197,-0.956961,0.222906,0.185847,-0.987048,0.159863,-0.0134125,-0.956961,0.222906,0.185847,-0.961007,0.245846,-0.126589,-0.956961,0.222906,0.185847,-0.91816,0.391846,0.0586392,-0.956961,0.222906,0.185847,-0.929728,0.2988,-0.215231,-0.223819,0.54666,-0.806888
206.22,-0.942233,0.323803,-0.0857197,-0.956961,0.222906,0.185847,-0.987048,0.159863,-0.0134125,-0.956961,0.222906,0.185847,-0.961007,0.245846,-0.126589,-0.956961,0.222906,0.185847,-0.91816,0.391846,0.0586392,-0.956961,0.222906,0.185847,-0.929728,0.2988,-0.215231,-0.223819,0.54666,-0.806888
207.22,-0.942233,0.323803,-0.0857197,-0.956961,0.222906,0.185847,-0.987048,0.159863,-0.0134125,-0.956961,0.222906,0.185847,-0.961007,0.245846,-0.126589,-0.956961,0.222906,0.185847,-0.91816,0.391846,0.0586392,-0.956961,0.222906,0.185847,-0.929728,0.2988,-0.215231,-0.223819,0.54666,-0.806888
208.21,-0.942233,0.323803,-0.0857197,-0.956961,0.222906,0.185847,-0.987048,0.159863,-0.0134125,-0.956961,0.222906,0.185847,-0.961007,0.245846,-0.126589,-0.956961,0.222906,0.185847,-0.91816,0.391846,0.0586392,-0.956961,0.222906,0.185847,-0.929728,0.2988,-0.215231,-0.793493,0.540419,-0.279851
209.2,-0.946173,0.319908,0.0491598,-0.959022,0.118386,0.257413,-0.988881,0.140217,0.0495285,-0.959022,0.118386,0.257413,-0.964138,0.264677,-0.0195915,-0.959022,0.118386,0.257413,-0.922526,0.324608,0.208746,-0.959022,0.118386,0.257413,-0.933708,0.349103,-0.0794751,-0.81132,0.402919,0.423575
210.2,-0.941355,0.158578,0.297832,-0.961244,-0.125997,0.245226,-0.98709,0.0599257,0.148536,-0.961244,-0.125997,0.245226,-0.959045,0.185725,0.213867,-0.961244,-0.125997,0.245226,-0.920428,0.0277005,0.38993,-0.961244,-0.125997,0.245226,-0.926152,0.281558,0.250934,-0.811691,-0.110574,0.573526
211.2,-0.94206,-0.123474,0.311894,-0.972896,-0.227251,0.0427753,-0.987542,-0.0461951,0.150424,-0.972896,-0.227251,0.0427753,-0.955966,-0.0370127,0.291133,-0.972896,-0.227251,0.0427753,-0.929753,-0.27148,0.248714,-0.972896,-0.227251,0.0427753,-0.920014,-0.0197933,0.391386,-0.832877,-0.505421,0.225534
212.19,-0.872348,-0.31628,0.372795,-0.970283,-0.209181,0.12163,-0.934966,-0.150324,0.321311,-0.970283,-0.209181,0.12163,-0.87599,-0.239077,0.418907,-0.970283,-0.209181,0.12163,-0.896144,-0.381307,0.227006,-0.970283,-0.209181,0.12163,-0.819235,-0.294312,0.492173,-0.844098,-0.535266,0.0314593
213.19,-0.184416,-0.302732,0.935064,-0.44355,-0.18616,0.876703,-0.25562,-0.133793,0.957475,-0.44355,-0.18616,0.876703,-0.145137,-0.226756,0.963077,-0.44355,-0.18616,0.876703,-0.321359,-0.363059,0.874595,-0.44355,-0.18616,0.876703,-0.0548596,-0.285498,0.956808,-0.461111,-0.512932,0.72407
214.18,0.126715,-0.820195,0.557874,-0.140006,-0.176736,0.97425,0.0654291,-0.13033,0.989309,-0.140006,-0.176736,0.97425,0.168945,-0.226559,0.959233,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
215.18,0.120925,-0.911933,-0.392116,-0.140006,-0.176736,0.97425,0.0654291,-0.13033,0.989309,-0.140006,-0.176736,0.97425,0.168945,-0.226559,0.959233,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
216.18,0.165779,-0.152254,-0.974339,-0.140006,-0.176736,0.97425,0.0654291,-0.13033,0.989309,-0.140006,-0.176736,0.97425,0.168945,-0.226559,0.959233,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
217.17,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.0562898,-0.606646,0.792977,-0.140006,-0.176736,0.97425,0.168945,-0.226559,0.959233,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
218.17,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.0501878,-0.996076,-0.072896,-0.140006,-0.176736,0.97425,0.168945,-0.226559,0.959233,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
219.17,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.0616325,-0.473036,-0.878885,-0.140006,-0.176736,0.97425,0.168945,-0.226559,0.959233,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
220.16,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.162546,-0.557586,0.814049,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
221.16,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.0452395,-0.996512,-0.070117,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
222.16,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00437851,-0.476549,-0.879137,-0.140006,-0.176736,0.97425,-0.0304046,-0.357176,0.933542,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
223.15,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.0279344,-0.550592,0.834307,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
224.15,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.0858667,-0.995354,-0.0435683,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
225.15,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.146087,-0.489612,-0.859616,-0.140006,-0.176736,0.97425,0.250515,-0.287929,0.924305,-0.215835,-0.502171,0.837401
226.14,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.250766,-0.35219,0.901709,-0.215835,-0.502171,0.837401
227.14,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.290004,-0.932865,0.213682,-0.215835,-0.502171,0.837401
228.14,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.377534,-0.656162,-0.653391,-0.215835,-0.502171,0.837401
229.14,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.385346,0.17944,-0.905157,-0.215835,-0.502171,0.837401
230.13,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.553074,-0.497389,0.668366
231.12,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.843302,-0.509688,0.17047
232.12,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.843302,-0.509688,0.17047
233.12,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.843302,-0.509688,0.17047
234.11,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.863305,-0.504476,0.014448
235.11,0.166048,0.310017,-0.936118,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.484754,-0.511214,-0.7097
236.1,0.161083,0.791397,-0.589698,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
237.1,0.101153,0.928501,0.357286,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
238.1,0.0689688,0.194116,0.978551,-0.140006,-0.176736,0.97425,0.06788,0.132603,-0.988842,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
239.09,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0691676,0.563317,-0.82334,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
240.09,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0180154,0.999515,0.0253948,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
241.09,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0385781,0.527154,0.848894,-0.140006,-0.176736,0.97425,0.00778153,0.287311,-0.957806,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
242.08,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,0.00491086,0.562494,-0.826787,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
243.08,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.0913961,0.995767,0.00968804,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
244.08,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.143373,0.522732,0.840354,-0.140006,-0.176736,0.97425,-0.143402,0.421475,-0.89543,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
245.07,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.156212,-0.280419,0.947081,-0.140006,-0.176736,0.97425,-0.142231,0.556182,-0.818799,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
246.07,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.156212,-0.280419,0.947081,-0.140006,-0.176736,0.97425,-0.0518298,0.998327,0.0256257,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
247.07,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.156212,-0.280419,0.947081,-0.140006,-0.176736,0.97425,0.0146899,0.531715,0.846796,-0.140006,-0.176736,0.97425,0.386445,0.248286,-0.888265,0.188181,-0.517829,-0.83453
248.06,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.156212,-0.280419,0.947081,-0.140006,-0.176736,0.97425,0.0157215,-0.435298,0.900149,-0.140006,-0.176736,0.97425,0.386433,0.257133,-0.885749,0.188181,-0.517829,-0.83453
249.06,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.156212,-0.280419,0.947081,-0.140006,-0.176736,0.97425,0.0157215,-0.435298,0.900149,-0.140006,-0.176736,0.97425,0.402121,0.869905,-0.285594,0.188181,-0.517829,-0.83453
250.06,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.156212,-0.280419,0.947081,-0.140006,-0.176736,0.97425,0.0157215,-0.435298,0.900149,-0.140006,-0.176736,0.97425,0.362155,0.720669,0.591169,0.188181,-0.517829,-0.83453
251.06,0.0702643,-0.331008,0.941008,-0.140006,-0.176736,0.97425,0.0488078,-0.146029,0.988076,-0.140006,-0.176736,0.97425,-0.156212,-0.280419,0.947081,-0.140006,-0.176736,0.97425,0.0157215,-0.435298,0.900149,-0.140006,-0.176736,0.97425,0.360979,-0.090327,0.928189,0.188181,-0.517829,-0.83453
252.05,0.744982,-0.329466,0.580046,0.6279,-0.175633,0.758218,0.764933,-0.144469,0.627699,0.6279,-0.175633,0.758218,0.597163,-0.279392,0.751889,0.6279,-0.175633,0.758218,0.678347,-0.433942,0.592908,0.6279,-0.175633,0.758218,0.913017,-0.22068,0.343075,-0.490223,-0.518614,-0.700515
253.04,0.948638,-0.293496,-0.118096,0.970737,-0.203281,0.127853,0.991609,-0.121432,-0.0443382,0.970737,-0.203281,0.127853,0.944731,-0.307544,0.113583,0.970737,-0.203281,0.127853,0.907423,-0.409029,-0.0963226,0.970737,-0.203281,0.127853,0.923775,-0.109836,-0.366846,-0.817243,-0.450037,-0.359974
254.04,0.947218,-0.0711929,-0.312586,0.967713,-0.229676,-0.103825,0.990929,-0.0408382,-0.128031,0.967713,-0.229676,-0.103825,0.940966,-0.273669,-0.199219,0.967713,-0.229676,-0.103825,0.904822,-0.15141,-0.397959,0.967713,-0.229676,-0.103825,0.926297,0.237644,-0.292401,-0.817515,0.0700841,-0.571627
255.04,0.942965,0.247597,-0.222512,0.970348,-0.013197,-0.24135,0.98921,0.110598,-0.0960789,0.970348,-0.013197,-0.24135,0.942882,0.0420846,-0.330459,0.970348,-0.013197,-0.24135,0.900783,0.274336,-0.336646,0.970348,-0.013197,-0.24135,0.915976,0.398447,0.0471935,-0.828527,0.496168,-0.259539
256.03,0.936773,0.344814,0.059668,0.969639,0.191863,-0.151623,0.986323,0.160646,0.0368757,0.969639,0.191863,-0.151623,0.940719,0.295187,-0.167068,0.969639,0.191863,-0.151623,0.893668,0.448687,0.00606555,0.969639,0.191863,-0.151623,0.907436,0.235035,0.348309,-0.80284,0.508245,0.311664
257.03,0.936773,0.344814,0.059668,0.969639,0.191863,-0.151623,0.986323,0.160646,0.0368757,0.969639,0.191863,-0.151623,0.940719,0.295187,-0.167068,0.969639,0.191863,-0.151623,0.893668,0.448687,0.00606555,0.969639,0.191863,-0.151623,0.907436,0.235035,0.348309,-0.138046,0.538689,0.831118
258.02,0.936773,0.344814,0.059668,0.969639,0.191863,-0.151623,0.986323,0.160646,0.0368757,0.969639,0.191863,-0.151623,0.940719,0.295187,-0.167068,0.969639,0.191863,-0.151623,0.893668,0.448687,0.00606555,0.969639,0.191863,-0.151623,0.907436,0.235035,0.348309,0.245261,0.535826,0.807922
259.02,0.936773,0.344814,0.059668,0.969639,0.191863,-0.151623,0.986323,0.160646,0.0368757,0.969639,0.191863,-0.151623,0.940719,0.295187,-0.167068,0.969639,0.191863,-0.151623,0.893668,0.448687,0.00606555,0.969639,0.191863,-0.151623,0.907436,0.235035,0.348309,0.245261,0.535826,0.807922
260.02,0.936773,0.344814,0.059668,0.969639,0.191863,-0.151623,0.986323,0.160646,0.0368757,0.969639,0.191863,-0.151623,0.940719,0.295187,-0.167068,0.969639,0.191863,-0.151623,0.893668,0.448687,0.00606555,0.969639,0.191863,-0.151623,0.907436,0.235035,0.348309,0.245261,0.535826,0.807922
261.01,0.936773,0.344814,0.059668,0.969639,0.191863,-0.151623,0.986323,0.160646,0.0368757,0.969639,0.191863,-0.151623,0.940719,0.295187,-0.167068,0.969639,0.191863,-0.151623,0.893668,0.448687,0.00606555,0.969639,0.191863,-0.151623,0.907436,0.235035,0.348309,0.536065,0.532177,0.655303
262.01,0.936773,0.344814,0.059668,0.969639,0.191863,-0.151623,0.986323,0.160646,0.0368757,0.969639,0.191863,-0.151623,0.940719,0.295187,-0.167068,0.969639,0.191863,-0.151623,0.893668,0.448687,0.00606555,0.969639,0.191863,-0.151623,0.907436,0.235035,0.348309,0.802492,0.588829,-0.0963655
263,0.913791,0.256217,0.315179,0.948845,0.309945,0.0602228,0.974405,0.151852,0.165759,0.948845,0.309945,0.0602228,0.912691,0.389111,0.124848,0.948845,0.309945,0.0602228,0.862063,0.362712,0.353958,0.948845,0.309945,0.0602228,0.902249,-0.0317016,0.430049,0.708978,0.640138,0.29593
264,0.902647,-0.0591607,0.426296,0.927154,0.183011,0.326944,0.966101,0.00831458,0.25803,0.927154,0.183011,0.326944,0.887512,0.172481,0.427286,0.927154,0.183011,0.326944,0.844942,-0.0339112,0.533782,0.927154,0.183011,0.326944,0.913561,-0.317223,0.25451,0.672062,0.161552,0.722658
265,0.900349,-0.387464,0.1981,0.924167,-0.169081,0.342529,0.964461,-0.210534,0.159656,0.924167,-0.169081,0.342529,0.883974,-0.257864,0.389994,0.924167,-0.169081,0.342529,0.841859,-0.461976,0.279018,0.924167,-0.169081,0.342529,0.913678,-0.39076,-0.111798,0.666799,-0.507716,0.545531
265.99,0.745142,-0.439801,-0.501337,0.89249,-0.279355,-0.35415,0.809555,-0.260545,-0.526059,0.89249,-0.279355,-0.35415,0.870209,-0.378234,-0.315714,0.89249,-0.279355,-0.35415,0.730792,-0.535671,-0.423082,0.89249,-0.279355,-0.35415,0.575006,-0.343927,-0.74235,0.738261,-0.662443,-0.127041
266.98,0.0788279,-0.354316,-0.931798,0.281663,-0.269476,-0.920896,0.0949146,-0.255232,-0.96221,0.281663,-0.269476,-0.920896,0.300523,-0.36804,-0.879905,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
267.98,0.0583993,0.600537,-0.797462,0.281663,-0.269476,-0.920896,0.0949146,-0.255232,-0.96221,0.281663,-0.269476,-0.920896,0.300523,-0.36804,-0.879905,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
268.98,-0.0948868,0.98976,0.106634,0.281663,-0.269476,-0.920896,0.0949146,-0.255232,-0.96221,0.281663,-0.269476,-0.920896,0.300523,-0.36804,-0.879905,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
269.98,-0.206351,0.429532,0.87916,0.281663,-0.269476,-0.920896,0.0949146,-0.255232,-0.96221,0.281663,-0.269476,-0.920896,0.300523,-0.36804,-0.879905,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
270.97,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.0986041,0.624795,-0.774538,0.281663,-0.269476,-0.920896,0.300523,-0.36804,-0.879905,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
271.97,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.0897674,0.990932,0.0999778,0.281663,-0.269476,-0.920896,0.300523,-0.36804,-0.879905,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
272.97,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.10558,0.431921,0.89571,0.281663,-0.269476,-0.920896,0.300523,-0.36804,-0.879905,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
273.96,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.308034,0.340902,-0.888201,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
274.96,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.367452,0.900068,-0.234212,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
275.96,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.453033,0.642147,0.618392,0.281663,-0.269476,-0.920896,0.133895,-0.529855,-0.837452,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
276.95,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.133324,0.0526655,-0.989672,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
277.95,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.167969,0.864311,-0.474081,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
278.95,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.244301,0.856783,0.454137,0.281663,-0.269476,-0.920896,-0.217968,-0.346674,-0.912309,0.374062,-0.651175,-0.66034
279.94,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.256104,0.521331,0.814017,0.281663,-0.269476,-0.920896,-0.217236,0.130563,-0.967348,0.374062,-0.651175,-0.66034
280.94,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.256104,0.521331,0.814017,0.281663,-0.269476,-0.920896,-0.249838,0.879912,-0.404148,0.374062,-0.651175,-0.66034
281.94,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.256104,0.521331,0.814017,0.281663,-0.269476,-0.920896,-0.27679,0.796816,0.537095,0.374062,-0.651175,-0.66034
282.93,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.256104,0.521331,0.814017,0.281663,-0.269476,-0.920896,-0.297974,0.297244,0.907115,0.128397,-0.652769,-0.746597
283.93,-0.209693,0.374286,0.903293,0.281663,-0.269476,-0.920896,0.109952,0.234591,0.965856,0.281663,-0.269476,-0.920896,0.488589,0.338656,0.80411,0.281663,-0.269476,-0.920896,0.256104,0.521331,0.814017,0.281663,-0.269476,-0.920896,-0.297974,0.297244,0.907115,-0.627922,-0.611434,-0.481522
