time,x,y,z
0,0,0,1
0.001,0.001,1e-07,1
0.002,0.002,4e-07,0.999998
0.003,0.003,8.99999e-07,0.999996
0.004,0.00399999,1.6e-06,0.999992
0.005,0.00499998,2.49999e-06,0.999988
0.006,0.00599996,3.59999e-06,0.999982
0.007,0.00699994,4.89998e-06,0.999976
0.008,0.00799991,6.39996e-06,0.999968
0.009,0.00899987,8.09994e-06,0.99996
0.01,0.00999983,9.99991e-06,0.99995
0.011,0.0109998,1.20999e-05,0.99994
0.012,0.0119997,1.43998e-05,0.999928
0.013,0.0129996,1.68998e-05,0.999916
0.014,0.0139995,1.95997e-05,0.999902
0.015,0.0149994,2.24996e-05,0.999888
0.016,0.0159993,2.55994e-05,0.999872
0.017,0.0169991,2.88993e-05,0.999856
0.018,0.017999,3.23991e-05,0.999838
0.019,0.0189988,3.60989e-05,0.99982
0.02,0.0199986,3.99986e-05,0.9998
0.021,0.0209984,4.40983e-05,0.99978
0.022,0.0219982,4.8398e-05,0.999758
0.023,0.0229979,5.28976e-05,0.999736
0.024,0.0239976,5.75971e-05,0.999712
0.025,0.0249973,6.24966e-05,0.999688
0.026,0.025997,6.7596e-05,0.999662
0.027,0.0269966,7.28954e-05,0.999636
0.028,0.0279962,7.83947e-05,0.999608
0.029,0.0289958,8.40939e-05,0.99958
0.03,0.0299953,8.9993e-05,0.99955
0.031,0.0309948,9.6092e-05,0.99952
0.032,0.0319943,0.000102391,0.999488
0.033,0.0329938,0.00010889,0.999456
0.034,0.0339932,0.000115588,0.999422
0.035,0.0349926,0.000122487,0.999388
0.036,0.0359919,0.000129585,0.999352
0.037,0.0369912,0.000136884,0.999316
0.038,0.0379905,0.000144382,0.999278
0.039,0.0389897,0.00015208,0.99924
0.04,0.0399889,0.000159978,0.9992
0.041,0.0409881,0.000168076,0.99916
0.042,0.0419872,0.000176373,0.999118
0.043,0.0429862,0.00018487,0.999076
0.044,0.0439852,0.000193568,0.999032
0.045,0.0449842,0.000202464,0.998988
0.046,0.0459831,0.000211561,0.998942
0.047,0.046982,0.000220858,0.998896
0.048,0.0479808,0.000230354,0.998848
0.049,0.0489796,0.00024005,0.9988
0.05,0.0499783,0.000249946,0.99875
0.051,0.050977,0.000260041,0.9987
0.052,0.0519756,0.000270337,0.998648
0.053,0.0529742,0.000280832,0.998596
0.054,0.0539727,0.000291526,0.998542
0.055,0.0549712,0.000302421,0.998488
0.056,0.0559696,0.000313515,0.998432
0.057,0.0569679,0.000324809,0.998376
0.058,0.0579662,0.000336302,0.998318
0.059,0.0589644,0.000347995,0.99826
0.06,0.0599626,0.000359888,0.998201
0.061,0.0609607,0.00037198,0.99814
0.062,0.0619587,0.000384272,0.998079
0.063,0.0629567,0.000396763,0.998016
0.064,0.0639546,0.000409455,0.997953
0.065,0.0649524,0.000422345,0.997888
0.066,0.0659502,0.000435436,0.997823
0.067,0.0669479,0.000448725,0.997756
0.068,0.0679455,0.000462215,0.997689
0.069,0.0689431,0.000475904,0.99762
0.07,0.0699406,0.000489792,0.997551
0.071,0.070938,0.00050388,0.997481
0.072,0.0719353,0.000518167,0.997409
0.073,0.0729326,0.000532654,0.997337
0.074,0.0739298,0.00054734,0.997263
0.075,0.0749269,0.000562226,0.997189
0.076,0.0759239,0.000577311,0.997113
0.077,0.0769209,0.000592595,0.997037
0.078,0.0779178,0.000608079,0.99696
0.079,0.0789146,0.000623763,0.996881
0.08,0.0799113,0.000639645,0.996802
0.081,0.0809079,0.000655727,0.996721
0.082,0.0819045,0.000672008,0.99664
0.083,0.0829009,0.000688489,0.996558
0.084,0.0838973,0.000705169,0.996474
0.085,0.0848936,0.000722048,0.99639
0.086,0.0858898,0.000739126,0.996304
0.087,0.0868859,0.000756404,0.996218
0.088,0.0878819,0.00077388,0.996131
0.089,0.0888779,0.000791556,0.996042
0.09,0.0898737,0.000809432,0.995953
0.091,0.0908694,0.000827506,0.995862
0.092,0.0918651,0.000845779,0.995771
0.093,0.0928606,0.000864252,0.995679
0.094,0.0938561,0.000882924,0.995585
0.095,0.0948515,0.000901794,0.995491
0.096,0.0958467,0.000920864,0.995396
0.097,0.0968419,0.000940133,0.995299
0.098,0.0978369,0.000959601,0.995202
0.099,0.0988319,0.000979268,0.995104
0.1,0.0998268,0.000999134,0.995004
0.101,0.100822,0.0010192,0.994904
0.102,0.101816,0.00103946,0.994803
0.103,0.102811,0.00105992,0.9947
0.104,0.103805,0.00108059,0.994597
0.105,0.104799,0.00110145,0.994493
0.106,0.105794,0.00112251,0.994387
0.107,0.106788,0.00114376,0.994281
0.108,0.107782,0.00116522,0.994174
0.109,0.108776,0.00118688,0.994066
0.11,0.109769,0.00120873,0.993956
0.111,0.110763,0.00123078,0.993846
0.112,0.111757,0.00125304,0.993735
0.113,0.11275,0.00127549,0.993623
0.114,0.113743,0.00129814,0.993509
0.115,0.114737,0.00132098,0.993395
0.116,0.11573,0.00134403,0.99328
0.117,0.116723,0.00136728,0.993164
0.118,0.117715,0.00139072,0.993046
0.119,0.118708,0.00141436,0.992928
0.12,0.119701,0.0014382,0.992809
0.121,0.120693,0.00146224,0.992689
0.122,0.121685,0.00148648,0.992568
0.123,0.122678,0.00151092,0.992445
0.124,0.12367,0.00153555,0.992322
0.125,0.124662,0.00156039,0.992198
0.126,0.125654,0.00158542,0.992073
0.127,0.126645,0.00161065,0.991947
0.128,0.127637,0.00163607,0.99182
0.129,0.128628,0.0016617,0.991691
0.13,0.12962,0.00168753,0.991562
0.131,0.130611,0.00171355,0.991432
0.132,0.131602,0.00173977,0.991301
0.133,0.132593,0.00176619,0.991169
0.134,0.133583,0.00179281,0.991036
0.135,0.134574,0.00181962,0.990902
0.136,0.135564,0.00184664,0.990767
0.137,0.136555,0.00187385,0.990631
0.138,0.137545,0.00190126,0.990494
0.139,0.138535,0.00192887,0.990356
0.14,0.139525,0.00195667,0.990217
0.141,0.140515,0.00198468,0.990077
0.142,0.141504,0.00201288,0.989936
0.143,0.142494,0.00204128,0.989794
0.144,0.143483,0.00206988,0.989651
0.145,0.144472,0.00209867,0.989507
0.146,0.145461,0.00212767,0.989362
0.147,0.14645,0.00215686,0.989216
0.148,0.147439,0.00218625,0.989069
0.149,0.148427,0.00221583,0.988921
0.15,0.149416,0.00224562,0.988772
0.151,0.150404,0.0022756,0.988622
0.152,0.151392,0.00230578,0.988471
0.153,0.15238,0.00233615,0.988319
0.154,0.153368,0.00236673,0.988166
0.155,0.154355,0.0023975,0.988012
0.156,0.155343,0.00242847,0.987858
0.157,0.15633,0.00245964,0.987702
0.158,0.157317,0.002491,0.987545
0.159,0.158304,0.00252257,0.987387
0.16,0.159291,0.00255433,0.987228
0.161,0.160278,0.00258628,0.987069
0.162,0.161264,0.00261844,0.986908
0.163,0.16225,0.00265079,0.986746
0.164,0.163237,0.00268334,0.986583
0.165,0.164222,0.00271608,0.98642
0.166,0.165208,0.00274903,0.986255
0.167,0.166194,0.00278217,0.986089
0.168,0.167179,0.0028155,0.985922
0.169,0.168165,0.00284904,0.985755
0.17,0.16915,0.00288277,0.985586
0.171,0.170135,0.0029167,0.985417
0.172,0.171119,0.00295082,0.985246
0.173,0.172104,0.00298514,0.985074
0.174,0.173088,0.00301966,0.984902
0.175,0.174073,0.00305438,0.984728
0.176,0.175057,0.00308929,0.984554
0.177,0.17604,0.0031244,0.984378
0.178,0.177024,0.00315971,0.984201
0.179,0.178008,0.00319521,0.984024
0.18,0.178991,0.00323091,0.983845
0.181,0.179974,0.00326681,0.983666
0.182,0.180957,0.0033029,0.983485
0.183,0.18194,0.00333919,0.983304
0.184,0.182922,0.00337568,0.983122
0.185,0.183904,0.00341236,0.982938
0.186,0.184887,0.00344924,0.982754
0.187,0.185869,0.00348631,0.982568
0.188,0.18685,0.00352359,0.982382
0.189,0.187832,0.00356106,0.982195
0.19,0.188813,0.00359872,0.982006
0.191,0.189795,0.00363658,0.981817
0.192,0.190776,0.00367464,0.981627
0.193,0.191756,0.00371289,0.981436
0.194,0.192737,0.00375134,0.981243
0.195,0.193717,0.00378999,0.98105
0.196,0.194697,0.00382883,0.980856
0.197,0.195677,0.00386786,0.980661
0.198,0.196657,0.0039071,0.980465
0.199,0.197637,0.00394653,0.980267
0.2,0.198616,0.00398615,0.980069
0.201,0.199595,0.00402597,0.97987
0.202,0.200574,0.00406599,0.97967
0.203,0.201553,0.0041062,0.979469
0.204,0.202532,0.00414661,0.979267
0.205,0.20351,0.00418722,0.979064
0.206,0.204488,0.00422802,0.97886
0.207,0.205466,0.00426901,0.978655
0.208,0.206444,0.0043102,0.978449
0.209,0.207421,0.00435159,0.978242
0.21,0.208398,0.00439317,0.978034
0.211,0.209375,0.00443495,0.977825
0.212,0.210352,0.00447692,0.977615
0.213,0.211329,0.00451909,0.977405
0.214,0.212305,0.00456145,0.977193
0.215,0.213281,0.00460401,0.97698
0.216,0.214257,0.00464677,0.976766
0.217,0.215233,0.00468971,0.976551
0.218,0.216209,0.00473286,0.976336
0.219,0.217184,0.0047762,0.976119
0.22,0.218159,0.00481973,0.975901
0.221,0.219134,0.00486346,0.975683
0.222,0.220108,0.00490739,0.975463
0.223,0.221083,0.0049515,0.975242
0.224,0.222057,0.00499582,0.975021
0.225,0.223031,0.00504033,0.974798
0.226,0.224004,0.00508503,0.974575
0.227,0.224978,0.00512993,0.97435
0.228,0.225951,0.00517502,0.974125
0.229,0.226924,0.00522031,0.973898
0.23,0.227897,0.00526579,0.973671
0.231,0.228869,0.00531147,0.973443
0.232,0.229842,0.00535734,0.973213
0.233,0.230814,0.0054034,0.972983
0.234,0.231785,0.00544966,0.972752
0.235,0.232757,0.00549612,0.972519
0.236,0.233728,0.00554277,0.972286
0.237,0.234699,0.00558961,0.972052
0.238,0.23567,0.00563665,0.971817
0.239,0.236641,0.00568388,0.971581
0.24,0.237611,0.0057313,0.971343
0.241,0.238581,0.00577892,0.971105
0.242,0.239551,0.00582674,0.970866
0.243,0.24052,0.00587474,0.970626
0.244,0.24149,0.00592294,0.970385
0.245,0.242459,0.00597134,0.970143
0.246,0.243428,0.00601993,0.9699
0.247,0.244396,0.00606871,0.969656
0.248,0.245365,0.00611769,0.969412
0.249,0.246333,0.00616686,0.969166
0.25,0.2473,0.00621622,0.968919
0.251,0.248268,0.00626578,0.968671
0.252,0.249235,0.00631553,0.968422
0.253,0.250202,0.00636547,0.968173
0.254,0.251169,0.00641561,0.967922
0.255,0.252136,0.00646594,0.96767
0.256,0.253102,0.00651646,0.967418
0.257,0.254068,0.00656718,0.967164
0.258,0.255034,0.00661809,0.96691
0.259,0.255999,0.00666919,0.966654
0.26,0.256964,0.00672049,0.966398
0.261,0.257929,0.00677198,0.96614
0.262,0.258894,0.00682366,0.965882
0.263,0.259858,0.00687553,0.965622
0.264,0.260822,0.0069276,0.965362
0.265,0.261786,0.00697986,0.965101
0.266,0.26275,0.00703232,0.964838
0.267,0.263713,0.00708496,0.964575
0.268,0.264676,0.0071378,0.964311
0.269,0.265639,0.00719083,0.964046
0.27,0.266601,0.00724406,0.96378
0.271,0.267563,0.00729747,0.963513
0.272,0.268525,0.00735108,0.963245
0.273,0.269487,0.00740488,0.962976
0.274,0.270448,0.00745888,0.962706
0.275,0.271409,0.00751306,0.962435
0.276,0.27237,0.00756744,0.962163
0.277,0.273331,0.00762201,0.96189
0.278,0.274291,0.00767677,0.961616
0.279,0.275251,0.00773173,0.961341
0.28,0.27621,0.00778687,0.961066
0.281,0.27717,0.00784221,0.960789
0.282,0.278129,0.00789774,0.960511
0.283,0.279088,0.00795346,0.960233
0.284,0.280046,0.00800938,0.959953
0.285,0.281004,0.00806548,0.959673
0.286,0.281962,0.00812178,0.959391
0.287,0.28292,0.00817827,0.959109
0.288,0.283877,0.00823495,0.958825
0.289,0.284834,0.00829182,0.958541
0.29,0.285791,0.00834888,0.958256
0.291,0.286747,0.00840613,0.957969
0.292,0.287704,0.00846358,0.957682
0.293,0.288659,0.00852122,0.957394
0.294,0.289615,0.00857904,0.957105
0.295,0.29057,0.00863706,0.956815
0.296,0.291525,0.00869527,0.956524
0.297,0.29248,0.00875367,0.956232
0.298,0.293434,0.00881226,0.955939
0.299,0.294388,0.00887105,0.955645
0.3,0.295342,0.00893002,0.95535
0.301,0.296295,0.00898918,0.955054
0.302,0.297248,0.00904854,0.954757
0.303,0.298201,0.00910808,0.95446
0.304,0.299154,0.00916782,0.954161
0.305,0.300106,0.00922774,0.953861
0.306,0.301058,0.00928786,0.953561
0.307,0.302009,0.00934817,0.953259
0.308,0.30296,0.00940866,0.952957
0.309,0.303911,0.00946935,0.952653
0.31,0.304862,0.00953023,0.952349
0.311,0.305812,0.0095913,0.952044
0.312,0.306762,0.00965255,0.951737
0.313,0.307712,0.009714,0.95143
0.314,0.308661,0.00977564,0.951122
0.315,0.30961,0.00983746,0.950813
0.316,0.310559,0.00989948,0.950503
0.317,0.311507,0.00996169,0.950192
0.318,0.312455,0.0100241,0.94988
0.319,0.313403,0.0100867,0.949567
0.32,0.31435,0.0101494,0.949253
0.321,0.315297,0.0102124,0.948938
0.322,0.316244,0.0102756,0.948622
0.323,0.317191,0.0103389,0.948305
0.324,0.318137,0.0104024,0.947988
0.325,0.319082,0.0104662,0.947669
0.326,0.320028,0.0105301,0.94735
0.327,0.320973,0.0105942,0.947029
0.328,0.321918,0.0106585,0.946708
0.329,0.322862,0.0107229,0.946385
0.33,0.323806,0.0107876,0.946062
0.331,0.32475,0.0108525,0.945738
0.332,0.325693,0.0109175,0.945412
0.333,0.326636,0.0109827,0.945086
0.334,0.327579,0.0110482,0.944759
0.335,0.328521,0.0111138,0.944431
0.336,0.329463,0.0111796,0.944102
0.337,0.330405,0.0112456,0.943772
0.338,0.331346,0.0113117,0.943441
0.339,0.332287,0.0113781,0.94311
0.34,0.333228,0.0114446,0.942777
0.341,0.334168,0.0115114,0.942443
0.342,0.335108,0.0115783,0.942108
0.343,0.336048,0.0116454,0.941773
0.344,0.336987,0.0117127,0.941436
0.345,0.337926,0.0117802,0.941099
0.346,0.338865,0.0118479,0.94076
0.347,0.339803,0.0119158,0.940421
0.348,0.340741,0.0119838,0.940081
0.349,0.341678,0.0120521,0.93974
0.35,0.342616,0.0121205,0.939398
0.351,0.343552,0.0121891,0.939054
0.352,0.344489,0.0122579,0.93871
0.353,0.345425,0.0123269,0.938365
0.354,0.346361,0.0123961,0.93802
0.355,0.347296,0.0124655,0.937673
0.356,0.348231,0.012535,0.937325
0.357,0.349166,0.0126047,0.936976
0.358,0.3501,0.0126747,0.936627
0.359,0.351034,0.0127448,0.936276
0.36,0.351967,0.0128151,0.935925
0.361,0.3529,0.0128856,0.935572
0.362,0.353833,0.0129562,0.935219
0.363,0.354766,0.0130271,0.934864
0.364,0.355698,0.0130982,0.934509
0.365,0.356629,0.0131694,0.934153
0.366,0.357561,0.0132408,0.933796
0.367,0.358492,0.0133124,0.933438
0.368,0.359422,0.0133842,0.933079
0.369,0.360353,0.0134562,0.932719
0.37,0.361282,0.0135283,0.932358
0.371,0.362212,0.0136007,0.931997
0.372,0.363141,0.0136732,0.931634
0.373,0.36407,0.0137459,0.93127
0.374,0.364998,0.0138189,0.930906
0.375,0.365926,0.0138919,0.93054
0.376,0.366854,0.0139652,0.930174
0.377,0.367781,0.0140387,0.929807
0.378,0.368708,0.0141123,0.929438
0.379,0.369634,0.0141862,0.929069
0.38,0.37056,0.0142602,0.928699
0.381,0.371486,0.0143344,0.928328
0.382,0.372411,0.0144088,0.927956
0.383,0.373336,0.0144834,0.927583
0.384,0.37426,0.0145581,0.927209
0.385,0.375184,0.0146331,0.926835
0.386,0.376108,0.0147082,0.926459
0.387,0.377031,0.0147835,0.926082
0.388,0.377954,0.014859,0.925705
0.389,0.378877,0.0149347,0.925327
0.39,0.379799,0.0150106,0.924947
0.391,0.380721,0.0150866,0.924567
0.392,0.381642,0.0151628,0.924186
0.393,0.382563,0.0152393,0.923804
0.394,0.383484,0.0153159,0.923421
0.395,0.384404,0.0153927,0.923037
0.396,0.385324,0.0154696,0.922652
0.397,0.386243,0.0155468,0.922266
0.398,0.387162,0.0156241,0.921879
0.399,0.38808,0.0157017,0.921492
0.4,0.388999,0.0157794,0.921103
0.401,0.389916,0.0158573,0.920714
0.402,0.390834,0.0159353,0.920323
0.403,0.391751,0.0160136,0.919932
0.404,0.392667,0.016092,0.91954
0.405,0.393583,0.0161707,0.919147
0.406,0.394499,0.0162495,0.918753
0.407,0.395414,0.0163285,0.918358
0.408,0.396329,0.0164076,0.917962
0.409,0.397244,0.016487,0.917565
0.41,0.398158,0.0165665,0.917167
0.411,0.399071,0.0166462,0.916769
0.412,0.399985,0.0167262,0.916369
0.413,0.400897,0.0168062,0.915969
0.414,0.40181,0.0168865,0.915567
0.415,0.402722,0.016967,0.915165
0.416,0.403633,0.0170476,0.914762
0.417,0.404544,0.0171284,0.914358
0.418,0.405455,0.0172094,0.913953
0.419,0.406365,0.0172906,0.913547
0.42,0.407275,0.017372,0.91314
0.421,0.408185,0.0174535,0.912732
0.422,0.409094,0.0175352,0.912324
0.423,0.410002,0.0176171,0.911914
0.424,0.410911,0.0176992,0.911504
0.425,0.411818,0.0177815,0.911092
0.426,0.412726,0.017864,0.91068
0.427,0.413633,0.0179466,0.910267
0.428,0.414539,0.0180294,0.909853
0.429,0.415445,0.0181124,0.909438
0.43,0.416351,0.0181956,0.909022
0.431,0.417256,0.018279,0.908605
0.432,0.418161,0.0183625,0.908188
0.433,0.419065,0.0184462,0.907769
0.434,0.419969,0.0185301,0.907349
0.435,0.420872,0.0186142,0.906929
0.436,0.421775,0.0186985,0.906508
0.437,0.422678,0.0187829,0.906085
0.438,0.42358,0.0188675,0.905662
0.439,0.424481,0.0189524,0.905238
0.44,0.425383,0.0190373,0.904813
0.441,0.426283,0.0191225,0.904387
0.442,0.427184,0.0192079,0.903961
0.443,0.428084,0.0192934,0.903533
0.444,0.428983,0.0193791,0.903105
0.445,0.429882,0.019465,0.902675
0.446,0.430781,0.019551,0.902245
0.447,0.431679,0.0196373,0.901814
0.448,0.432577,0.0197237,0.901381
0.449,0.433474,0.0198103,0.900948
0.45,0.43437,0.0198971,0.900515
0.451,0.435267,0.0199841,0.90008
0.452,0.436163,0.0200712,0.899644
0.453,0.437058,0.0201585,0.899207
0.454,0.437953,0.020246,0.89877
0.455,0.438847,0.0203337,0.898331
0.456,0.439742,0.0204216,0.897892
0.457,0.440635,0.0205096,0.897452
0.458,0.441528,0.0205978,0.897011
0.459,0.442421,0.0206862,0.896569
0.46,0.443313,0.0207748,0.896126
0.461,0.444205,0.0208635,0.895682
0.462,0.445096,0.0209525,0.895238
0.463,0.445987,0.0210416,0.894792
0.464,0.446877,0.0211309,0.894346
0.465,0.447767,0.0212203,0.893898
0.466,0.448657,0.02131,0.89345
0.467,0.449546,0.0213998,0.893001
0.468,0.450434,0.0214898,0.892551
0.469,0.451322,0.02158,0.8921
0.47,0.45221,0.0216703,0.891648
0.471,0.453097,0.0217609,0.891196
0.472,0.453983,0.0218516,0.890742
0.473,0.454869,0.0219424,0.890288
0.474,0.455755,0.0220335,0.889832
0.475,0.45664,0.0221247,0.889376
0.476,0.457525,0.0222162,0.888919
0.477,0.458409,0.0223078,0.888461
0.478,0.459293,0.0223995,0.888002
0.479,0.460176,0.0224915,0.887543
0.48,0.461059,0.0225836,0.887082
0.481,0.461941,0.0226759,0.886621
0.482,0.462823,0.0227684,0.886158
0.483,0.463705,0.022861,0.885695
0.484,0.464585,0.0229539,0.885231
0.485,0.465466,0.0230469,0.884766
0.486,0.466346,0.02314,0.8843
0.487,0.467225,0.0232334,0.883833
0.488,0.468104,0.0233269,0.883365
0.489,0.468983,0.0234206,0.882897
0.49,0.469861,0.0235145,0.882427
0.491,0.470738,0.0236086,0.881957
0.492,0.471615,0.0237028,0.881486
0.493,0.472492,0.0237972,0.881014
0.494,0.473368,0.0238918,0.880541
0.495,0.474243,0.0239866,0.880067
0.496,0.475118,0.0240815,0.879592
0.497,0.475993,0.0241766,0.879117
0.498,0.476867,0.0242719,0.87864
0.499,0.47774,0.0243674,0.878163
0.5,0.478613,0.024463,0.877685
0.501,0.479486,0.0245588,0.877206
