time,x,y,z,microwave_val
0.519,0.496285,0.0108765,0.869154,0.888096
0.52,0.497131,0.0118844,0.868657,0.883455
0.521,0.497992,0.0121787,0.86816,0.878725
0.522,0.498898,0.0106258,0.867666,0.873908
0.523,0.499745,0.0116562,0.867169,0.869004
0.524,0.500622,0.0112419,0.866671,0.864012
0.525,0.501512,0.0102091,0.866172,0.858934
0.526,0.502383,0.00990762,0.865669,0.853771
0.527,0.503283,0.0080123,0.865167,0.848522
0.528,0.504144,0.00827833,0.864663,0.843188
0.529,0.505023,0.00740656,0.864162,0.837769
0.53,0.505865,0.00892129,0.86366,0.832267
0.531,0.506717,0.00963668,0.863157,0.826682
0.532,0.507577,0.00978814,0.86265,0.821014
0.533,0.508458,0.00881119,0.862143,0.815264
0.534,0.509271,0.0112495,0.861633,0.809433
0.535,0.510173,0.00931429,0.861125,0.80352
0.536,0.511031,0.00944468,0.860614,0.797527
0.537,0.511873,0.0103905,0.860103,0.791455
0.538,0.512755,0.00927921,0.859593,0.785303
0.539,0.513575,0.0112759,0.85908,0.779073
0.54,0.514424,0.0116548,0.858564,0.772764
0.541,0.515299,0.0109146,0.858049,0.766379
0.542,0.516205,0.00830133,0.857534,0.759917
0.543,0.517047,0.00924974,0.857018,0.753379
0.544,0.517894,0.00977206,0.856501,0.746765
0.545,0.518781,0.00797663,0.855982,0.740077
0.546,0.519641,0.00769095,0.855462,0.733315
0.547,0.520508,0.00690875,0.854943,0.72648
0.548,0.521358,0.00720982,0.854422,0.719572
0.549,0.522225,0.0063751,0.853903,0.712592
0.55,0.52309,0.00541264,0.853382,0.70554
0.551,0.523938,0.00595507,0.85286,0.698418
0.552,0.52478,0.00683185,0.852335,0.691227
0.553,0.525635,0.00671017,0.851811,0.683966
0.554,0.526491,0.00635454,0.851286,0.676637
0.555,0.527324,0.00770889,0.850758,0.66924
0.556,0.528192,0.00639252,0.850231,0.661776
0.557,0.52906,0.00474172,0.849704,0.654246
0.558,0.529927,0.0020527,0.849175,0.646651
0.559,0.530761,0.00456846,0.848646,0.638991
0.56,0.531622,0.00294989,0.848117,0.631267
0.561,0.53247,0.0029411,0.847584,0.62348
0.562,0.533298,0.00563807,0.847056,0.61563
0.563,0.534136,0.00676482,0.846528,0.607719
0.564,0.534976,0.00742865,0.845998,0.599747
0.565,0.53583,0.00720449,0.845471,0.591716
0.566,0.536639,0.00954737,0.844935,0.583625
0.567,0.537502,0.00847287,0.844399,0.575475
0.568,0.538355,0.00786556,0.84386,0.567269
0.569,0.539184,0.00880007,0.843321,0.559005
0.57,0.54001,0.00980068,0.842781,0.550686
0.571,0.540835,0.0106751,0.84224,0.542311
0.572,0.541665,0.0112741,0.841698,0.533882
0.573,0.54256,0.00828018,0.841156,0.5254
0.574,0.543427,0.00637486,0.840614,0.516865
0.575,0.544256,0.00739276,0.840073,0.508279
0.576,0.54509,0.00788486,0.839529,0.499642
0.577,0.545961,0.00524363,0.838984,0.490955
0.578,0.546818,0.00293866,0.838438,0.482218
0.579,0.547661,0.00185068,0.837892,0.473434
0.58,0.548499,0.00168226,0.837343,0.464602
0.581,0.549336,0.00150552,0.836793,0.455724
0.582,0.550175,0.000251781,0.836244,0.4468
0.583,0.551009,0.00135039,0.835694,0.437832
0.584,0.551846,0.001123,0.835143,0.428819
0.585,0.55268,0.00133916,0.834591,0.419764
0.586,0.553516,0.00119511,0.83404,0.410667
0.587,0.554348,0.0020548,0.833487,0.401529
0.588,0.555184,0.00212033,0.832936,0.39235
0.589,0.556006,0.00424618,0.832383,0.383133
0.59,0.556841,0.00392405,0.831828,0.373877
0.591,0.557684,0.00273526,0.831277,0.364583
0.592,0.558512,0.00342668,0.830719,0.355254
0.593,0.559348,0.00220285,0.830161,0.345888
0.594,0.560177,0.0024847,0.829601,0.336488
0.595,0.56101,0.00180713,0.829041,0.327055
0.596,0.56183,0.00372301,0.828481,0.317589
0.597,0.56267,0.00136318,0.82792,0.308091
0.598,0.563499,-0.00082606,0.827358,0.298562
0.599,0.564322,-0.00243788,0.826795,0.289003
0.6,0.565156,-0.00032532,0.826233,0.279415
0.601,0.565982,-0.00125715,0.825671,0.2698
0.602,0.566812,1.8168e-05,0.825108,0.260157
0.603,0.567633,-0.00230973,0.824543,0.250489
0.604,0.568453,-0.00329438,0.823975,0.240795
0.605,0.569282,-0.00201247,0.823406,0.231078
0.606,0.570108,-0.00169961,0.822838,0.221337
0.607,0.570934,0.0007145,0.82227,0.211574
0.608,0.571756,0.000981075,0.821699,0.20179
0.609,0.57258,-0.000442098,0.82113,0.191986
0.61,0.573391,-0.00359503,0.820559,0.182163
0.611,0.574217,-0.00273088,0.819986,0.172321
0.612,0.575028,-0.00429547,0.819413,0.162462
0.613,0.575846,-0.00438112,0.818837,0.152587
0.614,0.57668,-0.00131482,0.818262,0.142697
0.615,0.577491,-0.00335389,0.817686,0.132792
0.616,0.578304,-0.00414366,0.817108,0.122874
0.617,0.579127,-0.00286115,0.816527,0.112944
0.618,0.579938,-0.0039289,0.81595,0.103002
0.619,0.580766,-0.00169279,0.815371,0.0930505
0.62,0.581583,-0.000636911,0.81479,0.0830894
0.621,0.582397,-0.00180784,0.814211,0.07312
0.622,0.583208,-0.00324457,0.813633,0.0631433
0.623,0.58403,-0.0014228,0.813051,0.0531602
0.624,0.584845,-0.00121716,0.812468,0.0431719
0.625,0.585659,0.000786813,0.811885,0.0331792
0.626,0.58647,0.000843782,0.811299,0.0231832
0.627,0.587283,-0.000191036,0.810713,0.0131849
0.628,0.588091,-0.00187077,0.810127,0.0031853
0.629,0.588898,-0.00330091,0.809542,-0.00681464
0.63,0.589689,-0.00580218,0.808956,-0.0168139
0.631,0.590477,-0.00774794,0.808367,-0.0268115
0.632,0.591293,-0.00714716,0.807777,-0.0368064
0.633,0.592103,-0.0070249,0.807186,-0.0467976
0.634,0.592901,-0.00773538,0.806594,-0.0567841
0.635,0.593684,-0.00954491,0.806005,-0.066765
0.636,0.594452,-0.0118095,0.805415,-0.0767392
0.637,0.595224,-0.0133757,0.80482,-0.0867057
0.638,0.595972,-0.0158541,0.80423,-0.0966635
0.639,0.596762,-0.0163613,0.803634,-0.106612
0.64,0.597513,-0.0182738,0.80304,-0.116549
0.641,0.598311,-0.0183978,0.802441,-0.126475
0.642,0.599138,-0.0176016,0.801844,-0.136388
0.643,0.599945,-0.0174526,0.801246,-0.146288
0.644,0.60065,-0.0205663,0.800649,-0.156173
0.645,0.60141,-0.0216839,0.800047,-0.166042
0.646,0.602208,-0.0217506,0.799446,-0.175895
0.647,0.602943,-0.0234759,0.798844,-0.18573
0.648,0.603783,-0.0224055,0.798241,-0.195547
0.649,0.604625,-0.0211603,0.797637,-0.205344
0.65,0.605362,-0.0228955,0.797036,-0.21512
0.651,0.60608,-0.0249196,0.796431,-0.224875
0.652,0.606976,-0.0223478,0.795825,-0.234607
0.653,0.607744,-0.023102,0.795217,-0.244316
0.654,0.60847,-0.0248755,0.794611,-0.254001
0.655,0.609328,-0.0234068,0.794009,-0.26366
0.656,0.610164,-0.0223611,0.793403,-0.273293
0.657,0.610925,-0.0232256,0.792792,-0.282898
0.658,0.611802,-0.0208362,0.79218,-0.292476
0.659,0.612522,-0.022899,0.79157,-0.302024
0.66,0.613388,-0.0208522,0.790959,-0.311541
0.661,0.614204,-0.0203186,0.790355,-0.321028
0.662,0.615019,-0.0196825,0.789745,-0.330482
0.663,0.615805,-0.0197915,0.78913,-0.339904
0.664,0.616668,-0.0174791,0.78852,-0.349291
0.665,0.617518,-0.015192,0.787903,-0.358644
0.666,0.618349,-0.0133177,0.787286,-0.367961
0.667,0.61915,-0.0126712,0.786668,-0.37724
0.668,0.619951,-0.0123239,0.786058,-0.386483
0.669,0.620739,-0.012226,0.785438,-0.395686
0.67,0.621487,-0.0140385,0.784819,-0.40485
0.671,0.62232,-0.0116855,0.784196,-0.413973
0.672,0.623123,-0.0106253,0.783573,-0.423055
0.673,0.623931,-0.00903334,0.78295,-0.432095
0.674,0.624723,-0.00849727,0.782327,-0.441092
0.675,0.62551,-0.00807418,0.781702,-0.450044
0.676,0.626268,-0.00982141,0.781078,-0.458951
0.677,0.627031,-0.0110255,0.780454,-0.467813
0.678,0.627815,-0.0110596,0.779832,-0.476628
0.679,0.628621,-0.00939596,0.779204,-0.485395
0.68,0.62943,-0.0072652,0.778576,-0.494113
0.681,0.630204,-0.00758434,0.777946,-0.502782
0.682,0.630963,-0.00891834,0.777314,-0.511401
0.683,0.631711,-0.0107894,0.776682,-0.519969
0.684,0.632499,-0.0102277,0.776053,-0.528485
0.685,0.633281,-0.00978493,0.77542,-0.536948
0.686,0.634064,-0.00945563,0.77479,-0.545357
0.687,0.634868,-0.00723537,0.774155,-0.553711
0.688,0.63566,-0.00542862,0.773521,-0.562011
0.689,0.636446,-0.00341735,0.772883,-0.570254
0.69,0.637206,-0.00530397,0.772246,-0.57844
0.691,0.637975,-0.00570692,0.771609,-0.586568
0.692,0.638766,-0.00310489,0.770974,-0.594637
0.693,0.639544,0.000145351,0.770334,-0.602648
0.694,0.640314,-0.000617719,0.769694,-0.610597
0.695,0.641081,0.00188292,0.769053,-0.618486
0.696,0.641843,0.00353454,0.768412,-0.626313
0.697,0.642614,0.00338188,0.767773,-0.634077
0.698,0.643387,0.00213539,0.76713,-0.641778
0.699,0.644155,-0.00151655,0.766486,-0.649415
0.7,0.64492,-0.00184423,0.765841,-0.656987
0.701,0.645685,-0.00226305,0.765197,-0.664493
0.702,0.646454,0.00114391,0.764552,-0.671932
0.703,0.647204,0.00442704,0.763905,-0.679305
0.704,0.647975,0.00333227,0.763258,-0.686609
0.705,0.648745,0.00166584,0.76261,-0.693845
0.706,0.649503,0.00407663,0.761969,-0.701011
0.707,0.65027,0.00344067,0.761322,-0.708108
0.708,0.651035,0.00261181,0.760671,-0.715133
0.709,0.651786,0.00440534,0.760019,-0.722087
0.71,0.652556,0.00294583,0.759369,-0.728969
0.711,0.653316,0.00299372,0.758718,-0.735778
0.712,0.654069,0.00402403,0.758065,-0.742513
0.713,0.654844,0.000227989,0.757416,-0.749174
0.714,0.6556,-0.000885127,0.75676,-0.755761
0.715,0.65634,-0.00476665,0.756104,-0.762271
0.716,0.657096,-0.0053201,0.755453,-0.768705
0.717,0.657855,-0.0048953,0.754796,-0.775063
0.718,0.658607,-0.00528713,0.754139,-0.781343
0.719,0.659363,-0.00493471,0.753479,-0.787545
0.72,0.660107,-0.00610244,0.75282,-0.793668
0.721,0.660833,-0.00848722,0.752159,-0.799712
0.722,0.661579,-0.00877702,0.751496,-0.805675
0.723,0.662284,-0.0117061,0.750833,-0.811559
0.724,0.663011,-0.0132573,0.750177,-0.817361
0.725,0.663738,-0.0143829,0.749514,-0.823081
0.726,0.664478,-0.0148163,0.748851,-0.828719
0.727,0.665278,-0.0123852,0.748187,-0.834274
0.728,0.666049,-0.0111748,0.747524,-0.839746
0.729,0.666792,-0.0116074,0.74686,-0.845133
0.73,0.667521,-0.0125419,0.746193,-0.850437
0.731,0.668228,-0.0145138,0.745526,-0.855655
0.732,0.668931,-0.0166041,0.744865,-0.860787
0.733,0.669639,-0.0178641,0.744191,-0.865834
0.734,0.670388,-0.0177304,0.743522,-0.870794
0.735,0.671203,-0.0150393,0.742858,-0.875667
0.736,0.671988,-0.0131836,0.74219,-0.880452
0.737,0.672745,-0.0124511,0.74152,-0.885149
0.738,0.673452,-0.014132,0.740846,-0.889758
0.739,0.674262,-0.0104173,0.740173,-0.894278
0.74,0.675021,-0.00914033,0.7395,-0.898708
0.741,0.675731,-0.0111063,0.738825,-0.903049
0.742,0.676476,-0.0107876,0.73815,-0.907299
0.743,0.677172,-0.0132847,0.737476,-0.911458
0.744,0.677885,-0.0145704,0.736801,-0.915526
0.745,0.678598,-0.0156617,0.736124,-0.919503
0.746,0.679391,-0.0130667,0.735447,-0.923388
0.747,0.680147,-0.0120875,0.73477,-0.92718
0.748,0.680877,-0.0122847,0.73409,-0.93088
0.749,0.681648,-0.0103434,0.733413,-0.934487
0.75,0.682414,-0.00787871,0.732731,-0.938
0.751,0.68312,-0.0103037,0.732054,-0.941419
0.752,0.683827,-0.0117806,0.731371,-0.944745
0.753,0.684535,-0.0131772,0.730689,-0.947975
0.754,0.685256,-0.0136769,0.730005,-0.951111
0.755,0.68592,-0.0167049,0.729321,-0.954152
0.756,0.686688,-0.0151043,0.728636,-0.957098
0.757,0.687492,-0.010967,0.727947,-0.959947
0.758,0.688228,-0.0105928,0.727261,-0.962701
0.759,0.688988,-0.00816091,0.726572,-0.965359
0.76,0.689718,-0.00782789,0.725883,-0.96792
0.761,0.690446,-0.00800106,0.725198,-0.970384
0.762,0.6912,-0.0049378,0.724507,-0.972751
0.763,0.691928,-0.00455406,0.723817,-0.975021
0.764,0.69264,-0.00616101,0.723126,-0.977193
0.765,0.693377,-0.00428968,0.722433,-0.979268
0.766,0.694103,-0.00421939,0.721742,-0.981244
0.767,0.694834,-0.00201241,0.721048,-0.983123
0.768,0.695556,-0.00233036,0.720354,-0.984903
0.769,0.696278,-0.00144183,0.719659,-0.986585
0.77,0.696997,-0.00159329,0.718962,-0.988168
0.771,0.697715,-0.00166626,0.718264,-0.989653
0.772,0.698429,-0.00311965,0.717567,-0.991038
0.773,0.699144,-0.00362339,0.716868,-0.992324
0.774,0.699868,-0.0018464,0.716169,-0.993511
0.775,0.700586,-0.00043106,0.71547,-0.994599
0.776,0.701293,-0.00351568,0.714769,-0.995587
0.777,0.702016,-0.00135047,0.714068,-0.996476
0.778,0.702731,0.00117451,0.713367,-0.997265
0.779,0.703437,0.00386036,0.712667,-0.997954
0.78,0.704147,0.00415638,0.711962,-0.998543
0.781,0.704859,0.00441693,0.711259,-0.999033
0.782,0.705563,0.00535356,0.710554,-0.999423
0.783,0.70625,0.00787083,0.709848,-0.999712
0.784,0.706929,0.0102649,0.709142,-0.999902
0.785,0.707641,0.0100279,0.708435,-0.999992
0.786,0.708301,0.0133166,0.707732,-0.999982
0.787,0.708995,0.0140675,0.707025,-0.999872
0.788,0.709627,0.0174443,0.706316,-0.999662
0.789,0.710272,0.019771,0.705607,-0.999351
0.79,0.711042,0.0174157,0.704898,-0.998941
0.791,0.711809,0.0146608,0.704188,-0.998431
0.792,0.712518,0.0146277,0.70348,-0.997822
0.793,0.713243,0.0135425,0.702768,-0.997112
0.794,0.713926,0.0145641,0.702054,-0.996303
0.795,0.71467,0.0125998,0.701345,-0.995394
0.796,0.715368,0.0129704,0.700634,-0.994385
0.797,0.716099,0.0116431,0.699926,-0.993277
0.798,0.716749,0.0145543,0.699213,-0.99207
0.799,0.717449,0.014501,0.698495,-0.990764
0.8,0.718159,0.0139324,0.697778,-0.989358
0.801,0.718871,0.0131945,0.697061,-0.987854
0.802,0.719541,0.014557,0.696341,-0.986251
0.803,0.72022,0.0153687,0.695621,-0.984549
0.804,0.720945,0.0139104,0.6949,-0.982748
0.805,0.721685,0.0113593,0.69418,-0.98085
0.806,0.722373,0.0119563,0.693461,-0.978853
0.807,0.723089,0.0105835,0.69274,-0.976759
0.808,0.723796,0.00953082,0.692017,-0.974566
0.809,0.724456,0.0117621,0.691293,-0.972277
0.81,0.725152,0.0114186,0.690569,-0.96989
0.811,0.725831,0.0120359,0.689842,-0.967406
0.812,0.726526,0.0116494,0.689115,-0.964825
0.813,0.727186,0.0133732,0.688389,-0.962148
0.814,0.727899,0.0119422,0.687662,-0.959375
0.815,0.728548,0.0141248,0.686934,-0.956506
0.816,0.729214,0.015173,0.686205,-0.953541
0.817,0.729902,0.0151465,0.685478,-0.95048
0.818,0.730555,0.0166392,0.684747,-0.947325
0.819,0.731179,0.0190957,0.684016,-0.944075
0.82,0.731849,0.0196278,0.683286,-0.940731
0.821,0.732515,0.0204172,0.682557,-0.937292
0.822,0.733259,0.0180057,0.681824,-0.93376
0.823,0.733937,0.0182768,0.681093,-0.930134
0.824,0.734645,0.0171936,0.680359,-0.926415
0.825,0.735315,0.0176118,0.679625,-0.922604
0.826,0.735999,0.0175119,0.678891,-0.918701
0.827,0.736679,0.0174254,0.678154,-0.914705
0.828,0.737424,0.0143507,0.677418,-0.910618
0.829,0.738109,0.0140483,0.676682,-0.90644
0.83,0.738785,0.0140399,0.675943,-0.902172
0.831,0.739447,0.0148537,0.675206,-0.897813
0.832,0.740098,0.0163328,0.674473,-0.893364
0.833,0.740834,0.0133609,0.673735,-0.888827
0.834,0.741494,0.0140955,0.672994,-0.8842
0.835,0.742187,0.0130432,0.672253,-0.879484
0.836,0.742859,0.0130213,0.67151,-0.874681
0.837,0.743474,0.0159373,0.670768,-0.869791
0.838,0.744187,0.0139439,0.670027,-0.864813
0.839,0.744919,0.0104571,0.669287,-0.859749
0.84,0.745615,0.00842679,0.668542,-0.854599
0.841,0.74629,0.00816138,0.667799,-0.849363
0.842,0.746989,0.00528683,0.667058,-0.844043
0.843,0.747619,0.00912231,0.666311,-0.838638
0.844,0.74828,0.00953961,0.665564,-0.833149
0.845,0.748943,0.00958003,0.664814,-0.827577
0.846,0.749588,0.0110353,0.664065,-0.821922
0.847,0.75023,0.0125225,0.663316,-0.816185
0.848,0.750903,0.0119077,0.662566,-0.810367
0.849,0.75153,0.0141564,0.661818,-0.804467
0.85,0.752251,0.0105123,0.661066,-0.798487
0.851,0.752914,0.0104445,0.660314,-0.792427
0.852,0.753504,0.0146284,0.659561,-0.786288
0.853,0.754203,0.0124847,0.658808,-0.78007
0.854,0.75485,0.0131827,0.658054,-0.773774
0.855,0.755464,0.0157084,0.657303,-0.767401
0.856,0.756127,0.0154251,0.656547,-0.760951
0.857,0.756782,0.0154789,0.655791,-0.754425
0.858,0.757449,0.0152198,0.655039,-0.747824
0.859,0.758075,0.0166789,0.654283,-0.741147
0.86,0.758764,0.0149636,0.653524,-0.734397
0.861,0.759462,0.0125137,0.652766,-0.727573
0.862,0.760073,0.0148272,0.652006,-0.720677
0.863,0.76079,0.010957,0.651246,-0.713708
0.864,0.761411,0.012916,0.650485,-0.706668
0.865,0.762038,0.0142116,0.649723,-0.699557
0.866,0.762708,0.013048,0.648961,-0.692377
0.867,0.763355,0.0131698,0.648198,-0.685127
0.868,0.764017,0.0124405,0.647436,-0.677809
0.869,0.764646,0.0135428,0.646673,-0.670422
0.87,0.765278,0.0143493,0.645908,-0.662969
0.871,0.765892,0.0159185,0.645142,-0.65545
0.872,0.766536,0.0160119,0.644377,-0.647865
0.873,0.767074,0.0204137,0.643608,-0.640215
0.874,0.767769,0.018355,0.642841,-0.632501
0.875,0.768438,0.0172728,0.642074,-0.624724
0.876,0.769024,0.0197095,0.641308,-0.616884
0.877,0.76972,0.0175641,0.640541,-0.608983
0.878,0.770376,0.0168582,0.639771,-0.601021
0.879,0.770995,0.0177053,0.638999,-0.592999
0.88,0.771658,0.0166843,0.638229,-0.584917
0.881,0.77232,0.0156592,0.637459,-0.576777
0.882,0.772989,0.0140875,0.636688,-0.568579
0.883,0.773603,0.0151891,0.635913,-0.560325
0.884,0.774298,0.0117738,0.63514,-0.552014
0.885,0.774941,0.0114329,0.634367,-0.543648
0.886,0.775621,0.00795268,0.633595,-0.535228
0.887,0.776241,0.00925279,0.632819,-0.526755
0.888,0.776851,0.0110117,0.632043,-0.518228
0.889,0.777492,0.0103363,0.631266,-0.50965
0.89,0.778128,0.0101721,0.630491,-0.501021
0.891,0.778754,0.0107275,0.629715,-0.492342
0.892,0.779363,0.0122585,0.628937,-0.483613
0.893,0.779978,0.0130885,0.628158,-0.474836
0.894,0.780654,0.00964657,0.627376,-0.466012
0.895,0.781308,0.00748036,0.626598,-0.457141
0.896,0.78193,0.00795149,0.625817,-0.448224
0.897,0.782552,0.00863934,0.625038,-0.439263
0.898,0.783203,0.00573403,0.624254,-0.430257
0.899,0.783835,0.00473302,0.623472,-0.421209
0.9,0.784436,0.00764548,0.622688,-0.412118
0.901,0.785074,0.00596894,0.621905,-0.402987
0.902,0.785698,0.00614587,0.621123,-0.393815
0.903,0.786314,0.00691223,0.620337,-0.384603
0.904,0.786925,0.00802249,0.619552,-0.375353
0.905,0.787543,0.00803094,0.618764,-0.366066
0.906,0.788166,0.00756646,0.617976,-0.356742
0.907,0.788766,0.00925822,0.617189,-0.347382
0.908,0.78939,0.00855371,0.616399,-0.337988
0.909,0.789986,0.010354,0.61561,-0.328559
0.91,0.790601,0.0106622,0.614822,-0.319098
0.911,0.791205,0.0114901,0.614032,-0.309605
0.912,0.791843,0.00965,0.613241,-0.300081
0.913,0.792434,0.0114166,0.61245,-0.290527
0.914,0.792972,0.0160155,0.611662,-0.280944
0.915,0.793491,0.020193,0.610871,-0.271333
0.916,0.79416,0.0179071,0.61008,-0.261695
0.917,0.794753,0.018872,0.60929,-0.252031
0.918,0.795325,0.0204536,0.608496,-0.242341
0.919,0.795989,0.0181529,0.6077,-0.232627
0.92,0.796634,0.0163021,0.606903,-0.22289
0.921,0.797222,0.0171497,0.606105,-0.21313
0.922,0.797856,0.0162336,0.605315,-0.20335
0.923,0.798454,0.0166043,0.604517,-0.193549
0.924,0.799059,0.0165853,0.603719,-0.183728
0.925,0.799522,0.0225144,0.602923,-0.173889
0.926,0.800051,0.0249852,0.602123,-0.164033
0.927,0.800564,0.0276889,0.601323,-0.154161
0.928,0.801181,0.0272259,0.600522,-0.144273
0.929,0.801814,0.0262188,0.59972,-0.13437
0.93,0.80246,0.0247301,0.598918,-0.124454
0.931,0.802942,0.0282443,0.598114,-0.114526
0.932,0.803476,0.0300673,0.597313,-0.104586
0.933,0.804171,0.0272967,0.596509,-0.0946361
0.934,0.804798,0.0266212,0.59571,-0.0846764
0.935,0.805422,0.0256934,0.594904,-0.0747083
0.936,0.806073,0.023872,0.594098,-0.0647327
0.937,0.806728,0.0217082,0.593292,-0.0547506
0.938,0.807309,0.0221762,0.592486,-0.044763
0.939,0.807939,0.0207636,0.591678,-0.034771
0.94,0.808531,0.0207482,0.590871,-0.0247754
0.941,0.809018,0.0244726,0.590062,-0.0147774
0.942,0.80947,0.0288304,0.589257,-0.00477794
0.943,0.810117,0.0274189,0.588454,0.00522202
0.944,0.810684,0.0280541,0.587644,0.0152215
0.945,0.811306,0.0270505,0.586834,0.0252194
0.946,0.811732,0.0315015,0.586022,0.0352148
0.947,0.81237,0.0301087,0.58521,0.0452066
0.948,0.812917,0.0311572,0.584398,0.055194
0.949,0.813624,0.0279452,0.58359,0.0651758
0.95,0.814183,0.028652,0.582776,0.0751511
0.951,0.814737,0.0295069,0.581963,0.0851189
0.952,0.815255,0.0312124,0.581148,0.0950782
0.953,0.815674,0.0352054,0.580333,0.105028
0.954,0.816093,0.0387736,0.579518,0.114967
0.955,0.816881,0.0341195,0.578702,0.124895
0.956,0.817644,0.0293697,0.577885,0.13481
0.957,0.818312,0.0267246,0.577067,0.144712
0.958,0.818956,0.024665,0.576251,0.154599
0.959,0.819518,0.0251137,0.575431,0.164471
0.96,0.819984,0.028448,0.574611,0.174327
0.961,0.820659,0.0254785,0.573793,0.184165
0.962,0.821289,0.0237046,0.572974,0.193984
0.963,0.82196,0.0200683,0.572154,0.203785
0.964,0.822542,0.0196688,0.571332,0.213564
0.965,0.823056,0.0219282,0.57051,0.223323
0.966,0.823588,0.0233503,0.569687,0.233059
0.967,0.824169,0.0231779,0.568868,0.242772
0.968,0.824855,0.0188945,0.568049,0.25246
0.969,0.825419,0.0191145,0.567225,0.262124
0.97,0.825922,0.0217275,0.566399,0.271761
0.971,0.826483,0.0221503,0.565578,0.281371
0.972,0.82704,0.0225923,0.564753,0.290952
0.973,0.827553,0.0243744,0.563926,0.300505
0.974,0.828037,0.0270291,0.5631,0.310028
0.975,0.828572,0.0278247,0.562271,0.319519
0.976,0.829202,0.0257555,0.561443,0.328979
0.977,0.829839,0.0231945,0.560613,0.338406
0.978,0.83042,0.0224586,0.559783,0.347799
0.979,0.830981,0.0224202,0.558953,0.357157
0.98,0.831553,0.0220729,0.558125,0.366479
0.981,0.832141,0.0211388,0.557297,0.375765
0.982,0.83268,0.0217564,0.556463,0.385013
0.983,0.833097,0.0265868,0.555631,0.394223
0.984,0.833648,0.0267673,0.554798,0.403393
0.985,0.834138,0.0287593,0.553966,0.412523
0.986,0.83475,0.0270325,0.553132,0.421612
0.987,0.835273,0.0279577,0.552297,0.430658
0.988,0.835885,0.0260937,0.551462,0.439662
0.989,0.836267,0.0310547,0.550626,0.448621
0.99,0.836766,0.0325467,0.549794,0.457536
0.991,0.837409,0.0301496,0.548959,0.466405
0.992,0.837943,0.0305279,0.548121,0.475227
0.993,0.83855,0.0289295,0.547284,0.484002
0.994,0.839231,0.0247874,0.546447,0.492728
0.995,0.839858,0.0218646,0.545607,0.501405
0.996,0.840337,0.0243253,0.544767,0.510032
0.997,0.840904,0.0235504,0.543927,0.518608
0.998,0.841414,0.0248505,0.543088,0.527132
0.999,0.84201,0.022928,0.542246,0.535603
1,0.842437,0.0268457,0.541405,0.544021
1.001,0.843078,0.0235355,0.540562,0.552384
1.002,0.843627,0.0232541,0.539719,0.560693
1.003,0.844233,0.0206945,0.538876,0.568945
1.004,0.844668,0.0245426,0.538031,0.57714
1.005,0.845155,0.0263519,0.537188,0.585277
1.006,0.845695,0.0262369,0.536343,0.593356
1.007,0.846236,0.0261148,0.535498,0.601376
1.008,0.846795,0.0253384,0.534652,0.609335
1.009,0.847368,0.0240125,0.533805,0.617234
1.01,0.84783,0.0264242,0.532957,0.625071
1.011,0.848304,0.0283665,0.532112,0.632845
1.012,0.848922,0.025684,0.531264,0.640556
1.013,0.849379,0.0280893,0.530416,0.648203
1.014,0.84978,0.0317722,0.529567,0.655785
1.015,0.850328,0.0312577,0.528717,0.663302
1.016,0.850837,0.031786,0.527866,0.670752
1.017,0.851439,0.0298003,0.527017,0.678135
1.018,0.851948,0.03029,0.526165,0.68545
1.019,0.852442,0.0311591,0.525313,0.692697
1.02,0.852883,0.0333812,0.52446,0.699875
1.021,0.853542,0.0297425,0.523607,0.706982
1.022,0.854182,0.0262952,0.522755,0.714019
1.023,0.85469,0.0267954,0.521901,0.720985
1.024,0.855205,0.0270559,0.521048,0.727878
1.025,0.855822,0.0238099,0.520192,0.734698
1.026,0.856315,0.0247833,0.519336,0.741446
1.027,0.856758,0.027309,0.51848,0.748118
1.028,0.857231,0.0286956,0.517624,0.754717
1.029,0.857732,0.0293553,0.51677,0.761239
1.03,0.858291,0.0281006,0.515912,0.767686
1.031,0.858643,0.0327228,0.515054,0.774056
1.032,0.859132,0.0333885,0.514195,0.780348
1.033,0.859732,0.0310956,0.513336,0.786562
1.034,0.860112,0.0346633,0.512478,0.792698
1.035,0.8606,0.0353072,0.511619,0.798754
1.036,0.861115,0.0352335,0.510758,0.804731
1.037,0.86159,0.036104,0.509898,0.810627
1.038,0.86219,0.0338975,0.509036,0.816442
1.039,0.862783,0.0316725,0.508174,0.822175
1.04,0.863225,0.0334217,0.507311,0.827826
1.041,0.863707,0.0340639,0.506448,0.833395
1.042,0.86408,0.037304,0.505584,0.83888
1.043,0.864691,0.0349144,0.504723,0.844281
1.044,0.865259,0.0333357,0.503859,0.849598
1.045,0.86586,0.0307021,0.502994,0.854829
1.046,0.866317,0.0319715,0.502128,0.859976
1.047,0.866758,0.0336196,0.501262,0.865036
1.048,0.867265,0.0335621,0.500397,0.87001
1.049,0.867662,0.0361112,0.49953,0.874896
1.05,0.868203,0.0351049,0.498662,0.879696
1.051,0.868818,0.0321113,0.497794,0.884407
1.052,0.8693,0.0325402,0.496925,0.88903
1.053,0.869754,0.0337216,0.496057,0.893564
1.054,0.870276,0.0330369,0.495187,0.898009
1.055,0.870777,0.0328917,0.494317,0.902363
1.056,0.871308,0.0320496,0.493449,0.906628
1.057,0.871836,0.0311528,0.492579,0.910802
1.058,0.872206,0.034511,0.491709,0.914885
