time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z
0,-8.59161e-09,-0.00100274,0.999999,0,0,1,0,0,1
0.001,-2.75768e-08,-0.00200664,0.999998,0,0,1,0,0,1
0.002,-5.95054e-08,-0.00300453,0.999995,0,0,1,0,0,1
0.003,-1.0002e-07,-0.00398559,0.999992,0,0,1,0,0,1
0.004,-1.27129e-07,-0.00498139,0.999988,0,0,1,0,0,1
0.005,-8.38396e-08,-0.0059798,0.999982,0,0,1,0,0,1
0.006,7.53743e-09,-0.006972,0.999976,0,0,1,0,0,1
0.007,1.61964e-07,-0.00796328,0.999968,0,0,1,0,0,1
0.008,3.16098e-07,-0.00896257,0.99996,0,0,1,0,0,1
0.009,5.29368e-07,-0.00995679,0.99995,0,0,1,0,0,1
0.01,6.41471e-07,-0.0109685,0.99994,0,0,1,0,0,1
0.011,5.91029e-07,-0.0119841,0.999928,0,0,1,0,0,1
0.012,6.21017e-07,-0.0130017,0.999915,0,0,1,0,0,1
0.013,5.85061e-07,-0.0140006,0.999902,0,0,1,0,0,1
0.014,5.19011e-07,-0.0149943,0.999888,0,0,1,0,0,1
0.015,4.99477e-07,-0.0159772,0.999872,0,0,1,0,0,1
0.016,5.35488e-07,-0.0169698,0.999856,0,0,1,0,0,1
0.017,3.2975e-07,-0.0179665,0.999839,0,0,1,0,0,1
0.018,4.6623e-08,-0.0189557,0.99982,0,0,1,0,0,1
0.019,-5.35598e-08,-0.0199313,0.999801,0,0,1,0,0,1
0.02,-1.41432e-07,-0.0209103,0.999781,0,0,1,0,0,1
0.021,-1.2971e-07,-0.0218907,0.99976,0,0,1,0,0,1
0.022,-2.99173e-08,-0.0228663,0.999739,0,0,1,0,0,1
0.023,2.1395e-07,-0.023833,0.999716,0,0,1,0,0,1
0.024,5.72653e-07,-0.0247949,0.999693,0,0,1,0,0,1
0.025,1.43695e-06,-0.0257695,0.999668,0,0,1,0,0,1
0.026,2.67233e-06,-0.0267551,0.999642,0,0,1,0,0,1
0.027,3.95472e-06,-0.0277428,0.999615,0,0,1,0,0,1
0.028,5.83159e-06,-0.0287305,0.999587,0,0,1,0,0,1
0.029,8.32173e-06,-0.0297219,0.999558,0,0,1,0,0,1
0.03,1.04297e-05,-0.0307081,0.999528,0,0,1,0,0,1
0.031,1.2767e-05,-0.0316958,0.999498,0,0,1,0,0,1
0.032,1.50144e-05,-0.0326998,0.999465,0,0,1,0,0,1
0.033,1.76682e-05,-0.0337134,0.999432,0,0,1,0,0,1
0.034,2.08576e-05,-0.0347062,0.999398,0,0,1,0,0,1
0.035,2.49483e-05,-0.0356951,0.999363,0,0,1,0,0,1
0.036,2.89771e-05,-0.0366913,0.999327,0,0,1,0,0,1
0.037,3.34942e-05,-0.0376879,0.99929,0,0,1,0,0,1
0.038,3.77671e-05,-0.0386742,0.999252,0,0,1,0,0,1
0.039,4.23283e-05,-0.0396436,0.999214,0,0,1,0,0,1
0.04,4.72186e-05,-0.0406165,0.999175,0,0,1,0,0,1
0.041,5.23678e-05,-0.0415967,0.999134,0,0,1,0,0,1
0.042,5.79513e-05,-0.0425862,0.999093,0,0,1,0,0,1
0.043,6.38183e-05,-0.0435711,0.99905,0,0,1,0,0,1
0.044,7.04925e-05,-0.0445641,0.999007,0,0,1,0,0,1
0.045,7.73324e-05,-0.0455576,0.998962,0,0,1,0,0,1
0.046,8.38996e-05,-0.0465362,0.998917,0,0,1,0,0,1
0.047,9.09114e-05,-0.0475182,0.99887,0,0,1,0,0,1
0.048,9.77429e-05,-0.0485001,0.998823,0,0,1,0,0,1
0.049,0.000104699,-0.0494803,0.998775,0,0,1,0,0,1
0.05,0.00011169,-0.0504775,0.998725,0,0,1,0,0,1
0.051,0.000118861,-0.0514821,0.998674,0,0,1,0,0,1
0.052,0.000127078,-0.0524946,0.998621,0,0,1,0,0,1
0.053,0.000134598,-0.0535034,0.998568,0,0,1,0,0,1
0.054,0.000142214,-0.0545068,0.998513,0,0,1,0,0,1
0.055,0.000150515,-0.0555045,0.998458,0,0,1,0,0,1
0.056,0.000158103,-0.0565046,0.998402,0,0,1,0,0,1
0.057,0.000166686,-0.0575119,0.998345,0,0,1,0,0,1
0.058,0.000175801,-0.058523,0.998286,0,0,1,0,0,1
0.059,0.000185523,-0.0595224,0.998227,0,0,1,0,0,1
0.06,0.000195246,-0.060509,0.998168,0,0,1,0,0,1
0.061,0.000203954,-0.0614895,0.998108,0,0,1,0,0,1
0.062,0.000212585,-0.0624636,0.998047,0,0,1,0,0,1
0.063,0.000222124,-0.0634473,0.997985,0,0,1,0,0,1
0.064,0.00023123,-0.064424,0.997923,0,0,1,0,0,1
0.065,0.000241505,-0.065398,0.997859,0,0,1,0,0,1
0.066,0.000251638,-0.0663909,0.997794,0,0,1,0,0,1
0.067,0.000261063,-0.0673735,0.997728,0,0,1,0,0,1
0.068,0.000270533,-0.0683607,0.997661,0,0,1,0,0,1
0.069,0.000280525,-0.0693382,0.997593,0,0,1,0,0,1
0.07,0.000290414,-0.0703294,0.997524,0,0,1,0,0,1
0.071,0.000300911,-0.0713024,0.997455,0,0,1,0,0,1
0.072,0.000311055,-0.0722764,0.997385,0,0,1,0,0,1
0.073,0.000321557,-0.0732479,0.997314,0,0,1,0,0,1
0.074,0.000331993,-0.0742159,0.997242,0,0,1,0,0,1
0.075,0.000342203,-0.0751868,0.997169,0,0,1,0,0,1
0.076,0.000353252,-0.0761478,0.997096,0,0,1,0,0,1
0.077,0.000363195,-0.077095,0.997024,0,0,1,0,0,1
0.078,0.000373367,-0.0780592,0.996949,0,0,1,0,0,1
0.079,0.000383128,-0.0790391,0.996871,0,0,1,0,0,1
0.08,0.00039299,-0.0800181,0.996793,0,0,1,0,0,1
0.081,0.000402165,-0.0809958,0.996714,0,0,1,0,0,1
0.082,0.00041124,-0.0819783,0.996634,0,0,1,0,0,1
0.083,0.000419286,-0.0829614,0.996553,0,0,1,0,0,1
0.084,0.000426909,-0.0839578,0.996469,0,0,1,0,0,1
0.085,0.000434213,-0.0849371,0.996386,0,0,1,0,0,1
0.086,0.000442366,-0.0859315,0.996301,0,0,1,0,0,1
0.087,0.000452062,-0.0869392,0.996214,0,0,1,0,0,1
0.088,0.000462795,-0.0879168,0.996128,0,0,1,0,0,1
0.089,0.000473801,-0.0888966,0.996041,0,0,1,0,0,1
0.09,0.000484325,-0.0898645,0.995954,0,0,1,0,0,1
0.091,0.000494643,-0.0908285,0.995866,0,0,1,0,0,1
0.092,0.000504112,-0.0917998,0.995777,0,0,1,0,0,1
0.093,0.000513531,-0.0927938,0.995685,0,0,1,0,0,1
0.094,0.000523613,-0.0937901,0.995592,0,0,1,0,0,1
0.095,0.000535875,-0.0947784,0.995498,0,0,1,0,0,1
0.096,0.000548347,-0.0957766,0.995403,0,0,1,0,0,1
0.097,0.000561752,-0.0967742,0.995306,0,0,1,0,0,1
0.098,0.000573592,-0.0977594,0.99521,0,0,1,0,0,1
0.099,0.000584358,-0.0987403,0.995113,0,0,1,0,0,1
0.1,0.000594437,-0.0997261,0.995015,0,0,1,0,0,1
0.101,0.000604771,-0.100726,0.994914,0,0,1,0,0,1
0.102,0.000616689,-0.10171,0.994814,0,0,1,0,0,1
0.103,0.00063007,-0.102707,0.994711,0,0,1,0,0,1
0.104,0.000641859,-0.103703,0.994608,0,0,1,0,0,1
0.105,0.000653993,-0.104699,0.994504,0,0,1,0,0,1
0.106,0.000666793,-0.105707,0.994397,0,0,1,0,0,1
0.107,0.000679841,-0.106713,0.99429,0,0,1,0,0,1
0.108,0.000692063,-0.107732,0.99418,0,0,1,0,0,1
0.109,0.000704514,-0.108742,0.99407,0,0,1,0,0,1
0.11,0.00071593,-0.109772,0.993957,0,0,1,0,0,1
0.111,0.000726337,-0.110817,0.993841,0,0,1,0,0,1
0.112,0.000736053,-0.111861,0.993724,0,0,1,0,0,1
0.113,0.000744825,-0.112882,0.993608,0,0,1,0,0,1
0.114,0.000753663,-0.113903,0.993492,0,0,1,0,0,1
0.115,0.000762067,-0.114923,0.993374,0,0,1,0,0,1
0.116,0.000770752,-0.115941,0.993256,0,0,1,0,0,1
0.117,0.00077963,-0.11695,0.993138,0,0,1,0,0,1
0.118,0.000788485,-0.117971,0.993017,0,0,1,0,0,1
0.119,0.000796653,-0.118992,0.992895,0,0,1,0,0,1
0.12,0.000805394,-0.120009,0.992773,0,0,1,0,0,1
0.121,0.000813917,-0.121031,0.992648,0,0,1,0,0,1
0.122,0.000823307,-0.122061,0.992522,0,0,1,0,0,1
0.123,0.000831616,-0.123083,0.992396,0,0,1,0,0,1
0.124,0.000839323,-0.12408,0.992272,0,0,1,0,0,1
0.125,0.000846515,-0.125066,0.992148,0,0,1,0,0,1
0.126,0.000851707,-0.126043,0.992024,0,0,1,0,0,1
0.127,0.000857906,-0.127022,0.9919,0,0,1,0,0,1
0.128,0.000863003,-0.127993,0.991775,0,0,1,0,0,1
0.129,0.000867884,-0.128968,0.991648,0,0,1,0,0,1
0.13,0.000872187,-0.129941,0.991521,0,0,1,0,0,1
0.131,0.000874462,-0.13092,0.991392,0,0,1,0,0,1
0.132,0.000876864,-0.131902,0.991262,0,0,1,0,0,1
0.133,0.000880597,-0.132889,0.991131,0,0,1,0,0,1
0.134,0.000884191,-0.133862,0.991,0,0,1,0,0,1
0.135,0.00088948,-0.134827,0.990869,0,0,1,0,0,1
0.136,0.000894868,-0.135807,0.990735,0,0,1,0,0,1
0.137,0.000896601,-0.136796,0.990599,0,0,1,0,0,1
0.138,0.000897597,-0.137799,0.99046,0,0,1,0,0,1
0.139,0.000899923,-0.138806,0.990319,0,0,1,0,0,1
0.14,0.000903491,-0.13983,0.990175,0,0,1,0,0,1
0.141,0.000905487,-0.140866,0.990028,0,0,1,0,0,1
0.142,0.000905825,-0.141894,0.989881,0,0,1,0,0,1
0.143,0.00090588,-0.142912,0.989735,0,0,1,0,0,1
0.144,0.000907605,-0.143918,0.989589,0,0,1,0,0,1
0.145,0.000908426,-0.144913,0.989444,0,0,1,0,0,1
0.146,0.000910327,-0.145895,0.9893,0,0,1,0,0,1
0.147,0.000914052,-0.146889,0.989153,0,0,1,0,0,1
0.148,0.000918534,-0.147901,0.989002,0,0,1,0,0,1
0.149,0.000923557,-0.148912,0.98885,0,0,1,0,0,1
0.15,0.000928515,-0.149936,0.988695,0,0,1,0,0,1
0.151,0.000931877,-0.150966,0.988539,0,0,1,0,0,1
0.152,0.000936085,-0.151986,0.988382,0,0,1,0,0,1
0.153,0.000941699,-0.153002,0.988225,0,0,1,0,0,1
0.154,0.000948451,-0.154026,0.988066,0,0,1,0,0,1
0.155,0.000956794,-0.155058,0.987905,0,0,1,0,0,1
0.156,0.000966591,-0.156092,0.987742,0,0,1,0,0,1
0.157,0.000979765,-0.157126,0.987578,0,0,1,0,0,1
0.158,0.000992773,-0.158172,0.987411,0,0,1,0,0,1
0.159,0.00100725,-0.159221,0.987242,0,0,1,0,0,1
0.16,0.00102127,-0.160273,0.987072,0,0,1,0,0,1
0.161,0.00103617,-0.161315,0.986902,0,0,1,0,0,1
0.162,0.00104947,-0.162359,0.986731,0,0,1,0,0,1
0.163,0.00106397,-0.163403,0.986559,0,0,1,0,0,1
0.164,0.00107778,-0.164432,0.986388,0,0,1,0,0,1
0.165,0.0010895,-0.165452,0.986217,0,0,1,0,0,1
0.166,0.00110024,-0.166461,0.986047,0,0,1,0,0,1
0.167,0.00111246,-0.16747,0.985877,0,0,1,0,0,1
0.168,0.00112399,-0.16849,0.985703,0,0,1,0,0,1
0.169,0.00113652,-0.169533,0.985524,0,0,1,0,0,1
0.17,0.00115006,-0.170562,0.985346,0,0,1,0,0,1
0.171,0.00116426,-0.17161,0.985164,0,0,1,0,0,1
0.172,0.00117823,-0.172669,0.984979,0,0,1,0,0,1
0.173,0.00119462,-0.173726,0.984793,0,0,1,0,0,1
0.174,0.00121055,-0.174777,0.984607,0,0,1,0,0,1
0.175,0.00122646,-0.175834,0.984419,0,0,1,0,0,1
0.176,0.00124134,-0.176881,0.984231,0,0,1,0,0,1
0.177,0.00125492,-0.177914,0.984045,0,0,1,0,0,1
0.178,0.00126757,-0.178925,0.983862,0,0,1,0,0,1
0.179,0.00127929,-0.179924,0.98368,0,0,1,0,0,1
0.18,0.00129198,-0.180894,0.983502,0,0,1,0,0,1
0.181,0.00130472,-0.181877,0.98332,0,0,1,0,0,1
0.182,0.0013152,-0.182849,0.98314,0,0,1,0,0,1
0.183,0.00132613,-0.18381,0.982961,0,0,1,0,0,1
0.184,0.00133405,-0.184758,0.982783,0,0,1,0,0,1
0.185,0.00134352,-0.18572,0.982602,0,0,1,0,0,1
0.186,0.00135331,-0.186687,0.982418,0,0,1,0,0,1
0.187,0.00136413,-0.187641,0.982237,0,0,1,0,0,1
0.188,0.00137324,-0.188578,0.982057,0,0,1,0,0,1
0.189,0.0013834,-0.18952,0.981876,0,0,1,0,0,1
0.19,0.00139446,-0.190451,0.981696,0,0,1,0,0,1
0.191,0.00140221,-0.191394,0.981512,0,0,1,0,0,1
0.192,0.0014093,-0.192364,0.981323,0,0,1,0,0,1
0.193,0.00141902,-0.193331,0.981133,0,0,1,0,0,1
0.194,0.00142596,-0.194308,0.980939,0,0,1,0,0,1
0.195,0.0014357,-0.195286,0.980745,0,0,1,0,0,1
0.196,0.00144477,-0.196261,0.980551,0,0,1,0,0,1
0.197,0.00145001,-0.197232,0.980356,0,0,1,0,0,1
0.198,0.00145751,-0.198215,0.980158,0,0,1,0,0,1
0.199,0.0014638,-0.199198,0.979958,0,0,1,0,0,1
0.2,0.00146832,-0.200175,0.979759,0,0,1,0,0,1
0.201,0.00147276,-0.201142,0.979561,0,0,1,0,0,1
0.202,0.00147436,-0.202097,0.979364,0,0,1,0,0,1
0.203,0.00147735,-0.203056,0.979166,0,0,1,0,0,1
0.204,0.00147699,-0.204022,0.978965,0,0,1,0,0,1
0.205,0.0014754,-0.20499,0.978763,0,0,1,0,0,1
0.206,0.00147719,-0.205968,0.978558,0,0,1,0,0,1
0.207,0.00147844,-0.206946,0.978351,0,0,1,0,0,1
0.208,0.00148146,-0.207923,0.978144,0,0,1,0,0,1
0.209,0.0014875,-0.208913,0.977933,0,0,1,0,0,1
0.21,0.00149141,-0.20989,0.977724,0,0,1,0,0,1
0.211,0.0014969,-0.210867,0.977514,0,0,1,0,0,1
0.212,0.00150141,-0.211855,0.9773,0,0,1,0,0,1
0.213,0.00150348,-0.212825,0.977089,0,0,1,0,0,1
0.214,0.00150233,-0.2138,0.976876,0,0,1,0,0,1
0.215,0.0015015,-0.214784,0.97666,0,0,1,0,0,1
0.216,0.00150591,-0.215738,0.97645,0,0,1,0,0,1
0.217,0.00151139,-0.216699,0.976237,0,0,1,0,0,1
0.218,0.00151261,-0.21766,0.976024,0,0,1,0,0,1
0.219,0.00151436,-0.218628,0.975807,0,0,1,0,0,1
0.22,0.00151683,-0.219602,0.975588,0,0,1,0,0,1
0.221,0.00152137,-0.220584,0.975367,0,0,1,0,0,1
0.222,0.00152416,-0.221565,0.975144,0,0,1,0,0,1
0.223,0.00152795,-0.222569,0.974916,0,0,1,0,0,1
0.224,0.00152652,-0.223577,0.974685,0,0,1,0,0,1
