time,q0_x,q0_y,q0_z,q1_x,q1_y,q1_z,q2_x,q2_y,q2_z,q3_x,q3_y,q3_z,q4_x,q4_y,q4_z
3.17,0.140291,-0.0758875,-0.987198,0.140298,-0.0357995,-0.989462,0.140291,-0.0758875,-0.987198,0.140298,-0.0357995,-0.989462,0.140298,-0.0357995,-0.989462
3.18,0.140291,-0.0758875,-0.987198,0.140298,-0.0256959,-0.989776,0.140291,-0.0758875,-0.987198,0.140298,-0.0256959,-0.989776,0.140298,-0.0256959,-0.989776
3.19,0.140291,-0.0758875,-0.987198,0.140295,-0.0156851,-0.989985,0.140291,-0.0758875,-0.987198,0.140295,-0.0156851,-0.989985,0.140295,-0.0156851,-0.989985
3.2,0.140291,-0.0758875,-0.987198,0.140293,-0.00565287,-0.990094,0.140291,-0.0758875,-0.987198,0.140293,-0.00565287,-0.990094,0.140293,-0.00565287,-0.990094
3.21,0.140291,-0.0758875,-0.987198,0.140292,0.004476,-0.9901,0.140291,-0.0758875,-0.987198,0.140292,0.004476,-0.9901,0.140292,0.004476,-0.9901
3.22,0.140291,-0.0758875,-0.987198,0.140296,0.0147965,-0.989999,0.140291,-0.0758875,-0.987198,0.140296,0.0147965,-0.989999,0.140296,0.0147965,-0.989999
3.23,0.140291,-0.0758875,-0.987198,0.140301,0.02516,-0.989789,0.140291,-0.0758875,-0.987198,0.140301,0.02516,-0.989789,0.140301,0.02516,-0.989789
3.24,0.140291,-0.0758875,-0.987198,0.140307,0.0354938,-0.989472,0.140291,-0.0758875,-0.987198,0.140307,0.0354938,-0.989472,0.140307,0.0354938,-0.989472
3.25,0.140291,-0.0758875,-0.987198,0.140311,0.0456681,-0.989054,0.140291,-0.0758875,-0.987198,0.140311,0.0456681,-0.989054,0.140311,0.0456681,-0.989054
3.26,0.140291,-0.0758875,-0.987198,0.140319,0.0557611,-0.988535,0.140291,-0.0758875,-0.987198,0.140319,0.0557611,-0.988535,0.140319,0.0557611,-0.988535
3.27,0.140291,-0.0758875,-0.987198,0.140321,0.0660045,-0.987904,0.140291,-0.0758875,-0.987198,0.140321,0.0660045,-0.987904,0.140321,0.0660045,-0.987904
3.28,0.140291,-0.0758875,-0.987198,0.140317,0.0762698,-0.987165,0.140291,-0.0758875,-0.987198,0.140317,0.0762698,-0.987165,0.140317,0.0762698,-0.987165
3.29,0.140291,-0.0758875,-0.987198,0.140312,0.086439,-0.986327,0.140291,-0.0758875,-0.987198,0.140312,0.086439,-0.986327,0.140312,0.086439,-0.986327
3.3,0.140291,-0.0758875,-0.987198,0.140298,0.0965219,-0.985393,0.140291,-0.0758875,-0.987198,0.140298,0.0965219,-0.985393,0.140298,0.0965219,-0.985393
3.31,0.140291,-0.0758875,-0.987198,0.140281,0.106766,-0.984338,0.140291,-0.0758875,-0.987198,0.140281,0.106766,-0.984338,0.140281,0.106766,-0.984338
3.32,0.140291,-0.0758875,-0.987198,0.14025,0.116946,-0.983185,0.140291,-0.0758875,-0.987198,0.14025,0.116946,-0.983185,0.14025,0.116946,-0.983185
3.33,0.140291,-0.0758875,-0.987198,0.140195,0.127108,-0.981931,0.140291,-0.0758875,-0.987198,0.140195,0.127108,-0.981931,0.140195,0.127108,-0.981931
3.34,0.140291,-0.0758875,-0.987198,0.140129,0.137353,-0.98056,0.140291,-0.0758875,-0.987198,0.140129,0.137353,-0.98056,0.140129,0.137353,-0.98056
3.35,0.140291,-0.0758875,-0.987198,0.140088,0.147599,-0.979076,0.140291,-0.0758875,-0.987198,0.140088,0.147599,-0.979076,0.140088,0.147599,-0.979076
3.36,0.140291,-0.0758875,-0.987198,0.140045,0.157896,-0.977474,0.140291,-0.0758875,-0.987198,0.140045,0.157896,-0.977474,0.140045,0.157896,-0.977474
3.37,0.140291,-0.0758875,-0.987198,0.140006,0.168075,-0.975781,0.140291,-0.0758875,-0.987198,0.140006,0.168075,-0.975781,0.140006,0.168075,-0.975781
3.38,0.140291,-0.0758875,-0.987198,0.13996,0.178189,-0.973992,0.140291,-0.0758875,-0.987198,0.13996,0.178189,-0.973992,0.13996,0.178189,-0.973992
3.39,0.140291,-0.0758875,-0.987198,0.139882,0.188219,-0.972115,0.140291,-0.0758875,-0.987198,0.139882,0.188219,-0.972115,0.139882,0.188219,-0.972115
3.4,0.140291,-0.0758875,-0.987198,0.139782,0.198205,-0.970142,0.140291,-0.0758875,-0.987198,0.139782,0.198205,-0.970142,0.139782,0.198205,-0.970142
3.41,0.140291,-0.0758875,-0.987198,0.139691,0.208113,-0.968078,0.140291,-0.0758875,-0.987198,0.139691,0.208113,-0.968078,0.139691,0.208113,-0.968078
3.42,0.140291,-0.0758875,-0.987198,0.139584,0.217978,-0.96592,0.140291,-0.0758875,-0.987198,0.139584,0.217978,-0.96592,0.139584,0.217978,-0.96592
3.43,0.140291,-0.0758875,-0.987198,0.139455,0.227728,-0.963687,0.140291,-0.0758875,-0.987198,0.139455,0.227728,-0.963687,0.139455,0.227728,-0.963687
3.44,0.140291,-0.0758875,-0.987198,0.139317,0.237234,-0.961411,0.140291,-0.0758875,-0.987198,0.139317,0.237234,-0.961411,0.139317,0.237234,-0.961411
3.45,0.140291,-0.0758875,-0.987198,0.139179,0.246685,-0.959049,0.140291,-0.0758875,-0.987198,0.139179,0.246685,-0.959049,0.139179,0.246685,-0.959049
3.46,0.140291,-0.0758875,-0.987198,0.139061,0.256062,-0.956606,0.140291,-0.0758875,-0.987198,0.139061,0.256062,-0.956606,0.139061,0.256062,-0.956606
3.47,0.140291,-0.0758875,-0.987198,0.138979,0.265365,-0.954079,0.140291,-0.0758875,-0.987198,0.138979,0.265365,-0.954079,0.138979,0.265365,-0.954079
3.48,0.140291,-0.0758875,-0.987198,0.138876,0.274705,-0.951447,0.140291,-0.0758875,-0.987198,0.138876,0.274705,-0.951447,0.138876,0.274705,-0.951447
3.49,0.140291,-0.0758875,-0.987198,0.138776,0.284102,-0.948698,0.140291,-0.0758875,-0.987198,0.138776,0.284102,-0.948698,0.138776,0.284102,-0.948698
3.5,0.140291,-0.0758875,-0.987198,0.138614,0.293623,-0.945818,0.140291,-0.0758875,-0.987198,0.138614,0.293623,-0.945818,0.138614,0.293623,-0.945818
3.51,0.140291,-0.0758875,-0.987198,0.138456,0.303133,-0.942836,0.140291,-0.0758875,-0.987198,0.138456,0.303133,-0.942836,0.138456,0.303133,-0.942836
3.52,0.140291,-0.0758875,-0.987198,0.138305,0.312629,-0.939753,0.140291,-0.0758875,-0.987198,0.138305,0.312629,-0.939753,0.138305,0.312629,-0.939753
3.53,0.140291,-0.0758875,-0.987198,0.138153,0.322083,-0.936577,0.140291,-0.0758875,-0.987198,0.138153,0.322083,-0.936577,0.138153,0.322083,-0.936577
3.54,0.140291,-0.0758875,-0.987198,0.13804,0.33153,-0.933291,0.140291,-0.0758875,-0.987198,0.13804,0.33153,-0.933291,0.13804,0.33153,-0.933291
3.55,0.140291,-0.0758875,-0.987198,0.137927,0.34109,-0.929857,0.140291,-0.0758875,-0.987198,0.137927,0.34109,-0.929857,0.137927,0.34109,-0.929857
3.56,0.140291,-0.0758875,-0.987198,0.137797,0.350501,-0.92637,0.140291,-0.0758875,-0.987198,0.137797,0.350501,-0.92637,0.137797,0.350501,-0.92637
3.57,0.140291,-0.0758875,-0.987198,0.137725,0.359771,-0.92282,0.140291,-0.0758875,-0.987198,0.137725,0.359771,-0.92282,0.137725,0.359771,-0.92282
3.58,0.140291,-0.0758875,-0.987198,0.137705,0.368883,-0.919219,0.140291,-0.0758875,-0.987198,0.137705,0.368883,-0.919219,0.137705,0.368883,-0.919219
3.59,0.140291,-0.0758875,-0.987198,0.137729,0.378007,-0.915501,0.140291,-0.0758875,-0.987198,0.137729,0.378007,-0.915501,0.137729,0.378007,-0.915501
3.6,0.140291,-0.0758875,-0.987198,0.137751,0.386992,-0.911735,0.140291,-0.0758875,-0.987198,0.137751,0.386992,-0.911735,0.137751,0.386992,-0.911735
3.61,0.140291,-0.0758875,-0.987198,0.137769,0.395944,-0.907881,0.140291,-0.0758875,-0.987198,0.137769,0.395944,-0.907881,0.137769,0.395944,-0.907881
3.62,0.140291,-0.0758875,-0.987198,0.137743,0.404842,-0.903952,0.140291,-0.0758875,-0.987198,0.137743,0.404842,-0.903952,0.137743,0.404842,-0.903952
3.63,0.140291,-0.0758875,-0.987198,0.137723,0.413721,-0.899926,0.140291,-0.0758875,-0.987198,0.137723,0.413721,-0.899926,0.137723,0.413721,-0.899926
3.64,0.140291,-0.0758875,-0.987198,0.137735,0.422435,-0.895867,0.140291,-0.0758875,-0.987198,0.137735,0.422435,-0.895867,0.137735,0.422435,-0.895867
3.65,0.140291,-0.0758875,-0.987198,0.137773,0.43091,-0.891816,0.140291,-0.0758875,-0.987198,0.137773,0.43091,-0.891816,0.137773,0.43091,-0.891816
3.66,0.140291,-0.0758875,-0.987198,0.137718,0.43933,-0.887706,0.140291,-0.0758875,-0.987198,0.137718,0.43933,-0.887706,0.137718,0.43933,-0.887706
3.67,0.140291,-0.0758875,-0.987198,0.13762,0.447828,-0.883465,0.140291,-0.0758875,-0.987198,0.13762,0.447828,-0.883465,0.13762,0.447828,-0.883465
3.68,0.140291,-0.0758875,-0.987198,0.137484,0.456307,-0.879137,0.140291,-0.0758875,-0.987198,0.137484,0.456307,-0.879137,0.137484,0.456307,-0.879137
3.69,0.140291,-0.0758875,-0.987198,0.137325,0.464854,-0.874673,0.140291,-0.0758875,-0.987198,0.137325,0.464854,-0.874673,0.137325,0.464854,-0.874673
3.7,0.140291,-0.0758875,-0.987198,0.137225,0.473324,-0.870134,0.140291,-0.0758875,-0.987198,0.137225,0.473324,-0.870134,0.137225,0.473324,-0.870134
3.71,0.140291,-0.0758875,-0.987198,0.137168,0.481614,-0.865582,0.140291,-0.0758875,-0.987198,0.137168,0.481614,-0.865582,0.137168,0.481614,-0.865582
3.72,0.140291,-0.0758875,-0.987198,0.137124,0.489806,-0.86098,0.140291,-0.0758875,-0.987198,0.137124,0.489806,-0.86098,0.137124,0.489806,-0.86098
3.73,0.140291,-0.0758875,-0.987198,0.13704,0.498002,-0.856279,0.140291,-0.0758875,-0.987198,0.13704,0.498002,-0.856279,0.13704,0.498002,-0.856279
3.74,0.140291,-0.0758875,-0.987198,0.136921,0.506252,-0.851447,0.140291,-0.0758875,-0.987198,0.136921,0.506252,-0.851447,0.136921,0.506252,-0.851447
3.75,0.140291,-0.0758875,-0.987198,0.136774,0.514623,-0.846437,0.140291,-0.0758875,-0.987198,0.136774,0.514623,-0.846437,0.136774,0.514623,-0.846437
3.76,0.140291,-0.0758875,-0.987198,0.136652,0.522984,-0.841317,0.140291,-0.0758875,-0.987198,0.136652,0.522984,-0.841317,0.136652,0.522984,-0.841317
3.77,0.140291,-0.0758875,-0.987198,0.136654,0.53132,-0.836077,0.140291,-0.0758875,-0.987198,0.136654,0.53132,-0.836077,0.136654,0.53132,-0.836077
3.78,0.140291,-0.0758875,-0.987198,0.136647,0.539619,-0.830746,0.140291,-0.0758875,-0.987198,0.136647,0.539619,-0.830746,0.136647,0.539619,-0.830746
3.79,0.140291,-0.0758875,-0.987198,0.136624,0.547882,-0.825324,0.140291,-0.0758875,-0.987198,0.136624,0.547882,-0.825324,0.136624,0.547882,-0.825324
3.8,0.140291,-0.0758875,-0.987198,0.136661,0.556061,-0.81983,0.140291,-0.0758875,-0.987198,0.136661,0.556061,-0.81983,0.136661,0.556061,-0.81983
3.81,0.140291,-0.0758875,-0.987198,0.136714,0.564191,-0.814247,0.140291,-0.0758875,-0.987198,0.136714,0.564191,-0.814247,0.136714,0.564191,-0.814247
3.82,0.140291,-0.0758875,-0.987198,0.136767,0.572174,-0.808648,0.140291,-0.0758875,-0.987198,0.136767,0.572174,-0.808648,0.136767,0.572174,-0.808648
3.83,0.140291,-0.0758875,-0.987198,0.136868,0.580005,-0.803033,0.140291,-0.0758875,-0.987198,0.136868,0.580005,-0.803033,0.136868,0.580005,-0.803033
3.84,0.140291,-0.0758875,-0.987198,0.136882,0.587738,-0.797388,0.140291,-0.0758875,-0.987198,0.136882,0.587738,-0.797388,0.136882,0.587738,-0.797388
3.85,0.140291,-0.0758875,-0.987198,0.13684,0.595463,-0.791643,0.140291,-0.0758875,-0.987198,0.13684,0.595463,-0.791643,0.13684,0.595463,-0.791643
3.86,0.140291,-0.0758875,-0.987198,0.136771,0.603056,-0.785886,0.140291,-0.0758875,-0.987198,0.136771,0.603056,-0.785886,0.136771,0.603056,-0.785886
3.87,0.140291,-0.0758875,-0.987198,0.136682,0.610678,-0.779994,0.140291,-0.0758875,-0.987198,0.136682,0.610678,-0.779994,0.136682,0.610678,-0.779994
3.88,0.140291,-0.0758875,-0.987198,0.136593,0.618201,-0.77406,0.140291,-0.0758875,-0.987198,0.136593,0.618201,-0.77406,0.136593,0.618201,-0.77406
3.89,0.140291,-0.0758875,-0.987198,0.136556,0.625765,-0.767965,0.140291,-0.0758875,-0.987198,0.136556,0.625765,-0.767965,0.136556,0.625765,-0.767965
3.9,0.140291,-0.0758875,-0.987198,0.136386,0.633251,-0.761835,0.140291,-0.0758875,-0.987198,0.136386,0.633251,-0.761835,0.136386,0.633251,-0.761835
3.91,0.140291,-0.0758875,-0.987198,0.136078,0.640736,-0.755606,0.140291,-0.0758875,-0.987198,0.136078,0.640736,-0.755606,0.136078,0.640736,-0.755606
3.92,0.140291,-0.0758875,-0.987198,0.135747,0.64821,-0.749264,0.140291,-0.0758875,-0.987198,0.135747,0.64821,-0.749264,0.135747,0.64821,-0.749264
3.93,0.140291,-0.0758875,-0.987198,0.135428,0.655693,-0.742783,0.140291,-0.0758875,-0.987198,0.135428,0.655693,-0.742783,0.135428,0.655693,-0.742783
3.94,0.140291,-0.0758875,-0.987198,0.135078,0.663106,-0.736237,0.140291,-0.0758875,-0.987198,0.135078,0.663106,-0.736237,0.135078,0.663106,-0.736237
3.95,0.140291,-0.0758875,-0.987198,0.134873,0.670397,-0.729642,0.140291,-0.0758875,-0.987198,0.134873,0.670397,-0.729642,0.134873,0.670397,-0.729642
3.96,0.140291,-0.0758875,-0.987198,0.134657,0.677613,-0.722985,0.140291,-0.0758875,-0.987198,0.134657,0.677613,-0.722985,0.134657,0.677613,-0.722985
3.97,0.140291,-0.0758875,-0.987198,0.134416,0.684796,-0.71623,0.140291,-0.0758875,-0.987198,0.134416,0.684796,-0.71623,0.134416,0.684796,-0.71623
3.98,0.140291,-0.0758875,-0.987198,0.134121,0.691953,-0.709375,0.140291,-0.0758875,-0.987198,0.134121,0.691953,-0.709375,0.134121,0.691953,-0.709375
3.99,0.140291,-0.0758875,-0.987198,0.133776,0.69901,-0.702488,0.140291,-0.0758875,-0.987198,0.133776,0.69901,-0.702488,0.133776,0.69901,-0.702488
4,0.140291,-0.0758875,-0.987198,0.133425,0.705908,-0.695624,0.140291,-0.0758875,-0.987198,0.133425,0.705908,-0.695624,0.133425,0.705908,-0.695624
4.01,0.140291,-0.0758875,-0.987198,0.132996,0.71273,-0.688715,0.140291,-0.0758875,-0.987198,0.132996,0.71273,-0.688715,0.132996,0.71273,-0.688715
4.02,0.140291,-0.0758875,-0.987198,0.132523,0.719487,-0.681744,0.140291,-0.0758875,-0.987198,0.132523,0.719487,-0.681744,0.132523,0.719487,-0.681744
4.03,0.140291,-0.0758875,-0.987198,0.132068,0.726211,-0.674668,0.140291,-0.0758875,-0.987198,0.132068,0.726211,-0.674668,0.132068,0.726211,-0.674668
4.04,0.140291,-0.0758875,-0.987198,0.131492,0.732877,-0.667534,0.140291,-0.0758875,-0.987198,0.131492,0.732877,-0.667534,0.131492,0.732877,-0.667534
4.05,0.140291,-0.0758875,-0.987198,0.131008,0.739449,-0.660343,0.140291,-0.0758875,-0.987198,0.131008,0.739449,-0.660343,0.131008,0.739449,-0.660343
4.06,0.140291,-0.0758875,-0.987198,0.13048,0.74604,-0.652993,0.140291,-0.0758875,-0.987198,0.13048,0.74604,-0.652993,0.13048,0.74604,-0.652993
4.07,0.140291,-0.0758875,-0.987198,0.129998,0.752601,-0.645518,0.140291,-0.0758875,-0.987198,0.129998,0.752601,-0.645518,0.129998,0.752601,-0.645518
4.08,0.140291,-0.0758875,-0.987198,0.12954,0.758985,-0.638092,0.140291,-0.0758875,-0.987198,0.12954,0.758985,-0.638092,0.12954,0.758985,-0.638092
4.09,0.140291,-0.0758875,-0.987198,0.129024,0.765385,-0.630506,0.140291,-0.0758875,-0.987198,0.129024,0.765385,-0.630506,0.129024,0.765385,-0.630506
4.1,0.140291,-0.0758875,-0.987198,0.128536,0.77161,-0.622974,0.140291,-0.0758875,-0.987198,0.128536,0.77161,-0.622974,0.128536,0.77161,-0.622974
4.11,0.140291,-0.0758875,-0.987198,0.128069,0.777789,-0.61534,0.140291,-0.0758875,-0.987198,0.128069,0.777789,-0.61534,0.128069,0.777789,-0.61534
4.12,0.140291,-0.0758875,-0.987198,0.127597,0.783864,-0.607681,0.140291,-0.0758875,-0.987198,0.127597,0.783864,-0.607681,0.127597,0.783864,-0.607681
4.13,0.140291,-0.0758875,-0.987198,0.127216,0.789876,-0.599927,0.140291,-0.0758875,-0.987198,0.127216,0.789876,-0.599927,0.127216,0.789876,-0.599927
4.14,0.140291,-0.0758875,-0.987198,0.12681,0.795762,-0.592185,0.140291,-0.0758875,-0.987198,0.12681,0.795762,-0.592185,0.12681,0.795762,-0.592185
4.15,0.140291,-0.0758875,-0.987198,0.126427,0.801582,-0.584366,0.140291,-0.0758875,-0.987198,0.126427,0.801582,-0.584366,0.126427,0.801582,-0.584366
4.16,0.140291,-0.0758875,-0.987198,0.126021,0.807264,-0.576579,0.140291,-0.0758875,-0.987198,0.126021,0.807264,-0.576579,0.126021,0.807264,-0.576579
4.17,0.140291,-0.0758875,-0.987198,0.125679,0.812837,-0.568772,0.140291,-0.0758875,-0.987198,0.125679,0.812837,-0.568772,0.125679,0.812837,-0.568772
4.18,0.140291,-0.0758875,-0.987198,0.125318,0.818398,-0.560822,0.140291,-0.0758875,-0.987198,0.125318,0.818398,-0.560822,0.125318,0.818398,-0.560822
4.19,0.140291,-0.0758875,-0.987198,0.125024,0.823911,-0.552756,0.140291,-0.0758875,-0.987198,0.125024,0.823911,-0.552756,0.125024,0.823911,-0.552756
4.2,0.140291,-0.0758875,-0.987198,0.124783,0.82937,-0.544586,0.140291,-0.0758875,-0.987198,0.124783,0.82937,-0.544586,0.124783,0.82937,-0.544586
4.21,0.140291,-0.0758875,-0.987198,0.124598,0.834749,-0.536348,0.140291,-0.0758875,-0.987198,0.124598,0.834749,-0.536348,0.124598,0.834749,-0.536348
4.22,0.140291,-0.0758875,-0.987198,0.12438,0.840108,-0.527967,0.140291,-0.0758875,-0.987198,0.12438,0.840108,-0.527967,0.12438,0.840108,-0.527967
4.23,0.140291,-0.0758875,-0.987198,0.124281,0.8454,-0.519475,0.140291,-0.0758875,-0.987198,0.124281,0.8454,-0.519475,0.124281,0.8454,-0.519475
4.24,0.140291,-0.0758875,-0.987198,0.124155,0.850619,-0.510914,0.140291,-0.0758875,-0.987198,0.124155,0.850619,-0.510914,0.124155,0.850619,-0.510914
4.25,0.140291,-0.0758875,-0.987198,0.124134,0.855698,-0.502366,0.140291,-0.0758875,-0.987198,0.124134,0.855698,-0.502366,0.124134,0.855698,-0.502366
4.26,0.140291,-0.0758875,-0.987198,0.124259,0.86073,-0.493664,0.140291,-0.0758875,-0.987198,0.124259,0.86073,-0.493664,0.124259,0.86073,-0.493664
4.27,0.140291,-0.0758875,-0.987198,0.124262,0.865738,-0.484826,0.140291,-0.0758875,-0.987198,0.124262,0.865738,-0.484826,0.124262,0.865738,-0.484826
4.28,0.140291,-0.0758875,-0.987198,0.124352,0.870636,-0.475951,0.140291,-0.0758875,-0.987198,0.124352,0.870636,-0.475951,0.124352,0.870636,-0.475951
4.29,0.140291,-0.0758875,-0.987198,0.124402,0.875426,-0.46707,0.140291,-0.0758875,-0.987198,0.124402,0.875426,-0.46707,0.124402,0.875426,-0.46707
4.3,0.140291,-0.0758875,-0.987198,0.124473,0.880104,-0.458175,0.140291,-0.0758875,-0.987198,0.124473,0.880104,-0.458175,0.124473,0.880104,-0.458175
4.31,0.140291,-0.0758875,-0.987198,0.124515,0.884634,-0.449353,0.140291,-0.0758875,-0.987198,0.124515,0.884634,-0.449353,0.124515,0.884634,-0.449353
4.32,0.140291,-0.0758875,-0.987198,0.124578,0.889122,-0.440388,0.140291,-0.0758875,-0.987198,0.124578,0.889122,-0.440388,0.124578,0.889122,-0.440388
4.33,0.140291,-0.0758875,-0.987198,0.124545,0.893528,-0.431389,0.140291,-0.0758875,-0.987198,0.124545,0.893528,-0.431389,0.124545,0.893528,-0.431389
4.34,0.140291,-0.0758875,-0.987198,0.124495,0.897826,-0.422385,0.140291,-0.0758875,-0.987198,0.124495,0.897826,-0.422385,0.124495,0.897826,-0.422385
4.35,0.140291,-0.0758875,-0.987198,0.124497,0.902091,-0.413197,0.140291,-0.0758875,-0.987198,0.124497,0.902091,-0.413197,0.124497,0.902091,-0.413197
4.36,0.140291,-0.0758875,-0.987198,0.124527,0.906211,-0.404072,0.140291,-0.0758875,-0.987198,0.124527,0.906211,-0.404072,0.124527,0.906211,-0.404072
4.37,0.140291,-0.0758875,-0.987198,0.124685,0.910285,-0.394759,0.140291,-0.0758875,-0.987198,0.124685,0.910285,-0.394759,0.124685,0.910285,-0.394759
4.38,0.140291,-0.0758875,-0.987198,0.124623,0.91427,-0.385459,0.140291,-0.0758875,-0.987198,0.124623,0.91427,-0.385459,0.124623,0.91427,-0.385459
4.39,0.140291,-0.0758875,-0.987198,0.124502,0.918136,-0.376198,0.140291,-0.0758875,-0.987198,0.124502,0.918136,-0.376198,0.124502,0.918136,-0.376198
4.4,0.140291,-0.0758875,-0.987198,0.124428,0.921908,-0.366884,0.140291,-0.0758875,-0.987198,0.124428,0.921908,-0.366884,0.124428,0.921908,-0.366884
4.41,0.140291,-0.0758875,-0.987198,0.124375,0.925528,-0.357672,0.140291,-0.0758875,-0.987198,0.124375,0.925528,-0.357672,0.124375,0.925528,-0.357672
4.42,0.140291,-0.0758875,-0.987198,0.124253,0.929005,-0.348584,0.140291,-0.0758875,-0.987198,0.124253,0.929005,-0.348584,0.124253,0.929005,-0.348584
4.43,0.140291,-0.0758875,-0.987198,0.124098,0.932365,-0.339552,0.140291,-0.0758875,-0.987198,0.124098,0.932365,-0.339552,0.124098,0.932365,-0.339552
4.44,0.140291,-0.0758875,-0.987198,0.123767,0.935715,-0.330332,0.140291,-0.0758875,-0.987198,0.123767,0.935715,-0.330332,0.123767,0.935715,-0.330332
4.45,0.140291,-0.0758875,-0.987198,0.123612,0.938917,-0.321179,0.140291,-0.0758875,-0.987198,0.123612,0.938917,-0.321179,0.123612,0.938917,-0.321179
4.46,0.140291,-0.0758875,-0.987198,0.123469,0.94206,-0.311895,0.140291,-0.0758875,-0.987198,0.123469,0.94206,-0.311895,0.123469,0.94206,-0.311895
4.47,0.140291,-0.0758875,-0.987198,0.123527,0.945053,-0.302682,0.140291,-0.0758875,-0.987198,0.123527,0.945053,-0.302682,0.123527,0.945053,-0.302682
4.48,0.140291,-0.0758875,-0.987198,0.123712,0.947979,-0.29331,0.140291,-0.0758875,-0.987198,0.123712,0.947979,-0.29331,0.123712,0.947979,-0.29331
4.49,0.140291,-0.0758875,-0.987198,0.123974,0.950845,-0.283767,0.140291,-0.0758875,-0.987198,0.123974,0.950845,-0.283767,0.123974,0.950845,-0.283767
4.5,0.140291,-0.0758875,-0.987198,0.124266,0.953598,-0.274244,0.140291,-0.0758875,-0.987198,0.124266,0.953598,-0.274244,0.124266,0.953598,-0.274244
4.51,0.140291,-0.0758875,-0.987198,0.124626,0.956266,-0.264621,0.140291,-0.0758875,-0.987198,0.124626,0.956266,-0.264621,0.124626,0.956266,-0.264621
4.52,0.140291,-0.0758875,-0.987198,0.124909,0.958845,-0.25498,0.140291,-0.0758875,-0.987198,0.124909,0.958845,-0.25498,0.124909,0.958845,-0.25498
4.53,0.140291,-0.0758875,-0.987198,0.125208,0.961303,-0.245398,0.140291,-0.0758875,-0.987198,0.125208,0.961303,-0.245398,0.125208,0.961303,-0.245398
4.54,0.140291,-0.0758875,-0.987198,0.125245,0.963674,-0.235893,0.140291,-0.0758875,-0.987198,0.125245,0.963674,-0.235893,0.125245,0.963674,-0.235893
4.55,0.140291,-0.0758875,-0.987198,0.125244,0.965984,-0.226251,0.140291,-0.0758875,-0.987198,0.125244,0.965984,-0.226251,0.125244,0.965984,-0.226251
4.56,0.140291,-0.0758875,-0.987198,0.125065,0.96825,-0.216452,0.140291,-0.0758875,-0.987198,0.125065,0.96825,-0.216452,0.125065,0.96825,-0.216452
4.57,0.140291,-0.0758875,-0.987198,0.124985,0.970392,-0.206684,0.140291,-0.0758875,-0.987198,0.124985,0.970392,-0.206684,0.124985,0.970392,-0.206684
4.58,0.140291,-0.0758875,-0.987198,0.124741,0.972428,-0.197037,0.140291,-0.0758875,-0.987198,0.124741,0.972428,-0.197037,0.124741,0.972428,-0.197037
4.59,0.140291,-0.0758875,-0.987198,0.124345,0.974381,-0.187404,0.140291,-0.0758875,-0.987198,0.124345,0.974381,-0.187404,0.124345,0.974381,-0.187404
4.6,0.140291,-0.0758875,-0.987198,0.123979,0.976247,-0.17768,0.140291,-0.0758875,-0.987198,0.123979,0.976247,-0.17768,0.123979,0.976247,-0.17768
4.61,0.140291,-0.0758875,-0.987198,0.123507,0.978043,-0.167864,0.140291,-0.0758875,-0.987198,0.123507,0.978043,-0.167864,0.123507,0.978043,-0.167864
4.62,0.140291,-0.0758875,-0.987198,0.122982,0.97977,-0.157881,0.140291,-0.0758875,-0.987198,0.122982,0.97977,-0.157881,0.122982,0.97977,-0.157881
4.63,0.140291,-0.0758875,-0.987198,0.122276,0.981414,-0.147901,0.140291,-0.0758875,-0.987198,0.122276,0.981414,-0.147901,0.122276,0.981414,-0.147901
4.64,0.140291,-0.0758875,-0.987198,0.121652,0.982941,-0.13794,0.140291,-0.0758875,-0.987198,0.121652,0.982941,-0.13794,0.121652,0.982941,-0.13794
4.65,0.140291,-0.0758875,-0.987198,0.120906,0.984358,-0.128149,0.140291,-0.0758875,-0.987198,0.120906,0.984358,-0.128149,0.120906,0.984358,-0.128149
4.66,0.140291,-0.0758875,-0.987198,0.120167,0.985675,-0.118341,0.140291,-0.0758875,-0.987198,0.120167,0.985675,-0.118341,0.120167,0.985675,-0.118341
4.67,0.140291,-0.0758875,-0.987198,0.119581,0.986859,-0.108669,0.140291,-0.0758875,-0.987198,0.119581,0.986859,-0.108669,0.119581,0.986859,-0.108669
4.68,0.140291,-0.0758875,-0.987198,0.11912,0.987941,-0.0989098,0.140291,-0.0758875,-0.987198,0.11912,0.987941,-0.0989098,0.11912,0.987941,-0.0989098
4.69,0.140291,-0.0758875,-0.987198,0.118731,0.98892,-0.0891116,0.140291,-0.0758875,-0.987198,0.118731,0.98892,-0.0891116,0.118731,0.98892,-0.0891116
4.7,0.140291,-0.0758875,-0.987198,0.118412,0.9898,-0.0792148,0.140291,-0.0758875,-0.987198,0.118412,0.9898,-0.0792148,0.118412,0.9898,-0.0792148
4.71,0.140291,-0.0758875,-0.987198,0.117985,0.990593,-0.0693201,0.140291,-0.0758875,-0.987198,0.117985,0.990593,-0.0693201,0.117985,0.990593,-0.0693201
4.72,0.140291,-0.0758875,-0.987198,0.117475,0.991308,-0.0592372,0.140291,-0.0758875,-0.987198,0.117475,0.991308,-0.0592372,0.117475,0.991308,-0.0592372
4.73,0.140291,-0.0758875,-0.987198,0.11712,0.9919,-0.0491755,0.140291,-0.0758875,-0.987198,0.11712,0.9919,-0.0491755,0.11712,0.9919,-0.0491755
