time,x,y,z,microwave_val
0.501,0.00529335,-0.480624,0.877825,0.293237
0.502,0.00450579,-0.481511,0.877346,0.302783
0.503,0.00397833,-0.482393,0.876865,0.312298
0.504,0.00437004,-0.483266,0.876383,0.321782
0.505,0.00406325,-0.484146,0.8759,0.331234
0.506,0.00461096,-0.485017,0.875416,0.340653
0.507,0.0045872,-0.485892,0.87493,0.350037
0.508,0.00686227,-0.486741,0.874445,0.359387
0.509,0.00828715,-0.487593,0.873959,0.368701
0.51,0.00586661,-0.488505,0.873476,0.377978
0.511,0.0051734,-0.489387,0.872988,0.387217
0.512,0.00653455,-0.490244,0.872501,0.396417
0.513,0.00710177,-0.491109,0.87201,0.405578
0.514,0.00635787,-0.491991,0.871519,0.414698
0.515,0.00534109,-0.492875,0.871029,0.423777
0.516,0.00541191,-0.493745,0.870535,0.432813
0.517,0.00602137,-0.494608,0.87004,0.441806
0.518,0.00529835,-0.495487,0.869546,0.450755
0.519,0.00489153,-0.49636,0.86905,0.459659
0.52,0.00706873,-0.497203,0.868553,0.468517
0.521,0.0068772,-0.498074,0.868056,0.477328
0.522,0.00699807,-0.498941,0.867559,0.486091
0.523,0.00862894,-0.499783,0.867061,0.494806
0.524,0.00975986,-0.500629,0.86656,0.503471
0.525,0.00893406,-0.501511,0.866059,0.512085
0.526,0.0104645,-0.502347,0.865558,0.520649
0.527,0.0109334,-0.503204,0.865056,0.529161
0.528,0.00933464,-0.504103,0.864556,0.537619
0.529,0.0100963,-0.504953,0.864053,0.546024
0.53,0.00821868,-0.505852,0.86355,0.554374
0.531,0.00709467,-0.506732,0.863042,0.562669
0.532,0.00732995,-0.507593,0.862539,0.570908
0.533,0.00744615,-0.508452,0.862027,0.579089
0.534,0.00571359,-0.509335,0.861517,0.587213
0.535,0.00475882,-0.510206,0.861007,0.595278
0.536,0.00504767,-0.511066,0.8605,0.603283
0.537,0.00796628,-0.511889,0.859988,0.611228
0.538,0.00788439,-0.51275,0.859476,0.619112
0.539,0.0066087,-0.513628,0.858963,0.626934
0.54,0.00752369,-0.514475,0.858451,0.634693
0.541,0.00369533,-0.515378,0.857941,0.642389
0.542,0.00434258,-0.51623,0.857425,0.65002
0.543,0.00230767,-0.517102,0.85691,0.657587
0.544,0.00285689,-0.517957,0.856394,0.665088
0.545,0.00158406,-0.51882,0.855878,0.672522
0.546,0.00263124,-0.519671,0.855359,0.679889
0.547,0.00381345,-0.52052,0.85484,0.687188
0.548,0.00449342,-0.521371,0.854323,0.694418
0.549,0.00530152,-0.522218,0.853802,0.701579
0.55,0.00645405,-0.523059,0.853281,0.70867
0.551,0.00377384,-0.523943,0.852764,0.71569
0.552,0.00475092,-0.524788,0.852241,0.722638
0.553,0.00376844,-0.52565,0.851719,0.729514
0.554,0.00647502,-0.526478,0.851197,0.736317
0.555,0.00650372,-0.527329,0.850671,0.743046
0.556,0.00916516,-0.52814,0.850143,0.749702
0.557,0.00840901,-0.529002,0.849614,0.756282
0.558,0.0083418,-0.529852,0.849084,0.762786
0.559,0.010625,-0.530662,0.848557,0.769215
0.56,0.0127475,-0.531464,0.848027,0.775566
0.561,0.0109247,-0.532352,0.847495,0.78184
0.562,0.0119519,-0.533178,0.846963,0.788035
0.563,0.0138107,-0.53398,0.846429,0.794152
0.564,0.0160872,-0.534761,0.845893,0.800189
0.565,0.0154848,-0.535626,0.84536,0.806147
0.566,0.014806,-0.536494,0.844829,0.812024
0.567,0.0137161,-0.537369,0.844296,0.817819
0.568,0.013958,-0.538207,0.843758,0.823533
0.569,0.013563,-0.539064,0.843224,0.829164
0.57,0.0148898,-0.539872,0.842685,0.834713
0.571,0.0125036,-0.540777,0.842148,0.840178
0.572,0.0107782,-0.541654,0.841604,0.845559
0.573,0.0105711,-0.542501,0.841064,0.850855
0.574,0.010338,-0.543346,0.84052,0.856067
0.575,0.0114986,-0.544164,0.839979,0.861192
0.576,0.0112289,-0.54501,0.839436,0.866232
0.577,0.0113699,-0.545849,0.838894,0.871185
0.578,0.0101074,-0.546713,0.838349,0.876051
0.579,0.00835053,-0.547581,0.837802,0.880829
0.58,0.00532859,-0.548457,0.837255,0.88552
0.581,0.00403152,-0.549305,0.836707,0.890121
0.582,0.00300344,-0.550148,0.836157,0.894634
0.583,0.00152388,-0.55099,0.835607,0.899057
0.584,0.00353958,-0.551817,0.835056,0.90339
0.585,0.00159984,-0.552665,0.834509,0.907633
0.586,0.00236425,-0.5535,0.833962,0.911785
0.587,0.000471554,-0.554337,0.833406,0.915846
0.588,-0.000195149,-0.555172,0.832854,0.919816
0.589,-0.000489291,-0.556007,0.832302,0.923693
0.59,0.000135547,-0.556838,0.831744,0.927478
0.591,-0.00427072,-0.557654,0.831188,0.931171
0.592,-0.0048745,-0.558483,0.830635,0.93477
0.593,-0.0052121,-0.55931,0.830075,0.938276
0.594,-0.00408955,-0.560149,0.829516,0.941688
0.595,-0.00339284,-0.560984,0.828955,0.945005
0.596,-0.000309355,-0.561824,0.828396,0.948229
0.597,-0.000816063,-0.562653,0.827837,0.951357
0.598,-0.000156799,-0.563481,0.827274,0.95439
0.599,0.00343327,-0.564298,0.82671,0.957328
0.6,0.0043231,-0.565119,0.826146,0.96017
0.601,0.0035395,-0.565951,0.825582,0.962916
0.602,0.00449972,-0.566772,0.825018,0.965566
0.603,0.00613848,-0.567581,0.824451,0.968119
0.604,0.00613875,-0.568407,0.823885,0.970576
0.605,0.00579369,-0.569234,0.823316,0.972935
0.606,0.00485198,-0.570065,0.822746,0.975197
0.607,0.00249945,-0.570908,0.822183,0.977362
0.608,0.0016277,-0.571734,0.821613,0.979429
0.609,0.00102813,-0.572556,0.82104,0.981398
0.61,-7.36754e-05,-0.573378,0.820468,0.983268
0.611,-0.00119011,-0.574198,0.819895,0.985041
0.612,-0.000732836,-0.575022,0.819326,0.986715
0.613,-0.00107648,-0.575841,0.818751,0.98829
0.614,-0.000798342,-0.57666,0.818174,0.989766
0.615,-0.00173285,-0.577476,0.817598,0.991144
0.616,-0.0011818,-0.578295,0.81702,0.992422
0.617,-0.000544089,-0.579115,0.816445,0.993601
0.618,-0.00548824,-0.579907,0.815868,0.994681
0.619,-0.00600174,-0.580725,0.815298,0.995661
0.62,-0.00654464,-0.581535,0.814718,0.996542
0.621,-0.00751732,-0.582337,0.814136,0.997323
0.622,-0.00585846,-0.58317,0.813553,0.998004
0.623,-0.00521452,-0.583991,0.812971,0.998586
0.624,-0.00457231,-0.58481,0.812388,0.999068
0.625,-0.00411732,-0.585628,0.811807,0.999449
0.626,-0.00526402,-0.586431,0.811222,0.999731
0.627,-0.00464245,-0.587248,0.810636,0.999913
0.628,-0.00290984,-0.588072,0.810051,0.999995
0.629,-0.00236826,-0.588884,0.809463,0.999977
0.63,-3.12367e-05,-0.589699,0.808875,0.999859
0.631,-0.00201476,-0.590506,0.808287,0.999641
0.632,-0.00287293,-0.591311,0.807698,0.999322
0.633,-0.00348942,-0.592116,0.807106,0.998904
0.634,-0.00293931,-0.592929,0.806519,0.998386
0.635,-0.00313117,-0.593734,0.805925,0.997769
0.636,-0.0043137,-0.594533,0.805331,0.997051
0.637,-0.00147985,-0.595353,0.804738,0.996234
0.638,0.00179691,-0.596156,0.804142,0.995317
0.639,0.00229325,-0.596961,0.803549,0.994301
0.64,0.00422389,-0.597754,0.802952,0.993185
0.641,0.00426603,-0.598555,0.802352,0.99197
0.642,0.00488718,-0.599354,0.801756,0.990655
0.643,0.00400212,-0.600163,0.801157,0.989242
0.644,0.00435859,-0.600962,0.800558,0.98773
0.645,0.00316391,-0.601774,0.799961,0.986119
0.646,0.00337777,-0.602572,0.799359,0.984409
0.647,0.0037015,-0.603373,0.798761,0.982601
0.648,0.00438298,-0.604167,0.798158,0.980694
0.649,0.00333702,-0.604972,0.797554,0.97869
0.65,0.00447348,-0.605765,0.796952,0.976588
0.651,0.00510106,-0.606561,0.796352,0.974388
0.652,0.0044559,-0.607362,0.795745,0.97209
0.653,0.0003756,-0.608175,0.795138,0.969696
0.654,0.00245324,-0.608966,0.794531,0.967204
0.655,0.00171975,-0.609763,0.793922,0.964616
0.656,0.000211464,-0.61056,0.793314,0.961931
0.657,-0.00280602,-0.61135,0.792707,0.95915
0.658,-0.0029463,-0.612143,0.792097,0.956273
0.659,0.000456402,-0.612944,0.791487,0.9533
0.66,-0.00135439,-0.613735,0.790875,0.950233
0.661,0.000156001,-0.61453,0.790264,0.94707
0.662,0.00388062,-0.615308,0.78965,0.943812
0.663,0.00325125,-0.616103,0.789037,0.94046
0.664,0.0019916,-0.616897,0.78842,0.937014
0.665,0.00258672,-0.617684,0.787805,0.933474
0.666,0.000827502,-0.618478,0.787189,0.929841
0.667,0.00152297,-0.619264,0.78657,0.926115
0.668,0.00243808,-0.620047,0.785951,0.922297
0.669,0.0016897,-0.620836,0.78533,0.918386
0.67,0.00223522,-0.621618,0.784708,0.914383
0.671,0.0010946,-0.622406,0.784087,0.910289
0.672,-0.000654894,-0.623193,0.783467,0.906104
0.673,0.000316971,-0.623976,0.782843,0.901828
0.674,0.001229,-0.624759,0.782221,0.897462
0.675,0.0017321,-0.625542,0.781599,0.893006
0.676,-0.0024641,-0.62632,0.780971,0.888461
0.677,-0.000259101,-0.627106,0.780345,0.883827
0.678,-5.69638e-05,-0.627886,0.779718,0.879105
0.679,0.000370494,-0.628666,0.779091,0.874295
0.68,-0.00169884,-0.629443,0.778462,0.869397
0.681,-0.00279173,-0.630217,0.777832,0.864413
0.682,-0.00396665,-0.630993,0.777207,0.859342
0.683,-0.00350184,-0.631773,0.776576,0.854185
0.684,-0.00688407,-0.632522,0.775944,0.848943
0.685,-0.00464815,-0.633318,0.775312,0.843616
0.686,-0.00485615,-0.634093,0.77468,0.838204
0.687,-0.00654318,-0.634853,0.774046,0.832709
0.688,-0.0040365,-0.635648,0.773411,0.82713
0.689,-0.00333453,-0.636427,0.772777,0.821469
0.69,-0.00569843,-0.637182,0.772141,0.815725
0.691,-0.00518069,-0.63796,0.771504,0.8099
0.692,-0.00133126,-0.638752,0.770867,0.803994
0.693,0.000253647,-0.639525,0.77023,0.798007
0.694,-0.00227409,-0.640291,0.76959,0.791941
0.695,-0.00229288,-0.64106,0.76895,0.785796
0.696,-0.000493848,-0.641834,0.768309,0.779572
0.697,0.00134957,-0.642602,0.767669,0.77327
0.698,-0.000478299,-0.643371,0.767027,0.76689
0.699,0.000353876,-0.644139,0.766384,0.760434
0.7,-9.62059e-05,-0.644905,0.765739,0.753902
0.701,-0.00192284,-0.64567,0.765097,0.747295
0.702,-0.00329184,-0.64643,0.764452,0.740613
0.703,-0.00336309,-0.647197,0.763809,0.733856
0.704,-0.00236436,-0.647965,0.763161,0.727027
0.705,-0.00293398,-0.648726,0.762514,0.720124
0.706,-0.00264867,-0.649491,0.761866,0.71315
0.707,-0.00332012,-0.650251,0.761218,0.706104
0.708,-0.00740738,-0.650978,0.760567,0.698988
0.709,-0.00596906,-0.651753,0.759916,0.691802
0.71,-0.00847202,-0.652489,0.759269,0.684547
0.711,-0.00959147,-0.653229,0.758611,0.677223
0.712,-0.00526334,-0.654036,0.757957,0.669831
0.713,-0.00557757,-0.654791,0.757303,0.662373
0.714,-0.0049089,-0.655553,0.756648,0.654848
0.715,-0.00406897,-0.656317,0.755994,0.647258
0.716,-0.00350356,-0.657076,0.755338,0.639603
0.717,-0.0046588,-0.657824,0.75468,0.631884
0.718,-0.00398213,-0.658583,0.754022,0.624102
0.719,-0.00452461,-0.659333,0.753363,0.616257
0.72,-0.0037116,-0.660094,0.752706,0.608351
0.721,-0.00175359,-0.660854,0.752046,0.600384
0.722,-0.00101566,-0.661608,0.751385,0.592357
0.723,-0.00184415,-0.662357,0.750723,0.584271
0.724,-0.00149799,-0.663111,0.750063,0.576126
0.725,-0.00111215,-0.663862,0.7494,0.567924
0.726,-0.00272735,-0.664607,0.748737,0.559665
0.727,-0.00328754,-0.665354,0.748073,0.55135
0.728,-0.004774,-0.666095,0.747409,0.54298
0.729,-0.0022477,-0.666856,0.746744,0.534555
0.73,-0.00375423,-0.667597,0.746078,0.526078
0.731,-0.00431919,-0.66834,0.745411,0.517547
0.732,-0.00321139,-0.669096,0.744747,0.508965
0.733,-0.00368789,-0.669839,0.744079,0.500332
0.734,-0.00381792,-0.670582,0.743409,0.491648
0.735,-0.00162021,-0.671335,0.742739,0.482916
0.736,-0.00382127,-0.672069,0.742068,0.474135
0.737,-0.00618682,-0.672794,0.741397,0.465307
0.738,-0.00583373,-0.673541,0.740727,0.456433
0.739,-0.00457491,-0.674292,0.740054,0.447512
0.74,-0.00721335,-0.675011,0.739381,0.438547
0.741,-0.0102365,-0.675711,0.738706,0.429538
0.742,-0.0100223,-0.67646,0.738038,0.420487
0.743,-0.0122545,-0.677158,0.737359,0.411393
0.744,-0.0102687,-0.677928,0.73668,0.402258
0.745,-0.010852,-0.678655,0.736002,0.393083
0.746,-0.00923436,-0.679415,0.735323,0.383868
0.747,-0.00727607,-0.680174,0.734644,0.374615
0.748,-0.00627035,-0.68092,0.733965,0.365325
0.749,-0.00620153,-0.681655,0.733285,0.355998
0.75,-0.00604325,-0.682389,0.732603,0.346635
0.751,-0.00323623,-0.683141,0.73192,0.337238
0.752,-0.00472184,-0.683868,0.731241,0.327807
0.753,-0.00402231,-0.684603,0.730557,0.318344
0.754,-0.00229393,-0.685342,0.729872,0.308848
0.755,-0.00348046,-0.686067,0.729187,0.299322
0.756,-0.00489993,-0.686787,0.728501,0.289765
0.757,-0.00266316,-0.687528,0.727814,0.28018
0.758,-0.00628832,-0.688237,0.727131,0.270567
0.759,-0.00813673,-0.688946,0.726444,0.260926
0.76,-0.00976884,-0.689651,0.725755,0.25126
0.761,-0.00994706,-0.690374,0.725066,0.241568
0.762,-0.00933817,-0.691107,0.724375,0.231852
0.763,-0.00902403,-0.691836,0.723684,0.222114
0.764,-0.00826215,-0.692568,0.722991,0.212352
0.765,-0.00595624,-0.693322,0.722306,0.20257
0.766,-0.00690906,-0.69404,0.721617,0.192767
0.767,-0.00909929,-0.694739,0.720926,0.182945
0.768,-0.0103547,-0.695441,0.720229,0.173105
0.769,-0.0124018,-0.696128,0.719534,0.163248
0.77,-0.0110516,-0.696879,0.718847,0.153374
0.771,-0.0126295,-0.697571,0.71815,0.143485
0.772,-0.0130444,-0.698289,0.717461,0.133581
0.773,-0.0112372,-0.699042,0.716766,0.123664
0.774,-0.0145767,-0.699692,0.716062,0.113735
0.775,-0.0152977,-0.700392,0.715362,0.103794
0.776,-0.0149102,-0.701116,0.714662,0.0938433
0.777,-0.0157985,-0.701812,0.713962,0.0838829
0.778,-0.0133123,-0.702577,0.713259,0.0739142
0.779,-0.0149924,-0.703257,0.712557,0.063938
0.78,-0.0158298,-0.703953,0.711855,0.0539554
0.781,-0.0176122,-0.704622,0.711151,0.0439675
0.782,-0.0180883,-0.705323,0.710448,0.0339751
0.783,-0.0186914,-0.706018,0.709743,0.0239793
0.784,-0.0176611,-0.706757,0.70904,0.0139812
0.785,-0.0172471,-0.707476,0.708333,0.00398162
0.786,-0.0190762,-0.70814,0.707628,-0.00601833
0.787,-0.0152632,-0.708939,0.706919,-0.0160177
0.788,-0.0131323,-0.709688,0.706209,-0.0260154
0.789,-0.0129774,-0.710396,0.705499,-0.0360106
0.79,-0.0101767,-0.71115,0.704791,-0.0460021
0.791,-0.0110836,-0.71184,0.704079,-0.0559891
0.792,-0.0116515,-0.712535,0.703367,-0.0659704
0.793,-0.0136574,-0.713201,0.702653,-0.0759452
0.794,-0.0116434,-0.713944,0.701944,-0.0859123
0.795,-0.0107763,-0.71466,0.70123,-0.0958709
0.796,-0.00757437,-0.715401,0.700514,-0.10582
0.797,-0.00918316,-0.716082,0.699798,-0.115758
0.798,-0.00890789,-0.716787,0.699084,-0.125685
0.799,-0.00945563,-0.71748,0.698368,-0.135599
0.8,-0.0083403,-0.718193,0.697651,-0.1455
0.801,-0.0112448,-0.718851,0.696933,-0.155386
0.802,-0.0119553,-0.719538,0.696216,-0.165257
0.803,-0.0126573,-0.720223,0.695497,-0.175111
0.804,-0.0154475,-0.720864,0.694776,-0.184947
0.805,-0.0193401,-0.721466,0.694057,-0.194765
0.806,-0.0179368,-0.722195,0.693334,-0.204564
0.807,-0.0170378,-0.72291,0.692612,-0.214342
0.808,-0.0203588,-0.723518,0.69189,-0.224099
0.809,-0.0199577,-0.724231,0.691176,-0.233833
0.81,-0.0173564,-0.724989,0.690452,-0.243544
0.811,-0.0142935,-0.725748,0.689728,-0.253231
0.812,-0.0117441,-0.726483,0.689002,-0.262892
0.813,-0.0112381,-0.727187,0.688283,-0.272527
0.814,-0.0133361,-0.727845,0.68756,-0.282135
0.815,-0.0132043,-0.728539,0.686836,-0.291714
0.816,-0.0166173,-0.729159,0.68611,-0.301264
0.817,-0.0177996,-0.729817,0.685381,-0.310785
0.818,-0.019654,-0.730455,0.684652,-0.320274
0.819,-0.0166485,-0.731214,0.68392,-0.329731
0.82,-0.0201249,-0.731814,0.683193,-0.339155
0.821,-0.0204505,-0.732488,0.682461,-0.348545
0.822,-0.0173426,-0.733255,0.681732,-0.3579
0.823,-0.0173154,-0.733938,0.680999,-0.36722
0.824,-0.0215873,-0.734505,0.680265,-0.376503
0.825,-0.0247403,-0.735087,0.679532,-0.385748
0.826,-0.027094,-0.735683,0.678796,-0.394955
0.827,-0.0267231,-0.736376,0.678061,-0.404122
0.828,-0.0269521,-0.737046,0.677325,-0.413248
0.829,-0.0296591,-0.737621,0.676589,-0.422334
0.83,-0.0296408,-0.738297,0.675851,-0.431377
0.831,-0.0287603,-0.739008,0.675112,-0.440377
0.832,-0.0287743,-0.739682,0.674373,-0.449333
0.833,-0.0292052,-0.740339,0.673632,-0.458244
0.834,-0.0268604,-0.741101,0.672892,-0.467109
0.835,-0.0266804,-0.741784,0.672154,-0.475928
0.836,-0.0265344,-0.742461,0.671412,-0.484698
0.837,-0.0266435,-0.743129,0.67067,-0.493421
0.838,-0.0282821,-0.743739,0.669927,-0.502094
0.839,-0.0258378,-0.744501,0.669186,-0.510717
0.84,-0.0280601,-0.745091,0.668442,-0.519289
0.841,-0.0274292,-0.745782,0.667697,-0.527809
0.842,-0.0250146,-0.746534,0.666951,-0.536276
0.843,-0.0301575,-0.747014,0.666206,-0.544689
0.844,-0.0296306,-0.747704,0.665462,-0.553048
0.845,-0.0295348,-0.748373,0.664714,-0.561352
0.846,-0.0291146,-0.749055,0.663966,-0.569599
0.847,-0.0252978,-0.749859,0.663218,-0.57779
0.848,-0.0228532,-0.750601,0.662469,-0.585923
0.849,-0.0217285,-0.751299,0.66172,-0.593997
0.85,-0.0205292,-0.751995,0.660969,-0.602012
0.851,-0.0182392,-0.752715,0.660217,-0.609967
0.852,-0.0190365,-0.753357,0.659466,-0.61786
0.853,-0.0171407,-0.754062,0.658712,-0.625692
0.854,-0.0208528,-0.754628,0.657959,-0.633461
0.855,-0.0184907,-0.755352,0.657209,-0.641167
0.856,-0.0190367,-0.755997,0.656454,-0.648809
0.857,-0.0183397,-0.75667,0.655698,-0.656386
0.858,-0.015214,-0.757396,0.654941,-0.663897
0.859,-0.00856967,-0.758156,0.654185,-0.671342
0.86,-0.00935957,-0.758801,0.653427,-0.67872
0.861,-0.00787177,-0.759472,0.652669,-0.68603
0.862,-0.0065335,-0.760136,0.651909,-0.693271
0.863,-0.00429806,-0.760805,0.651149,-0.700443
0.864,-0.00384943,-0.761458,0.650388,-0.707545
0.865,-0.00213982,-0.762118,0.649629,-0.714576
0.866,-0.00464947,-0.762758,0.648868,-0.721536
0.867,-0.00311384,-0.763414,0.648105,-0.728424
0.868,-0.00388742,-0.764061,0.647344,-0.735238
0.869,-0.00194035,-0.764716,0.64658,-0.74198
0.87,-0.00284678,-0.765359,0.645814,-0.748647
0.871,-0.00573954,-0.765989,0.645049,-0.755239
0.872,-0.00542311,-0.766642,0.644288,-0.761755
0.873,-0.00653177,-0.767278,0.643521,-0.768196
0.874,-0.0110468,-0.76787,0.642754,-0.77456
0.875,-0.00823191,-0.768549,0.641987,-0.780846
0.876,-0.00636068,-0.769207,0.641217,-0.787054
0.877,-0.00580069,-0.769853,0.640448,-0.793183
0.878,-0.00459649,-0.770502,0.639679,-0.799233
0.879,-0.00388077,-0.771148,0.638911,-0.805203
0.88,-0.00592092,-0.771774,0.63814,-0.811093
0.881,-0.0100183,-0.772381,0.637377,-0.816902
0.882,-0.0096466,-0.773027,0.636608,-0.822628
0.883,-0.0111964,-0.773646,0.635837,-0.828273
0.884,-0.0110153,-0.774285,0.635064,-0.833835
0.885,-0.0120348,-0.774908,0.634292,-0.839313
0.886,-0.00893765,-0.775584,0.633517,-0.844707
0.887,-0.00796355,-0.776228,0.632741,-0.850017
0.888,-0.00632458,-0.776875,0.631965,-0.855242
0.889,-0.00616666,-0.777509,0.631188,-0.860382
0.89,-0.00652406,-0.778137,0.63041,-0.865435
0.891,-0.00282852,-0.778792,0.629634,-0.870402
0.892,0.00148943,-0.779428,0.628858,-0.875282
0.893,0.00899039,-0.780007,0.628078,-0.880074
0.894,0.0094572,-0.780631,0.6273,-0.884778
0.895,0.0118868,-0.781225,0.626519,-0.889394
0.896,0.0114426,-0.781858,0.625738,-0.893921
0.897,0.0151533,-0.782423,0.624958,-0.898359
0.898,0.0160725,-0.783029,0.624175,-0.902706
0.899,0.0179965,-0.783611,0.623391,-0.906964
0.9,0.0182294,-0.784229,0.622608,-0.91113
0.901,0.0173429,-0.78487,0.621822,-0.915206
0.902,0.0192209,-0.785449,0.621038,-0.91919
0.903,0.0195489,-0.786067,0.620257,-0.923082
0.904,0.0163784,-0.786762,0.619473,-0.926882
0.905,0.0156738,-0.787396,0.618686,-0.930589
0.906,0.0122614,-0.788075,0.617899,-0.934203
0.907,0.012657,-0.788687,0.61711,-0.937724
0.908,0.0130057,-0.7893,0.616323,-0.941151
0.909,0.0128772,-0.789921,0.615536,-0.944483
0.91,0.012545,-0.790542,0.614746,-0.947722
0.911,0.0120258,-0.791171,0.61396,-0.950865
0.912,0.0136825,-0.791753,0.613165,-0.953914
0.913,0.0142744,-0.792356,0.612373,-0.956867
0.914,0.0154478,-0.792949,0.611583,-0.959724
0.915,0.0136789,-0.793594,0.610791,-0.962485
0.916,0.0142982,-0.794194,0.609998,-0.965151
0.917,0.0154702,-0.794782,0.609204,-0.967719
0.918,0.014947,-0.795404,0.60841,-0.970191
0.919,0.0159869,-0.795995,0.607617,-0.972566
0.92,0.018137,-0.796563,0.606827,-0.974844
0.921,0.0203655,-0.797116,0.60603,-0.977024
0.922,0.0253789,-0.797582,0.605236,-0.979106
0.923,0.0211924,-0.798309,0.604438,-0.981091
0.924,0.0202985,-0.798938,0.603641,-0.982977
0.925,0.0182072,-0.799595,0.602844,-0.984765
0.926,0.0206493,-0.800136,0.602042,-0.986455
0.927,0.022192,-0.800696,0.601242,-0.988046
0.928,0.0205277,-0.801342,0.600441,-0.989538
0.929,0.018804,-0.801987,0.599641,-0.990931
0.93,0.0204496,-0.802546,0.598839,-0.992225
0.931,0.0238198,-0.803054,0.598039,-0.99342
0.932,0.0246734,-0.803627,0.597236,-0.994516
0.933,0.0217749,-0.804307,0.596432,-0.995512
0.934,0.0281304,-0.804709,0.595629,-0.996409
0.935,0.0276568,-0.805329,0.59483,-0.997205
0.936,0.03009,-0.805837,0.594025,-0.997903
0.937,0.027362,-0.806533,0.593223,-0.9985
0.938,0.0296276,-0.807047,0.592417,-0.998998
0.939,0.0281647,-0.80769,0.591609,-0.999395
0.94,0.0268145,-0.808331,0.590804,-0.999693
0.941,0.0247265,-0.80899,0.589997,-0.999891
0.942,0.0184922,-0.809747,0.589188,-0.999989
0.943,0.0184815,-0.810339,0.58838,-0.999986
0.944,0.0164937,-0.810971,0.58757,-0.999884
0.945,0.0120999,-0.811639,0.586761,-0.999682
0.946,0.0130209,-0.812211,0.585949,-0.99938
0.947,0.0138289,-0.812783,0.585136,-0.998978
0.948,0.0158984,-0.81333,0.584324,-0.998476
0.949,0.0176924,-0.813878,0.583511,-0.997874
0.95,0.0189182,-0.814434,0.582697,-0.997172
0.951,0.0194189,-0.815005,0.581882,-0.996371
0.952,0.0211714,-0.815543,0.581067,-0.99547
0.953,0.019019,-0.816177,0.580252,-0.994469
0.954,0.0221806,-0.816678,0.579436,-0.993369
0.955,0.0218984,-0.817265,0.578619,-0.99217
0.956,0.0234329,-0.8178,0.577801,-0.990871
0.957,0.0245193,-0.818346,0.576983,-0.989474
0.958,0.0212474,-0.819014,0.576165,-0.987977
0.959,0.0243483,-0.819507,0.575348,-0.986382
0.96,0.0213733,-0.820167,0.574529,-0.984688
0.961,0.0193231,-0.820791,0.573708,-0.982895
0.962,0.0206824,-0.821332,0.572888,-0.981005
0.963,0.0203324,-0.821914,0.572067,-0.979016
0.964,0.0174445,-0.822553,0.571246,-0.976929
0.965,0.0169167,-0.823138,0.570425,-0.974745
0.966,0.015517,-0.823735,0.569601,-0.972463
0.967,0.0177724,-0.824258,0.568776,-0.970083
0.968,0.0162842,-0.824858,0.567953,-0.967607
0.969,0.0117568,-0.825504,0.567128,-0.965034
0.97,0.00754294,-0.82612,0.566303,-0.962365
0.971,0.00973902,-0.826666,0.565479,-0.959599
0.972,0.00945239,-0.827235,0.564652,-0.956738
0.973,0.00823671,-0.827813,0.563825,-0.95378
0.974,0.0118448,-0.828337,0.562999,-0.950728
0.975,0.00996268,-0.828927,0.562173,-0.94758
0.976,0.0118758,-0.829466,0.561345,-0.944337
0.977,0.00965967,-0.830055,0.560515,-0.941
0.978,0.00726363,-0.830642,0.559687,-0.937569
0.979,0.0065317,-0.831209,0.558857,-0.934044
0.98,0.00400321,-0.831784,0.558025,-0.930426
0.981,-0.000816591,-0.83235,0.557193,-0.926715
0.982,-0.00287144,-0.832902,0.55636,-0.922911
0.983,-0.00567031,-0.833444,0.555527,-0.919015
0.984,-0.0087655,-0.833973,0.554694,-0.915027
0.985,-0.00413102,-0.834567,0.553862,-0.910947
0.986,-0.00494803,-0.835118,0.553029,-0.906776
0.987,-0.00323941,-0.835682,0.552195,-0.902515
0.988,-0.00488209,-0.836225,0.551359,-0.898163
0.989,-0.0060932,-0.836768,0.550522,-0.893722
0.99,-0.00751948,-0.837309,0.549687,-0.889191
0.991,-0.00892721,-0.837844,0.548849,-0.884571
0.992,-0.0103158,-0.83838,0.548013,-0.879863
0.993,-0.0110249,-0.838918,0.547174,-0.875067
0.994,-0.0107015,-0.839472,0.546337,-0.870183
0.995,-0.0110926,-0.840021,0.545503,-0.865213
0.996,-0.0107067,-0.840573,0.544663,-0.860155
0.997,-0.00968072,-0.84113,0.543823,-0.855012
0.998,-0.0118899,-0.841647,0.542983,-0.849783
0.999,-0.0109017,-0.842204,0.542141,-0.84447
1,-0.0119884,-0.842731,0.541299,-0.839072
1.001,-0.0176166,-0.843177,0.540459,-0.833589
1.002,-0.0134421,-0.843803,0.539621,-0.828024
1.003,-0.0135403,-0.844343,0.538779,-0.822376
1.004,-0.0208989,-0.844732,0.537934,-0.816645
1.005,-0.0186755,-0.845321,0.537089,-0.810833
1.006,-0.0145353,-0.845938,0.536243,-0.80494
1.007,-0.0134301,-0.846494,0.535398,-0.798966
1.008,-0.0130191,-0.847035,0.534551,-0.792913
1.009,-0.00808514,-0.847632,0.533704,-0.78678
1.01,-0.00831152,-0.848164,0.532857,-0.780568
1.011,-0.0103013,-0.848679,0.532011,-0.774279
1.012,-0.00728199,-0.849242,0.531163,-0.767911
1.013,-0.00864092,-0.849762,0.530314,-0.761468
1.014,-0.00686622,-0.850308,0.529464,-0.754948
1.015,-0.00658257,-0.850842,0.528615,-0.748352
1.016,-0.0024051,-0.851393,0.527764,-0.741682
1.017,-0.00485662,-0.851914,0.526915,-0.734937
